"SECTION_NAME","SECTION_OFFICE_NAME","GULLY_TYPE_NAME","START_METRES","END_METRES","EASTING","NORTHING"
"7065U8003_47 - CARDY CL1: LOVEROCK WAY TO END -  NORTH DOWN","NORTH DOWN","Surface Type",95,95,349028,380415
"7065U8037_31 - BEXLEY PK1:  BEXLEY PK1 TO END (CDS RHS) -  NORTH DOWN","NORTH DOWN","Surface Type",2,2,352236,379906
"7065U8037_31 - BEXLEY PK1:  BEXLEY PK1 TO END (CDS RHS) -  NORTH DOWN","NORTH DOWN","Surface Type",13,13,352240,379916
"7065U8029_15 - ARDVANAGH CRE1: ARDVANAGH AV1 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",11,11,350348,378675
"7065U8003_46 - LOVEROCK DR1: LOVEROCK WAY TO END -  NORTH DOWN","NORTH DOWN","Surface Type",57,57,348980,380317
"7065U8108_05 - MY LADY'S MILE1: HIGH ST TO DEMESNE RD -  NORTH DOWN","NORTH DOWN","Surface Type",481,481,339989,378580
"7065C0252_09 - GRANSHA RD1: GRANSHA RD S (A48) TO 30 MPH SIGNS -  NORTH DOWN","NORTH DOWN","Surface Type",1103,1103,352294,378998
"7065C0252_09 - GRANSHA RD1: GRANSHA RD S (A48) TO 30 MPH SIGNS -  NORTH DOWN","NORTH DOWN","Surface Type",1114,1114,352295,379011
"7065U8029_02 - BREEZEMOUNT PK1: GREEN RD TO BREEZEMOUNT PK AT NO.57 (JUNCTION) -  NORTH DOWN","NORTH DOWN","Surface Type",157,157,350530,378388
"7065U0110_32 - BALLYCROCHAN RD1: HAWE RD U111 TO DONAGHADEE RD B21 -  NORTH DOWN","NORTH DOWN","Surface Type",523,523,353280,380522
"7065U8003_64 - CARROWDORE GDS1: OWENROE DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",9,9,348865,380548
"7065U8003_64 - CARROWDORE GDS1: OWENROE DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",12,12,348862,380556
"7065U8023_24 - BROOKLYN PK1: GROOMSPORT RD B511 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",8,8,352299,382178
"7065U8023_24 - BROOKLYN PK1: GROOMSPORT RD B511 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",8,8,352291,382172
"7065U8110_01 - FIRMOUNT CRE1: OLD HOLYWOOD RD TO OLD HOLYWOOD RD S -  NORTH DOWN","NORTH DOWN","Surface Type",50,50,339555,377632
"7065U8110_01 - FIRMOUNT CRE1: OLD HOLYWOOD RD TO OLD HOLYWOOD RD S -  NORTH DOWN","NORTH DOWN","Surface Type",50,50,339555,377633
"7065U8029_11 - ARDVANAGH RD1: GREEN RD2 TO ARDVANAGH RD AT NO.16 (JUNCTION) -  NORTH DOWN","NORTH DOWN","Surface Type",94,94,350396,378657
"7065U0103_40 - LAUREL PK1: MOYNE AV TO END -  NORTH DOWN","NORTH DOWN","Surface Type",14,14,350094,377902
"7065U8002_07 - SILVERSTREAM CRE1: SILVERSTREAM RD TO SILVERSTREAM DR -  NORTH DOWN","NORTH DOWN","Surface Type",264,264,349383,380722
"7065U8002_07 - SILVERSTREAM CRE1: SILVERSTREAM RD TO SILVERSTREAM DR -  NORTH DOWN","NORTH DOWN","Surface Type",265,265,349387,380720
"7065U8023_25 - RIVERSIDE PK1: RIVERSIDE TO END -  NORTH DOWN","NORTH DOWN","Surface Type",6,6,352610,381619
"7065A0002_76 - SOUTH CIRCULAR RD1: NEWTOWNARDS RD RBT - BLOOMFIELD RBT -  NORTH DOWN","NORTH DOWN","Surface Type",11,11,350117,380004
"7065A0002_76 - SOUTH CIRCULAR RD1: NEWTOWNARDS RD RBT - BLOOMFIELD RBT -  NORTH DOWN","NORTH DOWN","Surface Type",27,27,350131,379998
"7065U0103_50 - BEECHFIELD AV1 (END CDS):  WEST TO EAST -  NORTH DOWN","NORTH DOWN","Surface Type",1,1,349910,378775
"7065U8003_46 - LOVEROCK DR1: LOVEROCK WAY TO END -  NORTH DOWN","NORTH DOWN","Surface Type",17,17,349023,380311
"7065U8108_19 - ABBEY RING1: BELFAST RD B198 TO ABBEY RING -  NORTH DOWN","NORTH DOWN","Surface Type",1244,1244,339399,378431
"7065A0002_72 - SOUTH CIRCULAR RD1: BLOOMFIELD RBT - NEWTOWNARDS RD RBT -  NORTH DOWN","NORTH DOWN","Surface Type",72,72,351019,380225
"7065C0252_09 - GRANSHA RD1: GRANSHA RD S (A48) TO 30 MPH SIGNS -  NORTH DOWN","NORTH DOWN","Surface Type",1067,1067,352312,378967
"7065C0303_04 - CHURCH RD, HOLYWOOD: HIGH ST B198 TO CAR PARK -  NORTH DOWN","NORTH DOWN","Surface Type",1,1,339870,379244
"7065U8003_63 - BALLIGAN GDS1: BALLIGAN GDS1 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",76,76,348918,380398
"7065U8024_10 - PARK DR1: CASTLE ST C252 TO HAMILTON RD -  NORTH DOWN","NORTH DOWN","Surface Type",19,19,350739,381520
"7065U8109_05 - KINNEGAR CRT1: KINNEGAR DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",53,53,339319,379001
"7065U0103_40 - LAUREL PK1: MOYNE AV TO END -  NORTH DOWN","NORTH DOWN","Surface Type",67,67,350091,377849
"7065U8003_18 - RAVARA GDS1: DRUMHIRK DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",67,67,348460,380248
"7065B0020_08 - MAIN ST CRAWFORDSBURN1: COOTEHALL RD C251 TO BALLYMULLAN RD -  NORTH DOWN","NORTH DOWN","Surface Type",186,186,346663,381301
"7065B0020_08 - MAIN ST CRAWFORDSBURN1: COOTEHALL RD C251 TO BALLYMULLAN RD -  NORTH DOWN","NORTH DOWN","Surface Type",235,235,346616,381314
"7065U8003_08 - DRUMHIRK DR1: WEST CIRCULAR RD TO RATHGAEL RD -  NORTH DOWN","NORTH DOWN","Surface Type",365,365,348647,380564
"7065U8026_28 - CHIPPENDALE AV1: DONAGHADEE RD B21 TO EAST CIRCULAR RD A2 -  NORTH DOWN","NORTH DOWN","Surface Type",574,574,352383,381085
"7065U8015_39 - MAXWELL GDNS:  MAXWELL DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",10,10,349559,382355
"7065U8003_47 - CARDY CL1: LOVEROCK WAY TO END -  NORTH DOWN","NORTH DOWN","Surface Type",59,59,349016,380382
"7065U8003_64 - CARROWDORE GDS1: OWENROE DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",107,107,348784,380555
"7065U8024_22 - BROADWAY1: DONAGHADEE RD B21 TO FAIRFIELD RD -  NORTH DOWN","NORTH DOWN","Surface Type",214,214,351225,381721
"7065U8037_54 - BRIARWOOD RD1: PERRY RD TO BRIARWOOD PK -  NORTH DOWN","NORTH DOWN","Surface Type",4,4,353163,380338
"7065U8021_14 - ROSSDALE RD1: BALLYMACORMICK RD TO DIXON RD -  NORTH DOWN","NORTH DOWN","Surface Type",396,396,353366,382121
"7065U8021_14 - ROSSDALE RD1: BALLYMACORMICK RD TO DIXON RD -  NORTH DOWN","NORTH DOWN","Surface Type",396,396,353363,382127
"7065U8030_77 - BALMORAL DR2: BALMORAL DR2 AT NO.23 TO END AT NO.39 (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",45,45,351860,379189
"7065U8030_77 - BALMORAL DR2: BALMORAL DR2 AT NO.23 TO END AT NO.39 (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",60,60,351865,379175
"7065U8007_45 - WANDSWORTH GLEN1: WANDSWORTH DALE TO WANDSWORTH GLEN JCT -  NORTH DOWN","NORTH DOWN","Surface Type",120,120,347797,381294
"7065U8007_46 - WANDSWORTH GLEN1: EAST TO WEST END -  NORTH DOWN","NORTH DOWN","Surface Type",11,11,347842,381285
"7065U8021_27 - TOWERVIEW AV1: TOWERVIEW CRE TO TOWERVIEW CRE -  NORTH DOWN","NORTH DOWN","Surface Type",209,209,353451,381851
"7065U8021_27 - TOWERVIEW AV1: TOWERVIEW CRE TO TOWERVIEW CRE -  NORTH DOWN","NORTH DOWN","Surface Type",211,211,353451,381844
"7065U8106_11 - CHURCH GREEN1: SPENCER ST1 TO END NO 2 TO 44 -  NORTH DOWN","NORTH DOWN","Surface Type",12,12,339937,378977
"7065U8108_15 - EAST LK1: ABBEY RING S TO ABBEY RING N -  NORTH DOWN","NORTH DOWN","Surface Type",221,221,339655,378327
"7065U8108_15 - EAST LK1: ABBEY RING S TO ABBEY RING N -  NORTH DOWN","NORTH DOWN","Surface Type",261,261,339673,378363
"7065A0002_90 - BELFAST RD2: START DUAL C/WAY TO BALLYSALLAGH RD B170 -  NORTH DOWN","NORTH DOWN","Surface Type",1037,1037,345800,380328
"7065A0002_90 - BELFAST RD2: START DUAL C/WAY TO BALLYSALLAGH RD B170 -  NORTH DOWN","NORTH DOWN","Surface Type",1062,1062,345817,380311
"7065U1103_32 - CHURCH RD' HOLYWOOD: 30 MPH SIGNS TO DEMENSE RD C303 -  NORTH DOWN","NORTH DOWN","Surface Type",1055,1055,340573,378715
"7065U1103_32 - CHURCH RD' HOLYWOOD: 30 MPH SIGNS TO DEMENSE RD C303 -  NORTH DOWN","NORTH DOWN","Surface Type",1139,1139,340515,378774
"7065U0132_35 - CIRCULAR RD W1: STATION RD TO CIRCULAR RD E -  NORTH DOWN","NORTH DOWN","Surface Type",2,2,341643,380439
"7065U8032_28 - BALLOO AV1: BALLOO AV AT NO.24 TO END (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",33,33,350633,379353
"7065U8033_21 - LINEYBROOK LN1: SOUTH CIRCULAR RD TO LINEYBROOK COTTS -  NORTH DOWN","NORTH DOWN","Surface Type",158,158,351237,380427
"7065A0002_83 - BANGOR RD2: BALLYROBERT RD B20 TO WHINNEY HILL C263 -  NORTH DOWN","NORTH DOWN","Surface Type",2173,2173,342870,380894
"7065C0251_06 - COOTEHALL RD1: BELFAST RD A2 TO CRAWFORDSBURN RD B20 -  NORTH DOWN","NORTH DOWN","Surface Type",12,12,346985,380022
"7065B0170_01 - BALLYSALLAGH RD1: BELFAST RD A2 TO CRAWFORDSBURN RD -  NORTH DOWN","NORTH DOWN","Surface Type",3,3,347235,380013
"7065U8024_22 - BROADWAY1: DONAGHADEE RD B21 TO FAIRFIELD RD -  NORTH DOWN","NORTH DOWN","Surface Type",639,639,351339,381314
"7065U8003_47 - CARDY CL1: LOVEROCK WAY TO END -  NORTH DOWN","NORTH DOWN","Surface Type",114,114,349027,380435
"7065U8003_47 - CARDY CL1: LOVEROCK WAY TO END -  NORTH DOWN","NORTH DOWN","Surface Type",135,135,349037,380454
"7065U8024_22 - BROADWAY1: DONAGHADEE RD B21 TO FAIRFIELD RD -  NORTH DOWN","NORTH DOWN","Surface Type",264,264,351243,381674
"7065U8037_40 - ONSLOW GDS1: CRANLEY RD W TO CRANLEY RD E -  NORTH DOWN","NORTH DOWN","Surface Type",19,19,351995,380083
"7065U8039_07 - LORD WARDENS CRE1:  LORD WARDENS RD1 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",210,210,349611,379179
"7065U8039_07 - LORD WARDENS CRE1:  LORD WARDENS RD1 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",238,238,349635,379169
"7065U8021_14 - ROSSDALE RD1: BALLYMACORMICK RD TO DIXON RD -  NORTH DOWN","NORTH DOWN","Surface Type",459,459,353306,382099
"7065U8030_77 - BALMORAL DR2: BALMORAL DR2 AT NO.23 TO END AT NO.39 (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",61,61,351865,379174
"7065U8007_45 - WANDSWORTH GLEN1: WANDSWORTH DALE TO WANDSWORTH GLEN JCT -  NORTH DOWN","NORTH DOWN","Surface Type",119,119,347806,381291
"7065U8007_46 - WANDSWORTH GLEN1: EAST TO WEST END -  NORTH DOWN","NORTH DOWN","Surface Type",15,15,347838,381286
"7065U8021_27 - TOWERVIEW AV1: TOWERVIEW CRE TO TOWERVIEW CRE -  NORTH DOWN","NORTH DOWN","Surface Type",161,161,353496,381868
"7065U8021_27 - TOWERVIEW AV1: TOWERVIEW CRE TO TOWERVIEW CRE -  NORTH DOWN","NORTH DOWN","Surface Type",281,281,353386,381820
"7065U8106_11 - CHURCH GREEN1: SPENCER ST1 TO END NO 2 TO 44 -  NORTH DOWN","NORTH DOWN","Surface Type",32,32,339950,378992
"7065U8108_15 - EAST LK1: ABBEY RING S TO ABBEY RING N -  NORTH DOWN","NORTH DOWN","Surface Type",269,269,339683,378367
"7065U8108_16 - CARN END1: ABBEY RING TO END -  NORTH DOWN","NORTH DOWN","Surface Type",9,9,339567,378410
"7065A0002_90 - BELFAST RD2: START DUAL C/WAY TO BALLYSALLAGH RD B170 -  NORTH DOWN","NORTH DOWN","Surface Type",1017,1017,345786,380343
"7065A0002_90 - BELFAST RD2: START DUAL C/WAY TO BALLYSALLAGH RD B170 -  NORTH DOWN","NORTH DOWN","Surface Type",1080,1080,345830,380299
"7065U1103_32 - CHURCH RD' HOLYWOOD: 30 MPH SIGNS TO DEMENSE RD C303 -  NORTH DOWN","NORTH DOWN","Surface Type",1045,1045,340583,378714
"7065U8030_60 - GLEN ANNESLEY AV CDS: GLEN ANNESLEY AV TO END -  NORTH DOWN","NORTH DOWN","Surface Type",31,31,351389,379340
"7065U8021_14 - ROSSDALE RD1: BALLYMACORMICK RD TO DIXON RD -  NORTH DOWN","NORTH DOWN","Surface Type",313,313,353430,382161
"7065U8021_14 - ROSSDALE RD1: BALLYMACORMICK RD TO DIXON RD -  NORTH DOWN","NORTH DOWN","Surface Type",368,368,353389,382137
"7065U0132_49 - DALCHOOLIN1 : DALCHOOLIN1 TO END (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",29,29,341736,380664
"7065U8007_45 - WANDSWORTH GLEN1: WANDSWORTH DALE TO WANDSWORTH GLEN JCT -  NORTH DOWN","NORTH DOWN","Surface Type",30,30,347801,381203
"7065U8021_02 - BAYVIEW RD1: DIXON RD TO BALLYMACORMICK RD -  NORTH DOWN","NORTH DOWN","Surface Type",416,416,352969,382325
"7065U8106_11 - CHURCH GREEN1: SPENCER ST1 TO END NO 2 TO 44 -  NORTH DOWN","NORTH DOWN","Surface Type",3,3,339937,378966
"7065U8108_15 - EAST LK1: ABBEY RING S TO ABBEY RING N -  NORTH DOWN","NORTH DOWN","Surface Type",167,167,339627,378281
"7065B0197_01 - HAMILTON RD1: MAIN ST A2 TO DONAGHADEE RD B21 -  NORTH DOWN","NORTH DOWN","Surface Type",157,157,350680,381686
"7065A0002_73 - NEWTOWNARDS RD RBT1: SOUTH CIRCULAR RD - SOUTH CIRCULAR RD -  NORTH DOWN","NORTH DOWN","Surface Type",210,210,350108,379984
"7065U1103_32 - CHURCH RD' HOLYWOOD: 30 MPH SIGNS TO DEMENSE RD C303 -  NORTH DOWN","NORTH DOWN","Surface Type",1023,1023,340606,378723
"7065U1103_32 - CHURCH RD' HOLYWOOD: 30 MPH SIGNS TO DEMENSE RD C303 -  NORTH DOWN","NORTH DOWN","Surface Type",1152,1152,340507,378786
"7065U8021_14 - ROSSDALE RD1: BALLYMACORMICK RD TO DIXON RD -  NORTH DOWN","NORTH DOWN","Surface Type",459,459,353304,382106
"7065U8110_07 - CLAREHILL LN1: OLD HOLYWOOD RD TO END -  NORTH DOWN","NORTH DOWN","Surface Type",56,56,339458,377671
"7065U8003_20 - BALLYGOWAN CRT1: OWENROE DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",6,6,349046,379864
"7065U8003_37 - CLANDEBOYE WAY1: CLANDEBOYE RD TO LOVEROCK WAY -  NORTH DOWN","NORTH DOWN","Surface Type",214,214,349047,380172
"7065U8021_27 - TOWERVIEW AV1: TOWERVIEW CRE TO TOWERVIEW CRE -  NORTH DOWN","NORTH DOWN","Surface Type",281,281,353383,381826
"7065U8106_11 - CHURCH GREEN1: SPENCER ST1 TO END NO 2 TO 44 -  NORTH DOWN","NORTH DOWN","Surface Type",63,63,339968,379018
"7065U8108_22 - OAKLEY AV1: JACKSONS RD TO ABBEY RING -  NORTH DOWN","NORTH DOWN","Surface Type",100,100,339407,378135
"7065U8109_01 - KINNEGAR RD1: THE ESPLANADE TO KINNEGAR AV -  NORTH DOWN","NORTH DOWN","Surface Type",3,3,339447,379164
"7065C0251_06 - COOTEHALL RD1: BELFAST RD A2 TO CRAWFORDSBURN RD B20 -  NORTH DOWN","NORTH DOWN","Surface Type",835,835,346883,380839
"7065U8032_28 - BALLOO AV1: BALLOO AV AT NO.24 TO END (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",40,40,350640,379345
"7065U0103_77 - KESTREL PK1: BANGOR RD1 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",4,4,350043,378367
"7065U8029_20 - ARDVANAGH RD1: ARDVANAGH RD AT END AT NO.14 TO END AT NO.129 -  NORTH DOWN","NORTH DOWN","Surface Type",176,176,350567,378732
"7065A0002_83 - BANGOR RD2: BALLYROBERT RD B20 TO WHINNEY HILL C263 -  NORTH DOWN","NORTH DOWN","Surface Type",2237,2237,342817,380856
"7065A0002_83 - BANGOR RD2: BALLYROBERT RD B20 TO WHINNEY HILL C263 -  NORTH DOWN","NORTH DOWN","Surface Type",2237,2237,342812,380867
"7065U8025_04 - DELLMOUNT PK1: DELLMOUNT AV TO DELLMOUNT RD -  NORTH DOWN","NORTH DOWN","Surface Type",53,53,351675,380827
"7065U8025_04 - DELLMOUNT PK1: DELLMOUNT AV TO DELLMOUNT RD -  NORTH DOWN","NORTH DOWN","Surface Type",56,56,351679,380833
"7065U0132_48 - CULTRA SLIP RD1: A2 BELFAST BOUND TO CULTRA FOLK PARK ACCESS -  NORTH DOWN","NORTH DOWN","Surface Type",2,2,342243,380497
"7065U8030_14 - RATHGILL PK1: BALLOO RD TO BERKLEY SQUARE -  NORTH DOWN","NORTH DOWN","Surface Type",371,371,351215,379054
"7065U8030_14 - RATHGILL PK1: BALLOO RD TO BERKLEY SQUARE -  NORTH DOWN","NORTH DOWN","Surface Type",376,376,351215,379054
"7065U8013_06 - CAROLSTEEN AV1: CAROLSTEEN DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",218,218,346317,382123
"7065U8013_06 - CAROLSTEEN AV1: CAROLSTEEN DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",237,237,346311,382108
"7065U8109_02 - KINNEGAR DR1: THE ESPLANADE TO END FOOTWAY RHS -  NORTH DOWN","NORTH DOWN","Surface Type",107,107,339396,379069
"7065U8109_02 - KINNEGAR DR1: THE ESPLANADE TO END FOOTWAY RHS -  NORTH DOWN","NORTH DOWN","Surface Type",112,112,339393,379065
"7065U8007_40 - SHARMAN RISE1: SINCLAIR RD N TO END -  NORTH DOWN","NORTH DOWN","Surface Type",73,73,347899,381082
"7065U8007_40 - SHARMAN RISE1: SINCLAIR RD N TO END -  NORTH DOWN","NORTH DOWN","Surface Type",77,77,347895,381088
"7065U8005_02 - MARYVILLE RD1: BRYANSBURN RD TO MARYVILLE PK -  NORTH DOWN","NORTH DOWN","Surface Type",52,52,349078,381511
"7065U8005_02 - MARYVILLE RD1: BRYANSBURN RD TO MARYVILLE PK -  NORTH DOWN","NORTH DOWN","Surface Type",69,69,349076,381494
"7065U8039_26 - LORD WARDENS VW1: LORD WARDENS PDE1 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",42,42,349215,379338
"7065U0132_35 - CIRCULAR RD W1: STATION RD TO CIRCULAR RD E -  NORTH DOWN","NORTH DOWN","Surface Type",131,131,341516,380443
"7065B0020_05 - BRYANSBURN RD1: DUFFERIN RD TO BRYANSBURN RD RBT -  NORTH DOWN","NORTH DOWN","Surface Type",55,55,350061,381659
"7065U8029_20 - ARDVANAGH RD1: ARDVANAGH RD AT END AT NO.14 TO END AT NO.129 -  NORTH DOWN","NORTH DOWN","Surface Type",397,397,350723,378797
"7065U8024_14 - RUBY ST1: CASTLE ST TO HAMILTON RD -  NORTH DOWN","NORTH DOWN","Surface Type",97,97,350654,381662
"7065B0020_05 - BRYANSBURN RD1: DUFFERIN RD TO BRYANSBURN RD RBT -  NORTH DOWN","NORTH DOWN","Surface Type",112,112,350004,381661
"7065U8032_28 - BALLOO AV1: BALLOO AV AT NO.24 TO END (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",40,40,350640,379353
"7065U8032_28 - BALLOO AV1: BALLOO AV AT NO.24 TO END (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",64,64,350663,379355
"7065U8033_21 - LINEYBROOK LN1: SOUTH CIRCULAR RD TO LINEYBROOK COTTS -  NORTH DOWN","NORTH DOWN","Surface Type",234,234,351168,380396
"7065U0103_77 - KESTREL PK1: BANGOR RD1 TO END -  NORTH DOWN","NORTH DOWN","Surface Type",4,4,350044,378362
"7065U8029_20 - ARDVANAGH RD1: ARDVANAGH RD AT END AT NO.14 TO END AT NO.129 -  NORTH DOWN","NORTH DOWN","Surface Type",479,479,350803,378802
"7065U8029_20 - ARDVANAGH RD1: ARDVANAGH RD AT END AT NO.14 TO END AT NO.129 -  NORTH DOWN","NORTH DOWN","Surface Type",138,138,350530,378739
"7065A0002_83 - BANGOR RD2: BALLYROBERT RD B20 TO WHINNEY HILL C263 -  NORTH DOWN","NORTH DOWN","Surface Type",2206,2206,342845,380870
"7065A0002_86 - BELFAST RD6: BELFAST RD B198 TO BOUNDARY KNOCKNAGONEY RD -  NORTH DOWN","NORTH DOWN","Surface Type",244,244,338907,377761
"7065U8024_03 - SPRINGFIELD RD1: PROSPECT RD TO MILL'S RD RBT -  NORTH DOWN","NORTH DOWN","Surface Type",18,18,350907,381831
"7065U0132_48 - CULTRA SLIP RD1: A2 BELFAST BOUND TO CULTRA FOLK PARK ACCESS -  NORTH DOWN","NORTH DOWN","Surface Type",17,17,342235,380481
"7065A0002_85 - HOLYWOOD B/P1: BANGOR RD B198 TO BELFAST RD B198 -  NORTH DOWN","NORTH DOWN","Surface Type",587,587,339818,379394
"7065U8109_13 - BELFAST RD SLIP-ROAD4: OFF FROM BELFAST TO AIRPORT RD W MINI RBT -  NORTH DOWN","NORTH DOWN","Surface Type",290,290,338371,377006
"7065U8030_14 - RATHGILL PK1: BALLOO RD TO BERKLEY SQUARE -  NORTH DOWN","NORTH DOWN","Surface Type",388,388,351215,379054
"7065U8034_41 - CASTLE PK AV1: MAIN ST TO CASTLE PK RD -  NORTH DOWN","NORTH DOWN","Surface Type",95,95,350461,381407
"7065U8027_54 - FERNBANK CL1: FERNBANK DR TO END -  NORTH DOWN","NORTH DOWN","Surface Type",10,10,352289,380575
"7065U1103_32 - CHURCH RD' HOLYWOOD: 30 MPH SIGNS TO DEMENSE RD C303 -  NORTH DOWN","NORTH DOWN","Surface Type",1045,1045,340583,378720
"7065U8001_10 - MARQUIS AV1: CLANDEBOYE RD TO ROSEMARY AV -  NORTH DOWN","NORTH DOWN","Surface Type",37,37,349584,380302
"7065U8106_11 - CHURCH GREEN1: SPENCER ST1 TO END NO 2 TO 44 -  NORTH DOWN","NORTH DOWN","Surface Type",32,32,339954,378989
"7065U0132_34 - CULTRA AV1: AILSA RD TO BANGOR RD A2 -  NORTH DOWN","NORTH DOWN","Surface Type",569,569,341312,379929
"7065U0132_34 - CULTRA AV1: AILSA RD TO BANGOR RD A2 -  NORTH DOWN","NORTH DOWN","Surface Type",578,578,341323,379925
"7065B0020_05 - BRYANSBURN RD1: DUFFERIN RD TO BRYANSBURN RD RBT -  NORTH DOWN","NORTH DOWN","Surface Type",1,1,350103,381688
"7065B0020_05 - BRYANSBURN RD1: DUFFERIN RD TO BRYANSBURN RD RBT -  NORTH DOWN","NORTH DOWN","Surface Type",17,17,350093,381675
"7065A0002_83 - BANGOR RD2: BALLYROBERT RD B20 TO WHINNEY HILL C263 -  NORTH DOWN","NORTH DOWN","Surface Type",2173,2173,342875,380883
"7065C0251_06 - COOTEHALL RD1: BELFAST RD A2 TO CRAWFORDSBURN RD B20 -  NORTH DOWN","NORTH DOWN","Surface Type",837,837,346878,380840
"7065C0251_06 - COOTEHALL RD1: BELFAST RD A2 TO CRAWFORDSBURN RD B20 -  NORTH DOWN","NORTH DOWN","Surface Type",937,937,346866,380940
"7065U8032_28 - BALLOO AV1: BALLOO AV AT NO.24 TO END (CDS) -  NORTH DOWN","NORTH DOWN","Surface Type",52,52,350652,379354
"7065U8029_20 - ARDVANAGH RD1: ARDVANAGH RD AT END AT NO.14 TO END AT NO.129 -  NORTH DOWN","NORTH DOWN","Surface Type",196,196,350587,378728
"7065U8039_30 - LORD WARDENS HOLLOW1: LORD WARDENS CRT TO JUNCTION AT NO.44 -  NORTH DOWN","NORTH DOWN","Surface Type",68,68,349136,379448
"7065A0002_83 - BANGOR RD2: BALLYROBERT RD B20 TO WHINNEY HILL C263 -  NORTH DOWN","NORTH DOWN","Surface Type",2260,2260,342798,380844
