HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
AA24F,"Brain Tumours or Cerebral Cysts, with CC Score 4-5","11,595","13,581","30,763","11,701","24,057","22,531",.,.,"11,095",.,"4,840","31,960",.,"20,177",.,"54,772","237,073"
AA24G,"Brain Tumours or Cerebral Cysts, with CC Score 2-3","30,320","28,517","70,713","22,079","22,555","12,494",.,.,"5,548",.,.,"33,776","4,841","25,748",.,"28,904","285,494"
AA24H,"Brain Tumours or Cerebral Cysts, with CC Score 0-1","14,268","15,795","44,796","7,020","12,029","1,743","1,545",.,.,"5,665","7,657","71,494",.,"18,244",.,"11,344","211,601"
AA25C,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+","14,270","4,410",.,"27,994","2,634","2,615","2,575",.,"39,650","7,931",.,"7,348",.,.,.,.,"109,427"
AA25D,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13","46,382","6,012","10,704","23,870","23,315","1,556","12,874",.,"37,802","6,420",.,"42,239","33,886","2,570",.,"23,334","270,966"
AA25E,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10","54,150","19,089","20,463","11,233","25,942","2,906",.,.,"8,211","6,798","2,625","57,977","4,841","31,885",.,"46,797","292,916"
AA25F,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7","66,775","51,064","29,601","26,678","83,913","20,912","18,024",.,"16,943","20,017","37,037","146,278","17,603","38,361",.,"87,081","660,285"
AA25G,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","66,165","54,804","13,648","21,098","62,020","31,667","11,844",.,"7,216","4,154","19,754","287,108","5,281","15,761",.,"81,061","681,582"
AA26C,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+","9,285","24,019","31,920","15,462","6,390","17,764",.,.,"21,266","55,896",.,"8,787","45,328","2,056",.,"6,443","244,617"
AA26D,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","45,681","12,749","18,708",.,"32,715","13,912","3,605",.,"28,294","23,038","11,637","107,561","44,888","32,991",.,"51,682","427,461"
AA26E,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","95,033","94,720","34,315","73,775","54,524","23,724","12,299",.,"29,440","69,492",871,"225,827","43,567","96,214",.,"112,524","966,325"
AA26F,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","104,284","112,513","33,554","59,581","113,221","59,892","28,323",.,"27,849","34,368","24,123","348,759","23,764","142,989",.,"152,350","1,265,571"
AA26G,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","123,759","175,593","24,235","72,614","151,613","71,241","4,635",.,"9,172","13,596","47,078","440,323","5,281","111,187",.,"147,771","1,398,098"
AA26H,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","84,389","84,913","14,008","42,784","114,942","38,594","12,874",.,"2,959",.,"28,203","241,952",.,"46,652",.,"83,273","795,544"
AA27Z,Medical Care of Patients with Alzheimer's Disease,"38,118","9,873","62,606","5,148","15,042","10,170","6,180",.,"32,695","31,725",.,"17,332",.,"20,561",.,"19,499","268,949"
AA28C,Motor Neuron Disease with CC Score 8+,.,.,"7,118",.,"18,043",.,.,.,.,"5,665","4,942",.,.,"14,393",.,"3,278","53,439"
AA28D,Motor Neuron Disease with CC Score 5-7,"23,382","4,479",.,.,.,"4,940",.,.,.,"1,511",.,"24,918",.,"18,377",.,.,"77,607"
AA28E,Motor Neuron Disease with CC Score 2-4,"2,675",.,.,.,"1,128",581,.,.,.,.,.,"57,513",.,.,.,.,"61,897"
AA28F,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,"2,325",.,.,.,.,.,"19,548",.,.,.,.,"21,873"
AA29C,Transient Ischaemic Attack with CC Score 11+,"13,823","5,212",.,.,"3,762",.,"5,665",.,"9,653","10,953",.,"36,087","17,163","14,393",.,"4,602","121,311"
AA29D,Transient Ischaemic Attack with CC Score 8-10,"4,905","12,299",.,"27,972","10,531","1,690","7,210",.,666,"3,399","5,215","22,339",.,"14,117",.,"19,953","130,294"
AA29E,Transient Ischaemic Attack with CC Score 5-7,"24,001","28,207","3,079","39,537","20,311","13,461","5,665",.,"3,590","2,266","21,307","54,954",.,"21,405",.,"25,443","263,226"
AA29F,Transient Ischaemic Attack with CC Score 0-4,"25,692","52,493","2,147","27,614","21,066","6,361","6,180",.,"2,589",.,"21,138","33,598",.,"41,230",.,"19,018","259,124"
AA30C,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,"6,084","8,651",.,.,.,.,.,.,.,.,.,.,.,"14,736"
AA30D,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7","1,338",.,.,"5,616","1,879",.,.,.,"1,997",.,.,.,.,"2,570",.,"1,821","15,222"
AA30E,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4","15,160",.,.,"15,913","3,007","2,906",.,.,.,.,.,"104,299",.,"10,850",.,"11,655","163,790"
AA30F,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1","20,065","4,304",.,"1,872","7,496","2,325",.,.,.,.,"1,288","60,824",.,.,.,"8,646","106,819"
AA31C,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+","1,784","5,725",.,.,"7,898","2,034",.,.,.,.,.,.,.,.,.,"15,124","32,564"
AA31D,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10","16,946","8,615","9,042","3,744","19,927","8,491","5,665",.,"13,881",.,"5,946","28,426","2,640","6,366",.,"21,379","151,066"
AA31E,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","114,667","128,199","4,981","84,766","145,077","44,746","48,000",.,"29,807",.,"43,266","346,682",.,"81,976",.,"225,173","1,297,342"
AA35A,Stroke with CC Score 16+,"66,273","85,113","20,779","153,560",.,.,"27,293",.,"216,838","76,290",.,"188,883","186,591","154,895",.,"84,061","1,260,577"
AA35B,Stroke with CC Score 13-15,"59,515","66,400","3,054","86,117","20,692","55,913","43,197",.,"63,282","211,876","37,953","386,003","46,208","190,993",.,"139,781","1,410,985"
AA35C,Stroke with CC Score 10-12,"222,123","103,117","17,539","208,316","66,069","86,389","78,790",.,"77,632","119,345","20,191","467,744","253,922","357,841",.,"265,867","2,344,886"
AA35D,Stroke with CC Score 7-9,"361,371","227,602","2,136","337,474","198,256","276,927","122,290",.,"51,780","250,021","92,255","653,426","203,754","331,281",.,"356,990","3,465,563"
AA35E,Stroke with CC Score 4-6,"353,205","291,106","9,328","205,712","267,708","275,127","36,640",.,"38,163","47,209","122,704","596,639","68,652","148,506",.,"326,766","2,787,465"
AA35F,Stroke with CC Score 0-3,"144,149","275,342","11,244","36,081","191,861","143,728","22,659",.,"15,422","3,399","43,189","352,254","3,961","118,640",.,"174,795","1,536,723"
AA50B,"Very Complex Intracranial Procedures, 19 years and over, with CC Score 6-11",.,.,.,.,.,.,.,.,.,.,.,"86,703",.,.,.,.,"86,703"
AA50C,"Very Complex Intracranial Procedures, 19 years and over, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,"127,363",.,.,.,.,"127,363"
AA50F,"Very Complex Intracranial Procedures, 18 years and under, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,"61,021",.,.,.,.,"61,021"
AA51A,"Complex Intracranial Procedures, 19 years and over, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,"17,287",.,.,.,.,"17,287"
AA51B,"Complex Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,"13,507",.,.,.,.,"13,507"
AA51C,"Complex Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"282,659",.,.,.,.,"282,659"
AA51D,"Complex Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"159,893",.,.,.,.,"159,893"
AA51E,"Complex Intracranial Procedures, 18 years and under, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"33,235",.,.,.,.,"33,235"
AA51F,"Complex Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"53,946",.,.,.,.,"53,946"
AA51G,"Complex Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"8,325",.,.,.,.,"8,325"
AA52A,"Very Major Intracranial Procedures, 19 years and over, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,"54,414",.,.,.,.,"54,414"
AA52B,"Very Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,"55,784",.,.,.,.,"55,784"
AA52C,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"284,600",.,.,.,.,"284,600"
AA52D,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"354,486",.,.,.,.,"354,486"
AA52E,"Very Major Intracranial Procedures, 18 years and under, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"32,469",.,.,.,.,"32,469"
AA52F,"Very Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"128,727",.,.,.,.,"128,727"
AA52G,"Very Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"218,886",.,.,.,.,"218,886"
AA53A,"Major Intracranial Procedures, 19 years and over, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,"14,752",.,.,.,.,"14,752"
AA53B,"Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,"101,394",.,"13,879",.,"2,032","117,305"
AA53C,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"353,828",.,.,.,"7,251","361,080"
AA53D,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3","3,627",.,.,.,.,.,.,.,.,.,.,"515,827",.,.,.,.,"519,454"
AA53F,"Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"28,839",.,.,.,.,"28,839"
AA53G,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"76,242",.,.,.,.,"76,242"
AA54B,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"4,725",.,.,.,.,"4,725"
AA55C,"Minor Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,262","11,262"
AA56A,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"15,277",.,.,.,.,"15,277"
AA60A,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"19,117",.,.,.,.,"19,117"
AA61A,"Insertion of Intrathecal Drug Delivery Device for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"12,378",.,.,.,.,"12,378"
AA80Z,Complex Long Term EEG Monitoring,.,"1,674",.,.,"66,667",.,.,.,.,.,.,"11,678",.,.,.,.,"80,019"
AA81Z,Standard Long Term EEG Monitoring,.,.,"2,216",.,.,.,.,.,.,.,.,.,.,"2,056",.,.,"4,272"
BZ24D,Non-Surgical Ophthalmology with Interventions,"10,846",.,"7,386",.,.,"1,162","8,406",.,"2,038",.,"5,207","45,951",.,.,.,.,"80,995"
BZ24E,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,.,"5,567","4,212","4,138",.,"5,665",.,.,.,.,.,.,"26,730",.,"11,675","57,986"
BZ24F,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4","19,431","9,871","4,320","7,182","9,028","7,081","1,030",.,"7,027",.,"6,214","39,388",.,"11,649",.,"15,241","137,462"
BZ24G,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1","50,802","24,138","5,073","2,340","23,602","9,169","3,090",.,.,"4,532","3,219","248,797",.,"12,183",.,"12,912","399,857"
BZ30B,"Complex, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,289",.,.,.,.,"2,289"
BZ31B,"Very Major, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"5,581",.,.,.,.,"5,581"
BZ34C,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"6,627",.,.,.,.,"6,627"
BZ42B,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","2,194",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,194"
BZ44B,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","3,516",.,.,.,.,.,.,.,.,.,.,"5,531",.,.,.,.,"9,047"
BZ45B,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","2,194",.,.,.,.,.,.,.,.,.,.,"3,485",.,.,.,.,"5,679"
BZ51A,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,460","3,460"
BZ51B,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","5,989",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,701","16,690"
BZ52Z,"Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under","3,628",.,.,.,.,.,.,.,.,.,.,"13,164",.,.,.,.,"16,791"
BZ53A,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"3,371",.,.,.,.,"3,371"
BZ53B,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","2,308",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,088","7,396"
BZ54A,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"3,559",.,.,.,.,"3,559"
BZ54B,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"12,538",.,.,.,.,"12,538"
BZ56A,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"5,602",.,.,.,.,"5,602"
BZ60B,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1","2,417",.,.,.,.,.,.,.,.,.,.,"14,776",.,.,.,.,"17,193"
BZ61A,"Complex, Cornea or Sclera Procedures, with CC Score 2+","2,617",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,617"
BZ61B,"Complex, Cornea or Sclera Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"8,386",.,.,.,.,"8,386"
BZ62A,"Very Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"14,140",.,.,.,.,"14,140"
BZ62B,"Very Major, Cornea or Sclera Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"5,971",.,.,.,.,"5,971"
BZ63A,"Major, Cornea or Sclera Procedures, with CC Score 1+","2,308",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,308"
BZ63B,"Major, Cornea or Sclera Procedures, with CC Score 0","3,735",.,.,.,.,.,.,.,.,.,.,"6,409",.,.,.,.,"10,144"
BZ64B,"Intermediate, Cornea or Sclera Procedures, with CC Score 0","9,892",.,.,.,.,.,.,.,.,.,.,"14,698",.,.,.,.,"24,589"
BZ80B,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",659,.,.,.,.,.,.,.,.,.,.,"4,351",.,.,.,.,"5,010"
BZ81A,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"2,066",.,.,.,.,"2,066"
BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1","1,979",.,.,.,.,.,.,.,.,.,.,"75,879",.,.,.,.,"77,858"
BZ82Z,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"7,350",.,.,.,.,"7,350"
BZ83B,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"48,844",.,.,.,.,"48,844"
BZ84B,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"8,143",.,.,.,.,"8,143"
BZ85Z,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"3,732",.,.,.,.,"3,732"
BZ86A,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"2,164",.,.,.,.,"2,164"
BZ86B,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1","1,951",.,.,.,.,.,.,.,.,.,.,"48,057",.,.,.,.,"50,008"
BZ86C,"Intermediate Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"4,055",.,.,.,.,"4,055"
BZ91A,"Complex, Glaucoma or Iris Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"2,942",.,.,.,.,"2,942"
BZ92B,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1","2,198",.,.,.,.,.,.,.,.,.,.,"4,997",.,.,.,.,"7,195"
BZ93A,"Major, Glaucoma or Iris Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"2,922",.,.,.,.,"2,922"
BZ93B,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"4,166",.,.,.,.,"4,166"
BZ94A,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"5,109",.,.,.,.,"5,109"
BZ94B,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",878,.,.,.,.,.,.,.,.,.,.,"4,638",.,.,.,.,"5,516"
CA02B,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"5,260",.,.,.,"7,237","12,497"
CA03B,Major Neck Procedures with CC Score 0-1,.,"2,293",.,.,.,.,.,.,.,.,.,"3,486",.,.,.,.,"5,779"
CA04A,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,131","1,131"
CA10A,"Septorhinoplasty, 19 years and over",.,.,.,.,"2,095",.,.,.,.,.,.,.,.,.,.,.,"2,095"
CA11A,"Septoplasty, 19 years and over","6,305",.,.,.,"1,804",.,.,.,.,.,.,"4,339",.,.,.,.,"12,448"
CA12Z,Major Treatment of Epistaxis,"31,030","6,500",.,.,"3,880",.,.,.,.,.,.,"5,441",.,.,.,.,"46,851"
CA13A,"Minor Treatment of Epistaxis, 19 years and over","33,692","7,388",.,.,"2,193",.,.,.,.,.,.,"13,679",.,.,.,"1,045","57,997"
CA13B,"Minor Treatment of Epistaxis, 18 years and under","4,774",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,774"
CA14Z,Nasal Polypectomy,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
CA22Z,Major Nose Procedures,.,"1,309",.,.,"1,804",.,.,.,.,.,.,.,.,.,.,.,"3,113"
CA23Z,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,321","2,321"
CA27Z,Major Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,"1,376",.,.,.,.,"1,376"
CA28Z,Intermediate Sinus Procedures,.,"15,277",.,.,.,.,.,.,.,.,.,"7,851",.,.,.,.,"23,128"
CA29Z,Minor Sinus Procedures,"3,043",836,.,.,"1,906",.,.,.,.,.,.,.,.,.,.,.,"5,786"
CA31Z,"Simple or Cortical, Mastoid Procedures",.,"1,846",.,.,.,.,.,.,.,.,.,"15,191",.,.,.,.,"17,037"
CA32A,"Tympanoplasty, 19 years and over","4,277",.,.,.,.,.,.,.,.,.,.,"2,023",.,.,.,.,"6,300"
CA39Z,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,"3,613",.,.,.,.,"3,613"
CA53A,"Intermediate Ear Procedures, 19 years and over",.,"2,235",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,235"
CA53B,"Intermediate Ear Procedures, 18 years and under",.,"3,084",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,084"
CA60A,"Tonsillectomy, 19 years and over",.,.,.,.,"6,053",.,.,.,.,.,.,.,.,.,.,.,"6,053"
CA61Z,Adenotonsillectomy,.,.,.,.,.,.,.,.,.,.,.,"7,336",.,.,.,.,"7,336"
CA63Z,Tracheostomy,.,.,.,.,.,.,.,.,.,.,.,"2,564",.,.,.,"1,488","4,052"
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"5,237",.,.,.,.,"5,237"
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,343",.,.,.,.,"1,343"
CA68B,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"18,707",.,.,.,.,"18,707"
CA80A,"Very Complex, Mouth or Throat Procedures, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"47,494",.,.,.,.,"47,494"
CA80B,"Very Complex, Mouth or Throat Procedures, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"29,178",.,.,.,.,"29,178"
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"21,779",.,.,.,.,"21,779"
CA81A,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,"15,762",.,.,.,.,.,.,.,.,.,.,"7,367","23,128"
CA82A,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"9,420",.,.,.,.,"9,420"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","2,964",.,.,.,"2,775",.,.,.,.,.,.,"5,535",.,.,.,.,"11,274"
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years","3,541",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,541"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"2,496",.,.,.,.,"2,496"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","3,620","3,274",.,.,"5,820",.,.,.,.,.,.,"1,937",.,.,.,.,"14,650"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under","5,430",464,.,.,"3,802",.,.,.,.,.,.,"3,407",.,.,.,"1,446","14,549"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,832","2,832"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","13,973",929,.,.,"3,084",.,.,.,.,.,.,"1,178",.,.,.,"9,599","28,762"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under",.,464,.,.,"2,677",.,.,.,.,.,.,.,.,.,.,.,"3,141"
CA92A,Very Major Maxillofacial Procedures with CC Score 1+,"7,626",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,102","18,728"
CA92B,Very Major Maxillofacial Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,935","3,935"
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,216","8,216"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"32,683","32,683"
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,679","2,679"
CA94Z,Intermediate Maxillofacial Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,618","3,618"
CA96Z,"Reduction or Fixation, of Jaw","122,025",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"167,751","289,776"
