15:00,741.2,.000,21.2,30.6, D ,45.2,.000,234,5.6
16:00,741.0,.000,21.1,30.6, D ,34.1,.000,237,6.7
17:00,740.8,.000,21.4,30.3, D ,42.9,.000,215,5.8
18:00,740.7,.000,21.5,29.6, D ,42.2,.000,214,4.1
19:00,740.9,.000,21.7,28.2, D ,37.0 - ,.000,218,4.8
20:00,740.9,.000,21.7,27.5, D ,28.0,.000,225,6.0
21:00,740.8,.000,21.7,27.4, D ,27.4,.000,232,6.8
22:00,741.3,.000,21.8,26.4, D ,50.5 - ,.000,263,5.3
23:00,742.1,.000,21.9,22.6, D ,72.2,.000,97,3.0
Avg,741.7,.000,21.6,26.3,,38.4,.000,227,5.1
Max,742.8,.000,22.0,30.6, D ,72.2,.000,287,6.8
Hr. of Max,09,23,07,16,,23,23,06,21
Min,740.7,.000,21.0,22.5, D ,27.4,.000,97,2.8
Count,24,23,23,23,0,24,23,24,24
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Avalon,,,,8/26/2016,,,Interval:,001h
,BP,H2S,INT_T,OUT_T,PM25B,SIGTHETA,SO2,SONICWD,SONICWS
Hour,MM/HG,PPM,DEGC,DEGC,UG/M3,DEG,PPM,DEG,MPH
00:00,742.3,.000 C ,21.9,23.0, D ,53.6,.000 C ,74,2.1
01:00,742.6,.000 C ,22.0,23.0, D ,29.3,.000 C ,47,1.9
02:00,742.6,.000,22.0,22.9, D ,36.4,.000,3,1.9
03:00,742.6,.000,22.0,22.7, D ,38.4,.000,353,1.8
04:00,742.9,.000,22.0,22.2, D ,41.0,.000,39,1.7
05:00,743.5,.000,22.1,21.9, D ,38.7,.000,26,1.7
06:00,743.7,.001,22.0,22.1, D ,52.5,.000,348,1.7
07:00,743.9,.000,22.0,23.1, D ,57.9,.000,265,1.9
08:00,744.1,.000,21.9,24.7, D ,38.9,.000,285,3.1
09:00,744.3,.000,21.8,26.1, D ,35.7,.000,281,3.5
10:00,744.5,.000,21.8,27.0, D ,42.4,.000,284,4.3
11:00,744.4,.000,21.7,27.9, D ,49.1 - ,.000,295,4.7
12:00,744.1,.000,21.4,28.7, D ,32.9 - ,.000,282,5.4
13:00,743.8,.000,21.2,29.6, D ,34.9 - ,.000,280,5.5
14:00,743.5,.000,21.3,30.0,26,53.0 - ,.000,326,4.4
15:00,743.4,.000,21.7,30.3,13,52.7 - ,.000,321,4.7
16:00,743.2,.000,22.0,30.6,8,42.0 - ,.000,333,4.6
17:00,743.2,.000,22.0,30.3,5,48.9 - ,.000,356,3.4
18:00,743.3,.000,21.5,28.5,3,53.4 - ,.000,13,2.7
19:00,743.6,.000,21.7,26.0,9,70.4 - ,.000,82,1.6
20:00,744.2,.000,21.7,24.1,22,52.0 - ,.000,304,1.6
21:00,744.6,.000,21.7,23.2,15,54.3 - ,.000,346,1.6
22:00,745.0,.001,21.8,22.2,18,59.3,.000,284,1.3
23:00,744.9,.000,21.9,21.3,15,50.7,.000,42,1.2
Avg,743.6,.000,21.7,25.4,13,46.6,.000,336,2.8
Max,745.0,.001,22.1,30.6,26,70.4,.000,356,5.5
Hr. of Max,22,22,05,16,14,19,23,17,13
Min,742.3,.000,21.2,21.3,3,29.3,.000,3,1.2
Count,24,24,24,24,10,24,24,24,24
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Avalon,,,,8/27/2016,,,Interval:,001h
,BP,H2S,INT_T,OUT_T,PM25B,SIGTHETA,SO2,SONICWD,SONICWS
Hour,MM/HG,PPM,DEGC,DEGC,UG/M3,DEG,PPM,DEG,MPH
00:00,744.8,.000 C ,21.9,20.7,14,60.4,.000 C ,322,1.2
01:00,744.7,.000 C ,22.0,20.1,15,36.0 - ,.000 C ,305,2.1
02:00,744.8,.000,22.0,19.7,13,43.8,.000,321,1.5
03:00,745.0,.000,22.1,19.4,13,44.4 - ,.000,315,1.7
04:00,745.2,.000,22.1,19.2,9,62.2,.000,42,1.4
05:00,745.4,.000,22.1,19.0,15,40.1,.000,24,1.4
06:00,745.5,.000,22.1,19.6,13,44.0,.000,337,1.5
07:00,745.6,.001,22.0,21.4,12,41.1,.000,193,2.1
08:00,745.4,.001,21.9,23.2,11,46.9,.000,149,3.4 R 
09:00,745.4,.001,21.9,25.0,15,29.3,.000,206,3.2
10:00,745.2,.001,21.8,26.7,15,44.7,.000,200,3.0
11:00,744.8,.001,21.7,28.9,17,35.9,.001,197,4.0
12:00,744.6,.001,21.4,30.1,18,37.3,.000,198,4.1
13:00,744.2,.001,21.3,31.0,18,38.8,.000,187,4.3
14:00,743.9,.001,21.8,31.8,11,52.2,.001,172,4.0
15:00,743.6,.001,21.8,32.2,10,45.1 - ,.001,155,4.0
16:00,743.7,.000,21.9,32.3,11,54.1 - ,.000,195,3.2
17:00,743.8,.001,21.9,32.1,9,35.5,.001,190,2.7
18:00,743.7,.001,21.6,30.6,12,30.6,.000,130,1.9
19:00,744.3,.000,21.7,27.9,13,26.3,.000,44,1.6
20:00,744.5,.000,21.7,26.4,24,50.6 - ,.000,61,1.3
21:00,744.3,.001,21.8,25.5,22,73.8,.000,322,1.4
22:00,744.3,.000,21.7,24.5,19,57.7,.000,314,1.3
23:00,744.4,.001,21.8,23.9,17,58.0,.000,248,1.3
Avg,744.6,.000,21.8,25.4,14,45.3,.000,223,2.4
Max,745.6,.001,22.1,32.3,24,73.8,.001,337,4.3
Hr. of Max,07,23,06,16,20,21,17,06,13
Min,743.6,.000,21.3,19.0,9,26.3,.000,24,1.2
Count,24,24,24,24,24,24,24,24,24
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Avalon,,,,8/28/2016,,,Interval:,001h
,BP,H2S,INT_T,OUT_T,PM25B,SIGTHETA,SO2,SONICWD,SONICWS
Hour,MM/HG,PPM,DEGC,DEGC,UG/M3,DEG,PPM,DEG,MPH
00:00,744.3,.000 C ,21.8,23.5,14,61.9,.000 C ,74,1.4
01:00,744.4,.001 C ,21.9,23.0,16,68.1,.000 C ,278,1.2
02:00,744.5,.001,21.9,22.7,14,68.8,.000,58,1.3
03:00,744.8,.001,21.9,22.7,15,47.3,.000,70,1.5
04:00,744.9,.001,21.9,22.7,22,41.6,.000,98,1.7
05:00,745.4,.001,22.0,22.5,18,32.8,.000,82,1.7
06:00,745.8,.001,22.0,23.4,21,55.1,.000,80,1.3
07:00,746.1,.002,21.9,24.4,20,66.8 - ,.000,187,1.8
08:00,746.1,.001,21.9,25.8,23,50.1,.000,203,2.5
09:00,746.1,.000,21.9,27.6,14,49.8 - ,.000,215,2.9
10:00,746.2,.000,21.7,28.8,18,32.9,.000,259,3.2
11:00,746.0,.000,21.6,29.5,14,33.5 - ,.000,266,3.3
12:00,745.8,.000,21.5,29.9,10,34.0,.000,267,4.1
13:00,745.3,.000,21.4,30.6,15,38.9 - ,.000,269,3.8
14:00,744.6,.000,21.4,31.7,14,51.7 - ,.000,289,3.8
15:00,744.2,.000,21.5,32.2,14,37.4,.000,278,4.4
16:00,743.6,.000,22.1,32.3,18,37.1 - ,.000,275,3.7
17:00,743.7,.000,22.1,31.9,14,48.6 - ,.000,328,4.1
18:00,744.7,.000,21.5,27.5,6,42.6 - ,.000,55,5.3
19:00,745.6,.000,21.8,25.1,11,54.0 - ,.000,204,4.3
20:00,745.6,.000,21.9,23.8,14,32.5,.000,123,5.1
21:00,746.2,.000,21.9,22.8,9,37.5,.000,120,4.8
22:00,746.7,.000,21.8,22.5,6,47.7,.000,133,2.6
23:00,746.2,.000,21.8,22.2,6,61.4,.000,132,1.8
Avg,745.2,.000,21.7,26.2,14,47.1,.000,184,2.9
Max,746.7,.002,22.1,32.3,23,68.8,.000,328,5.3
Hr. of Max,22,07,17,16,08,02,23,17,18
Min,743.6,.000,21.4,22.2,6,32.5,.000,55,1.2
Count,24,24,24,24,24,24,24,24,24
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Avalon,,,,8/29/2016,,,Interval:,001h
,BP,H2S,INT_T,OUT_T,PM25B,SIGTHETA,SO2,SONICWD,SONICWS
Hour,MM/HG,PPM,DEGC,DEGC,UG/M3,DEG,PPM,DEG,MPH
00:00,745.7,.000 C ,21.9,21.4,5,31.6 - ,.000 C ,45,2.4
01:00,745.5,.000 C ,22.0,21.1,7,63.7 - ,.000 C ,352,1.9
02:00,745.3,.000,22.0,20.7,5,59.2 - ,.000,321,1.8
03:00,745.4,.000,22.0,20.3,2,57.1 - ,.000,344,1.8
04:00,745.6,.000,22.0,20.1,4,47.5 - ,.000,359,1.6
05:00,745.8,.000,22.1,19.9,7,24.8,.000,59,1.8
06:00,746.3,.000,22.1,20.2,7,35.0 - ,.000,45,2.0
07:00,746.9,.000,22.0,21.3,7,57.7 - ,.000,72,2.4
08:00,747.3,.000,21.9,21.6,4,52.3 - ,.000,57,3.6
09:00,747.4,.000,21.9,23.0,16,44.5 - ,.000,89,3.9
10:00,747.2,.000,21.8,24.6,16,52.4 - ,.000,161,3.6
11:00,746.9,.000,21.7,25.9,16,32.8,.000,194,4.2
12:00,746.6,.000,21.5,27.2,10,39.7,.000,216,4.1
13:00,746.2,.000,21.5,28.7,11,51.0 - ,.000,259,3.9
14:00,745.6,.000,22.1,29.9,10,71.4 - ,.000,295,3.9
15:00,745.1,.000,22.1,30.7,6,70.6 - ,.000,335,3.3
16:00,744.9,.000,22.1,30.6,3,53.3 - ,.000,341,3.8
17:00,744.7,.000,22.3,29.8,2,56.8 - ,.000,334,3.5
18:00,744.8,.000,21.8,27.7,-1,43.1 - ,.000,7,2.8
19:00,745.1,.000,21.7,24.9,1,19.4 - ,.000,38,2.4
20:00,745.6,.000,21.7,22.7,5,68.2 - ,.000,346,1.6
21:00,745.8,.000,21.8,21.7,12,57.1,.000,304,1.6
22:00,745.8,.000,21.8,20.7,14,20.5,.000,295,2.9
23:00,745.7,.000,21.9,20.0,9,30.6 - ,.000,319,2.4
Avg,745.8,.000,21.9,23.9,7,47.5,.000,353,2.8
Max,747.4,.000,22.3,30.7,16,71.4,.000,359,4.2
Hr. of Max,09,23,17,15,11,14,23,04,11
Min,744.7,.000,21.5,19.9,-1,19.4,.000,7,1.6
Count,24,24,24,24,24,24,24,24,24
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Avalon,,,,8/30/2016,,,Interval:,001h
,BP,H2S,INT_T,OUT_T,PM25B,SIGTHETA,SO2,SONICWD,SONICWS
Hour,MM/HG,PPM,DEGC,DEGC,UG/M3,DEG,PPM,DEG,MPH
00:00,745.4,.000 C ,22.0,19.2,9,36.7 - ,.000 C ,318,2.1
01:00,745.3,.000 C ,22.1,18.3,5,50.8 - ,.000 C ,348,1.7
02:00,745.4,.000,22.2,17.6,2,42.8 - ,.000,342,2.0
03:00,745.4,.000,22.3,16.8,3,38.9 - ,.000,350,1.8
04:00,745.4,.000,22.3,16.2,1,31.3 - ,.000,12,1.8
05:00,745.6,.000,22.4,15.6,0,26.1,.000,28,1.8
06:00,745.6,.000,22.4,15.9,4,40.9 - ,.000,348,1.5
07:00,745.5,.000,22.3,17.8,7,32.3,.000,271,2.5
08:00,,,,,,,,,
09:00,,,,,,,,,
10:00,,,,,,,,,
11:00,,,,,,,,,
12:00,,,,,,,,,
13:00,,,,,,,,,
14:00,,,,,,,,,
15:00,,,,,,,,,
16:00,,,,,,,,,
17:00,,,,,,,,,
18:00,,,,,,,,,
19:00,,,,,,,,,
20:00,,,,,,,,,
21:00,,,,,,,,,
22:00,,,,,,,,,
23:00,,,,,,,,,
Avg,745.4,.000,22.2,17.1,3,37.4,.000,344,1.9
Max,745.6,.000,22.4,19.2,9,50.8,.000,350,2.5
Hr. of Max,06,07,06,00,00,01,07,03,07
Min,745.3,.000,22.0,15.6,0,26.1,.000,12,1.5
Count,8,8,8,8,8,8,8,8,8
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Flag Plaza,,,,8/24/2016,,,Interval:,001h
,CO,INT_T,OUT_T,PER_F,PM10,,,,
Hour,PPM,DEGC,DEGC,PERCENT,UG/M3,,,,
00:00,,,,,,,,,
01:00,,,,,,,,,
02:00,,,,,,,,,
03:00, P , P , P , P , P ,,,,
04:00, P , P , P , P , P ,,,,
05:00,.9,24.8,17.3,41,,,,,
06:00,.9,23.7,18.5,41,41,,,,
07:00,.6,24.5,21.2,41,32,,,,
08:00,.4,25.0,23.9,40,29,,,,
09:00,.2,24.1,26.5,40,17,,,,
10:00,.2,24.0,28.1,40,13,,,,
11:00,.2,23.9,28.7,40,12,,,,
12:00,.1,23.8,28.7,40,10,,,,
13:00,.1,23.8,29.7,40,16,,,,
14:00,.1,23.5,30.4,40,26,,,,
15:00,.2,23.5,31.1,40,13,,,,
16:00,.2,23.3,30.5,40,14,,,,
17:00,.2,23.3,29.9,40,16,,,,
18:00,.1,24.7,29.2,41,16,,,,
19:00,.2,25.8,28.1,41,18,,,,
20:00,.2,26.4,27.3,41,16,,,,
21:00,.2,26.8,26.7,41,15,,,,
22:00,.2,27.1,26.4,41,13,,,,
23:00,.1,27.3,25.9,41,13,,,,
Avg,.2,24.7,26.7,40,18,,,,
Max,.9,27.3,31.1,41,41,,,,
Hr. of Max,06,23,15,23,06,,,,
Min,.1,23.3,17.3,40,10,,,,
Count,19,19,19,19,18,,,,
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Flag Plaza,,,,8/25/2016,,,Interval:,001h
,CO,INT_T,OUT_T,PER_F,PM10,,,,
Hour,PPM,DEGC,DEGC,PERCENT,UG/M3,,,,
00:00,.1 C ,27.4,25.2,41,11,,,,
01:00,.1 C ,27.5,24.7,41,11,,,,
02:00,.1,27.6,25.1,41,12,,,,
03:00,.1,27.4,25.4,41,14,,,,
04:00,.1,27.2,23.4,41,16,,,,
05:00,.1,26.2,23.2,41,12,,,,
06:00,.2,24.8,23.5,41,11,,,,
07:00,.2,25.7,23.9,41,15,,,,
08:00,.2,25.0,25.3,41,12,,,,
09:00,.1,24.6,26.6,41,11,,,,
10:00,.1,24.6,28.0,40,8,,,,
11:00,.1,24.7,29.1,40,9,,,,
12:00,.1,24.7,29.9,40,13,,,,
13:00,.1,24.6,31.3,40,17,,,,
14:00,.1,24.5,32.1,40,16,,,,
15:00,.2,24.4,32.3,40,20,,,,
16:00,.2,24.3,31.7,41,20,,,,
17:00,.1,24.0,31.3,41,20,,,,
18:00,.1,24.9,30.4,41,19,,,,
19:00,.1,26.0,28.2,41,23,,,,
20:00,.2,26.6,27.9,41,20,,,,
21:00,.2,27.0,27.5,41,18,,,,
22:00,.2,27.3,27.3,41,19,,,,
23:00,.1,27.5,23.4,42,64,,,,
Avg,.1,25.7,27.3,41,17,,,,
Max,.2,27.6,32.3,42,64,,,,
Hr. of Max,22,02,15,23,23,,,,
Min,.1,24.0,23.2,40,8,,,,
Count,24,24,24,24,24,,,,
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Flag Plaza,,,,8/26/2016,,,Interval:,001h
,CO,INT_T,OUT_T,PER_F,PM10,,,,
Hour,PPM,DEGC,DEGC,PERCENT,UG/M3,,,,
00:00,.1 C ,27.7,23.9,41,11,,,,
01:00,.2 C ,27.8,24.1,41,9,,,,
02:00,.1,27.9,24.0,41,9,,,,
03:00,.1,27.7,23.8,41,12,,,,
04:00,.1,27.3,23.9,41,9,,,,
05:00,.2,26.4,23.7,41,12,,,,
06:00,.2,25.1,24.2,41,16,,,,
07:00,.2,25.9,25.1,41,17,,,,
08:00,.2,24.6,26.4,41,14,,,,
09:00,.1,24.2,26.9,41,16,,,,
10:00,.1,24.3,27.6,41,13,,,,
11:00,.1,24.4,28.6,41,11,,,,
12:00,.1,24.6,29.8,41,9,,,,
13:00,.1,24.6,30.6,41,7,,,,
14:00,.1,24.5,31.0,41,12,,,,
15:00,.1,24.3,31.3,40,15,,,,
16:00,.1,24.1,31.5,41,5,,,,
17:00,.1,23.8,31.3,41,7,,,,
18:00,.2,24.9,29.9,41,15,,,,
19:00,.2,26.0,27.6,41,22,,,,
20:00,.3,26.6,26.2,41,26,,,,
21:00,.4,27.0,25.0,41,21,,,,
22:00,.4,27.3,24.2,41,25,,,,
23:00,.4,27.5,23.0,42,25,,,,
Avg,.1,25.7,26.8,41,14,,,,
Max,.4,27.9,31.5,42,26,,,,
Hr. of Max,23,02,16,23,20,,,,
Min,.1,23.8,23.0,40,5,,,,
Count,24,24,24,24,24,,,,
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Flag Plaza,,,,8/27/2016,,,Interval:,001h
,CO,INT_T,OUT_T,PER_F,PM10,,,,
Hour,PPM,DEGC,DEGC,PERCENT,UG/M3,,,,
00:00,.4 C ,27.6,22.0,42,23,,,,
01:00,.4 C ,27.8,21.2,42,23,,,,
02:00,.3,27.9,20.7,42,20,,,,
03:00,.3,27.9,20.2,42,19,,,,
04:00,.2,28.0,20.0,42,18,,,,
05:00,.3,28.0,19.7,42,20,,,,
06:00,.3,28.1,20.0,42,19,,,,
07:00,.3,28.2,21.4,42,20,,,,
08:00,.3,28.4,24.2,42,25,,,,
09:00,.4,29.0,27.6,42,20,,,,
10:00,.7,29.4,29.6,41,30,,,,
11:00,.3,29.8,30.9,42,22,,,,
12:00,.2,30.2,32.0,41,34,,,,
13:00,.2,30.3,33.0,41,33,,,,
14:00,.2,30.2,33.1,41,23,,,,
15:00,.2,30.2,33.3,41,16,,,,
16:00,.2,30.2,33.4,41,14,,,,
17:00,.2,30.2,33.2,42,15,,,,
18:00,.2,30.3,32.2,42,14,,,,
19:00,.4,30.4,30.6,42,25,,,,
20:00,.5,30.4,28.6,42,24,,,,
21:00,.5,30.3,26.9,43,23,,,,
22:00,.6,30.3,26.2,43,23,,,,
23:00,.8,30.2,26.4,43,23,,,,
Avg,.3,29.3,26.9,42,21,,,,
Max,.8,30.4,33.4,43,34,,,,
Hr. of Max,23,20,16,23,12,,,,
Min,.2,27.6,19.7,41,14,,,,
Count,24,24,24,24,24,,,,
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Flag Plaza,,,,8/28/2016,,,Interval:,001h
,CO,INT_T,OUT_T,PER_F,PM10,,,,
Hour,PPM,DEGC,DEGC,PERCENT,UG/M3,,,,
00:00,.4 C ,30.5,26.0,43,25,,,,
01:00,.5 C ,31.1,25.1,43,29,,,,
02:00,.5,31.4,24.1,43,25,,,,
03:00,.4,31.5,23.7,43,24,,,,
04:00,.4,31.6,23.2,43,22,,,,
05:00,.4,31.6,23.2,43,26,,,,
06:00,.6,31.7,23.9,43,53,,,,
07:00,.4,31.9,26.1,43,32,,,,
08:00,.4,32.1,27.6,43,23,,,,
09:00,.3,32.7,29.6,42,18,,,,
10:00,.3,33.5,32.3,42,11,,,,
11:00,.3,33.8,32.7,42,17,,,,
12:00,.3,33.7,32.9,42,14,,,,
13:00,.2,33.8,33.5,42,17,,,,
14:00,.2,33.8,33.3,42,15,,,,
15:00,.2,33.6,33.7,42,13,,,,
16:00,.2,33.5,33.4,42,17,,,,
17:00,.1,33.3,28.7,43,10,,,,
18:00,.1,33.0,23.3,44,7,,,,
19:00,.2,32.7,23.1,43,9,,,,
20:00,.2,32.5,23.1,43,8,,,,
21:00,.3,32.3,22.2,43,8,,,,
22:00,.3,32.3,22.3,43,8,,,,
23:00,.1,32.4,22.1,43,4,,,,
Avg,.3,32.5,27.0,43,18,,,,
Max,.6,33.8,33.7,44,53,,,,
Hr. of Max,06,14,15,18,06,,,,
Min,.1,30.5,22.1,42,4,,,,
Count,24,24,24,24,24,,,,
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Flag Plaza,,,,8/29/2016,,,Interval:,001h
,CO,INT_T,OUT_T,PER_F,PM10,,,,
Hour,PPM,DEGC,DEGC,PERCENT,UG/M3,,,,
00:00,.2 C ,32.3,21.7,43,9,,,,
01:00,.2 C ,31.8,21.2,44,6,,,,
02:00,.1,31.5,21.0,44,6,,,,
03:00,.1,31.0,20.9,44,5,,,,
04:00,.1,30.3,21.0,44,5,,,,
05:00,.2,28.9,20.9,44,13,,,,
06:00,.3,27.0,20.9,44,40,,,,
07:00,.3,26.1,21.5,43,32,,,,
08:00,.2,25.7,21.8,43,10,,,,
09:00,.2,26.6,23.1,43,46,,,,
10:00,.2,27.1,25.1,43,28,,,,
11:00,.1,26.3,26.8,43,14,,,,
12:00, D , D , D ,43,14,,,,
13:00,.2,25.3,30.1,42,13,,,,
14:00,.2,24.9,31.4,42,,,,,
15:00,.2,24.5,31.8,42,5,,,,
16:00,.2,24.2,31.6,42,4,,,,
17:00,.2,24.0,30.8,43,9,,,,
18:00,.2,25.0,29.0,43,10,,,,
19:00,.3,26.2,26.7,43,14,,,,
20:00,.3,26.8,25.1,43,17,,,,
21:00,.4,27.1,23.7,43,16,,,,
22:00,.3,27.4,22.5,43,9,,,,
23:00,.2,27.6,21.4,43,9,,,,
Avg,.2,27.2,24.7,43,14,,,,
Max,.4,32.3,31.8,44,46,,,,
Hr. of Max,21,00,15,06,09,,,,
Min,.1,24.0,20.9,42,4,,,,
Count,23,23,23,24,23,,,,
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Flag Plaza,,,,8/30/2016,,,Interval:,001h
,CO,INT_T,OUT_T,PER_F,PM10,,,,
Hour,PPM,DEGC,DEGC,PERCENT,UG/M3,,,,
00:00,.2 C ,27.7,20.5,44,7,,,,
01:00,.2 C ,27.8,19.8,44,13,,,,
02:00,.2,27.9,19.1,44,10,,,,
03:00,.2,27.7,18.3,44,11,,,,
04:00,.2,27.3,17.8,44,11,,,,
05:00,.2,26.3,17.3,45,11,,,,
06:00,.3,25.5,17.5,45,15,,,,
07:00,.3,26.1,18.7,44,18,,,,
08:00,,,,,,,,,
09:00,,,,,,,,,
10:00,,,,,,,,,
11:00,,,,,,,,,
12:00,,,,,,,,,
13:00,,,,,,,,,
14:00,,,,,,,,,
15:00,,,,,,,,,
16:00,,,,,,,,,
17:00,,,,,,,,,
18:00,,,,,,,,,
19:00,,,,,,,,,
20:00,,,,,,,,,
21:00,,,,,,,,,
22:00,,,,,,,,,
23:00,,,,,,,,,
Avg,.2,27.0,18.6,44,12,,,,
Max,.3,27.9,20.5,45,18,,,,
Hr. of Max,07,02,00,06,07,,,,
Min,.2,25.5,17.3,44,7,,,,
Count,8,8,8,8,8,,,,
Total,,,,,,,,,
Date Printed:,,08/30/2016 08:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Glassport High Street,,,,8/24/2016,,,Interval:,001h
,PER_F,PM10,,,,,,,
Hour,PERCENT,UG/M3,,,,,,,
00:00,49,93,,,,,,,
01:00,49,65,,,,,,,
02:00,49,39,,,,,,,
03:00,49,77,,,,,,,
04:00,50,79,,,,,,,
05:00,50,85,,,,,,,
06:00,50,77,,,,,,,
07:00,49,47,,,,,,,
08:00,49,36,,,,,,,
09:00,48,19,,,,,,,
10:00,48,18,,,,,,,
11:00,48,16,,,,,,,
12:00,48,10,,,,,,,
13:00,48,5,,,,,,,
14:00,48,9,,,,,,,
15:00,48,9,,,,,,,
16:00,48,12,,,,,,,
17:00,48,16,,,,,,,
