X,Y,FID,PERIMETER,PUBLICBL_I,FACILITY,FACILITY_C,ADDRESS,CITY,ZIPCODE,CLASS,MUNICODE
-80.085614379887019,40.373907621602378,100,0,34,Kane-Scott,K-S,300 Kane Blvd,Pittsburgh,15243,Allegheny County,
-79.933104204298587,40.581655066561744,101,0,36,Hampton Township Building,,3101 McCully Rd,Allison Park,15101,,914
-80.212336210345725,40.581210518582154,102,0,42,Leet Township Building,,198 Ambridge Ave,Fair Oaks,15003,,921
-79.897110100510289,40.452512149744976,103,0,35,Lexington Tech Pk Offices,LEX,400 N Lexington Ave,Pittsburgh,15208,Allegheny County,
-80.207138166060773,40.505210281186741,104,0,44,Moon Township Building,,1000 Beaver Grade Rd,Moon,15108,,925
-80.01023751537015,40.587871714904615,105,0,38,Police/Fire Academy,ACAD,700 West Ridge Dr,Allison Park,15101,Allegheny County,
-79.976884295571224,40.351639971891558,106,0,2,Whitehall Borough Building,,100 Borough Park Dr,Pittsburgh,15236,,874
-79.860651360870889,40.277539941225299,107,0,44,PW - Dx 4,PW-4,460 Lovedale Rd,Elizabeth,15037,Allegheny County,
-79.973556933571743,40.481571790246292,108,0,91,Millvale Borough Building,,501 Lincoln Ave,Pittsburgh,15209,,838
-80.023172552403253,40.333140589796379,109,0,45,PW - Dx 5,PW-5,5091 Library Rd,Bethel Park,15102,Allegheny County,
-79.838665112290201,40.523032827819904,110,0,98,Oakmont Borough Building,,206 Fifth & Virginia Ave,Oakmont,15139,,845
-79.786533183173376,40.491815561492068,111,0,43,PW - Dx 3,PW-3,500 Railroad St,Pittsburgh,15235,Allegheny County,
-80.094061955728719,40.426185266237177,112,0,103,Rosslyn Farms Borough Building,,421 Kings Hwy,Carnegie,15106,,850
-79.965705475447237,40.472243425541286,113,0,46,PW - Dx 7,PW-7,40th and Willow Sts,Pittsburgh,15201,Allegheny County,
-79.793212344808438,40.393725883438577,114,0,114,Wall Borough Building,,412 Wall Ave,Wilmerding,15148,,861
-79.995971552556355,40.437966291427202,115,0,30,Allegheny County Jail Annex,JA,Fourth Ave & Ross St,Pittsburgh,15219,Allegheny County,
-80.089783105116283,40.407694904268446,116,0,42,PW - Dx 2,PW-2,1040 Campbells Run Rd,Pittsburgh,15106,Allegheny County,
-80.054719782045282,40.456675241539934,117,0,43,Sheraden Residence And Service Building,B039,Thornton St,Pittsburgh,15205,City of Pittsburgh,100
-79.907268843579018,40.358478605502413,118,0,47,PW - Dx 8,PW-8,1305 Pgh McKeesport Blvd,West Mifflin,15122,Allegheny County,
-80.041299153988845,40.439374884608071,119,0,19,Herschel Radio Tower,B157,801 Herschel St,Pittsburgh,15220,City of Pittsburgh,100
-79.997806424642775,40.430748310479586,120,0,54,PW - Southside Garage,PW-SSG,215 McKean St,Pittsburgh,15219,Allegheny County,
-79.834877519239498,40.400407574160887,121,0,75,East Pittsburgh Borough Building,,813 Linden Ave,East Pittsburgh,15112,,822
-80.030617061426938,40.454008749042785,122,0,56,Records Center,RCW,1441 Metropolitan St,Pittsburgh,15233,Allegheny County,
-80.211227155070276,40.56719254497802,123,0,89,Leetsdale Borough,,85 Broad St,Leetsdale,15056,,836
-80.000359568005649,40.440419837580478,124,0,60,Wood Street Commons,DHS-WSC,304 Wood St,Pittsburgh,15222,Allegheny County,
-80.071367324063289,40.510790519751424,125,0,28,Ben Avon Heights Borough Building,,9 Biddeford Rd,Pittsburgh,15202,,805
-79.957716807114295,40.465355569309743,126,0,1,ACHD-Arsenal Health Center,ACHD-Ars,40th St & Penn Ave,Pittsburgh,15201,Allegheny County,
-79.805884382654469,40.384872074587264,127,0,74,East McKeesport Borough Building,,907 Florence Ave,East McKeesport,15035,,821
-79.961932858981356,40.437785468519444,128,0,4,ACHD-Health Department,ACHD,3333 Forbes Ave,Pittsburgh,15213,Allegheny County,
-79.932442386594872,40.296689602659328,129,0,6,Jefferson Hills Borough Building,,925 Old Clairton Rd,Clairton,15025,,878
-79.959871132812339,40.43932569842449,130,0,6,ACHD-Medical Clinic Building,ACHD-MED,3441 Forbes Ave,Pittsburgh,15213,Allegheny County,
-79.778703656131512,40.57763954326645,131,0,18,East Deer Township Building,,927 Freeport Rd,Creighton,15030,,907
-79.898618938527662,40.492063277685695,132,0,27,ACHD-Arsenal Health Center,4AG,610 Fourth Ave,Pittsburgh,15219,Allegheny County,
-79.996735116646519,40.444437743762649,133,0,21,DHS-Penn,DHS-P,933 Penn Avenue,Pittsburgh,15222,Allegheny County,
-79.954891980628702,40.444204514403914,134,0,58,Soldiers & Sailors Memorial Hall,S&S,4141 Fifth Ave,Pittsburgh,15213,Allegheny County,
-79.992943972848863,40.434484107799115,135,0,29,Allegheny County Jail,JAIL,950 Second Ave,Pittsburgh,15219,Allegheny County,
-80.002052110132766,40.437696750152952,136,0,59,West Penn Building,WPB,14 Wood St,Pittsburgh,15222,Allegheny County,
-79.928079108088184,40.406835751134182,137,0,31,Kane-Glen Hazel,K-GH,955 Rivermont Dr,Pittsburgh,15207,Allegheny County,
-79.996800581502839,40.441736322678224,138,0,11,Alcoa Building,ALCO,425 Sixth St,Pittsburgh,15219,Allegheny County,
-80.020081518832185,40.591676500064992,139,0,46,McCandless Township Building,,9955 Grubbs Rd,Wexford,15090,,927
-79.986056292881401,40.593991961830184,140,0,41,PW - Dx 1,PW-1,2154 Wildwood Rd,Gibsonia,15044,Allegheny County,
-80.030525406486618,40.334064603491193,141,0,4,Bethel Park Borough Building,,5100 W Library Ave,Bethel Park,15102,,876
-79.97000993090704,40.437439308075774,142,0,61,Work Release Center,WRC,2410 Fifth Ave,Pittsburgh,15213,Allegheny County,
-79.830972867459479,40.315121356264051,143,0,113,Versailles Borough Building,,5100 Walnut St,McKeesport,15132,,860
-79.962603081170101,40.438662124189314,144,0,37,Nova House,NOVA,3346 Fifth Ave,Pittsburgh,15213,Allegheny County,
-80.139095754373287,40.354325320965955,145,0,62,South Fayette Township Building,,515 Millers Run Rd,Morgan,15064,,946
-79.951407103538685,40.466229028876477,146,0,3,ACHD-Clack Health Center,ACHD-Clck,3901 Penn Ave,Pittsburgh,15224,Allegheny County,
-79.829387604306135,40.405355329736302,147,0,9,ACHD-Turtle Creek,ACHD-TC,519 Penn Avenue,Turtle Creek,15145,Allegheny County,
-79.959490457277468,40.461539538560245,148,0,8,ACHD-Sassafrass,ACHD-Sss,3190 Sassafrass Way,Pittsburgh,15201,Allegheny County,
-80.083600412279054,40.397355600092091,149,0,2,ACHD-Carnegie,ACHD-C,1100 Washington Blvd,Crafton,15106,Allegheny County,
-79.914767911113145,40.429535838668393,150,0,9,Frick Park Service Center Garage,B159,1 English Lane,Pittsburgh,15217,City of Pittsburgh,100
-79.995890518638134,40.43773163440116,151,0,14,County Office Building,COB,542 Forbes Ave,Pittsburgh,15219,Allegheny County,
-79.952558456316311,40.461826110851071,152,0,1,Bloomfield Utility Building,B268,408 Ella St,Pittsburgh,15224,City of Pittsburgh,100
-80.084169510014462,40.657272371244176,153,0,43,Marshall Township Building,,377 Northgate Dr,Warrendale,15086,,923
-79.995892066852093,40.414164388326725,154,0,26,Mckinley Park Office,B052,441 Bausman St,Pittsburgh,15210,City of Pittsburgh,100
-79.86352199631537,40.350893744693082,155,0,5,ACHD-McKeesport,ACHD-McK,339 Fifth Ave,McKeesport,15132,Allegheny County,
-79.980266036142808,40.438764399132666,156,0,14,General Services Repair Shop,B002,1807 Fifth Ave,Pittsburgh,15219,City of Pittsburgh,100
-80.001484039963486,40.439869350512765,157,0,10,ACHD-WIC-Investment Building,ACHD-WIC,239 Fourth Ave,Pittsburgh,15222,Allegheny County,
-79.918703321531055,40.462918165953624,158,0,23,Liberty Park Maintenance Building,B266,100 Larimer Ave,Pittsburgh,15206,City of Pittsburgh,100
-79.985949741507156,40.431071986011474,159,0,44,Southside Market House,B047,12th St,Pittsburgh,15203,City of Pittsburgh,100
-79.920542182654529,40.449823079926908,160,0,28,Mellon Park Service Building,B087,1047 Shady Ave,Pittsburgh,15232,City of Pittsburgh,100
-79.838943122092545,40.480993441422186,161,0,7,Frick Park Bowling Greens Building,B103,Reynolds St,Pittsburgh,15217,City of Pittsburgh,100
-79.997059281955316,40.436231968152676,162,0,30,Municipal Courts Building,B371,660 First Ave,Pittsburgh,15219,City of Pittsburgh,100
-79.838943122092545,40.480993441422186,163,0,8,Frick Park Bowling Greens Garage,B104,Reynolds St,Pittsburgh,15217,City of Pittsburgh,100
-80.004185179480871,40.407991719180309,164,0,33,Saw Mill Run Building,B220,1000 Saw Mill Run Blvd,Pittsburgh,15220,City of Pittsburgh,100
-80.007313040491496,40.471453463414896,165,0,6,Fowler Field Utility Building,B338,Charles St,Pittsburgh,15214,City of Pittsburgh,100
-80.01144861965831,40.45134765792249,166,0,47,Town North Maintenance Building Office,B188,601 Ridge Ave,Pittsburgh,15212,City of Pittsburgh,100
-79.889324718891444,40.445232903777743,167,0,49,West Park Maintenance Building,B277,West Park,Pittsburgh,15212,City of Pittsburgh,100
-79.975487166667691,40.459446058453025,168,0,14,Pittsburgh Emergency Operations Center,,2925 Railroad St,Pittsburgh,15201,City of Pittsburgh,100
-79.897401427594218,40.272132396789232,169,0,115,West Elizabeth Borough Building,,800 Fourth St,West Elizabeth,15088,,862
-79.955319216883609,40.444053320593845,170,0,10,Department of Veterans' Services,,4141 Fifth Ave,Pittsburgh,15213,,100
-79.921720013349727,40.398325647649017,171,0,116,West Homestead Borough Building,,456 W Eighth Ave,Homestead,15120,,863
-80.004836090527462,40.441371981346173,172,0,12,PA State Office Building,,300 Liberty Ave,Pittsburgh,15222,State,100
-80.032389004991188,40.519767387263663,173,0,117,West View Borough Building,,441 Perry Hwy,Pittsburgh,15229,,864
-79.943754425574625,40.498004249825222,174,0,80,Etna Borough Building,,437 Butler St,Pittsburgh,15223,,827
-80.021149397773158,40.457119728000855,175,0,24,Manchester Storage Building,B275,Franklin St,Pittsburgh,15233,City of Pittsburgh,100
-79.904823766098787,40.490543190416908,176,0,24,Aspinwall Borough Building,,217 Commerical Ave,Aspinwall,15215,,801
-79.907452370979641,40.370278467019958,177,0,25,Mcbride Service Building,B059,Mcbride St,Pittsburgh,15207,City of Pittsburgh,100
-80.06742846094825,40.501235384572468,178,0,25,Avalon Borough Building,,640 California Ave,Pittsburgh,15202,,802
-79.976874529663974,40.423960640491551,179,0,31,Parks Southern Division Storage Building,B246,Mission St,Pittsburgh,15203,City of Pittsburgh,100
-79.961527639366764,40.385739576124713,180,0,5,Baldwin Borough Building,,3344 Churchview Ave,Pittsburgh,15227,,877
-79.871280955738129,40.455070898722106,181,0,5,East Hills Maintenance Building,B264,Wilner Dr,Pittsburgh,15221,City of Pittsburgh,100
-79.915170783142329,40.483421765723506,182,0,21,Highland Park Storage Building,B204,Reservoir Dr,Pittsburgh,15206,City of Pittsburgh,100
-80.018472549863503,40.37977977113038,183,0,13,Baldwin Township Building,,10 Community Park Dr,Pittsburgh,15234,,902
-80.020607352078571,40.484569713032215,184,0,32,Riverview Nature Center,B040,Riverview Dr,Pittsburgh,15214,City of Pittsburgh,100
-80.17289554194997,40.58509236306179,185,0,11,Bell Acres Borough Building,,1151 Camp Meeting Rd,Sewickley,15143,,883
-79.942533861207778,40.440094683353848,186,0,35,Schenley Golf Course Clubhouse,B068,Schenley Dr,Pittsburgh,15217,City of Pittsburgh,100
-80.055821977363436,40.49691704569144,187,0,26,Bellevue Borough Building,,537 Bayne Ave,Pittsburgh,15202,,803
-79.937386012665371,40.436651994436936,188,0,36,Schenley Golf Course Service Building,B067,East Circuit Dr,Pittsburgh,15217,City of Pittsburgh,100
-79.946830339420899,40.430704055993523,189,0,39,Schenley Skating Rink,B064,Overlook Dr,Pittsburgh,15217,City of Pittsburgh,100
-80.087120602862839,40.510528665329261,190,0,27,Ben Avon Borough Building,,7101 Church Ave,Pittsburgh,15202,,804
-80.027023674213211,40.417324965012675,191,0,4,Crane Ave Radio Tower Building,B281,Crane Ave,Pittsburgh,15216,City of Pittsburgh,100
-79.778013444920688,40.542264548818409,192,0,106,Springdale Borough Building,,325 School St,Springdale,15144,,853
-79.958098380781379,40.47099750835757,193,0,38,Schenley Park Maintenance Building,B062,Service Rd,Pittsburgh,15217,City of Pittsburgh,100
-80.132227673702587,40.512320936290834,194,0,47,Neville Township Building,,5050 Grand Ave,Pittsburgh,15225,,928
-79.958098380781379,40.47099750835757,195,0,40,Schenley Warehouse Building 1,B074,Service Rd,Pittsburgh,15217,City of Pittsburgh,100
-80.124188240247719,40.391055134850532,196,0,14,Collier Township Building,,2418 Hilltop Rd,Presto,15142,,905
-79.958098380781379,40.47099750835757,197,0,41,Schenley Warehouse Building 2,B156,Service Rd,Pittsburgh,15217,City of Pittsburgh,100
-80.202166406854062,40.418836053341565,198,0,48,North Fayette Township Building,,400 North Branch Rd,Oakdale,15071,,929
-79.997313457499203,40.452074639285335,199,0,45,Sue Murray Filter Building,B276,North Canal & Cedar Ave,Pittsburgh,15212,City of Pittsburgh,100
-79.818719452085858,40.383512514757214,200,0,49,North Versailles Township Building,,1401 Greensburg Ave,North Versailles,15137,,930
-79.806329309806301,40.393158676866129,201,0,120,Wilmerding Borough Building,,Commerce & Station St,Wilmerding,15148,,867
-79.883380675343005,40.499565813807642,202,0,50,O'Hara Township Building,,325 Fox Chapel Rd,Pittsburgh,15238,,931
-80.164457107785907,40.557643184434752,203,0,122,Sewickley Heights Borough Building,,Country Club Rd,Sewickley,15143,,869
-79.801331479437948,40.332001928262926,204,0,3,White Oak Borough Building,,2280 Lincoln Way,White Oak,15131,,875
-79.991832974663112,40.441333220702283,205,0,23,DHS-Washington Place,DHS-WP,Washington Place,Pittsburgh,15219,Allegheny County,
-80.101365768671528,40.549583338709013,206,0,51,Ohio Township Building,,1719 Roosevelt Rd,Pittsburgh,15237,,932
-79.999342921322551,40.436808021905776,207,0,26,Fort Pitt Commons,L-FPC,445 Fort Pitt Blvd,Pittsburgh,15219,Allegheny County,
-79.819521586048509,40.471740752777251,208,0,52,Penn Hills Township Building,,12245 Frankstown Rd,Pittsburgh,15235,,934
-80.017159633596236,40.445262326870257,209,0,2,Buhl Planetarium,B375,1 Allegheny Ave,Pittsburgh,15212,City of Pittsburgh,100
-79.983194536970984,40.474333409652644,210,0,54,Reserve Township Building,,33 Lonsdale St,Pittsburgh,15212,,937
-79.854546542480435,40.621187934684635,211,0,15,West Deer Township Building,,109 E Union Rd,Russellton,15076,,952
-80.195171204708345,40.394140170677325,212,0,97,Oakdale Borough Building,,6115 Noblestown Rd,Oakdale,15071,,844
-79.828918140173002,40.420375165018399,213,0,16,Wilkins Township Building,,110 Peffer Rd,Turtle Creek,15145,,953
-80.030026735734936,40.513915999475593,214,0,56,Ross Township Building,,5325 Perrysville Ave,Pittsburgh,15229,,940
-79.767345752753727,40.382173878135234,215,0,110,Trafford Borough Building,,Fourth St & Duquesne Ave,Trafford,15085,,857
-80.144148017250444,40.438823352619664,216,0,57,Robinson Township Building,,1000 Church Hill Rd,Pittsburgh,15205,,939
-80.180323090077493,40.538563489965327,217,0,99,Osborne Borough Building,,601 Thorn St,Sewickley,15143,,846
-79.885750923998458,40.272546894608332,218,0,78,Elizabeth Borough Building,,206 Third Ave,Elizabeth,15037,,825
-80.01023751537015,40.587871714904615,219,0,62,Fire Training Academy,FTA,700 West Ridge Rd,Allison Park,15101,Allegheny County,
