a_year,a_ref,v_id,v_type,v_tow,v_man,v_loc,v_junc,v_skid,v_hit,v_leave,v_hitoff,v_impact,v_sex,v_agegroup,v_hitr,v_forreg
2013,CC2013010500860,2,8,1,10,3, , , , , ,2,1,3,1, 
2013,CC2013010500869,1,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013010500869,2,8,1,5,2, , , , , ,4,1,4,1, 
2013,CC2013010501018,1,8,1,9,2, , , , , ,2,1,4,1, 
2013,CC2013010501018,2,8,1,18,3, , , , , ,2,2,3,3, 
2013,CC2013010501113,1,8,1,6,3, , , , , ,1,1,6,1, 
2013,CC2013010501113,2,5,1,18,3, , , , , ,1,1,5,1, 
2013,CC2013010501129,1,8,1,3,3, , , , , ,3,1,3,1, 
2013,CC2013010501129,2,8,1,18,3, , , , , ,2,1,8,1, 
2013,CC2013010600048,1,8,1,17,3, , , , , ,2,2,3,1, 
2013,CC2013010600102,1,8,1,7,1, , , , , ,2,1,4,1, 
2013,CC2013010600116,1,8,1,18,3, , , , , ,2,1,4,1, 
2013,CC2013010600430,1,8,1,18,4, , , , , ,5,2,6,1, 
2013,CC2013010600430,2,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013010600448,1,8,1,16,3, , , , , ,2,1,5,1, 
2013,CC2013010600448,2,8,1,10,3, , , , , ,3,1,4,1, 
2013,CC2013010600507,1,8,1,18,3, , , , , ,3,1,6,1, 
2013,CC2013010600507,2,15,1,18,3, , , , , ,2,1,3,1, 
2013,CC2013010600740,1,8,1,18,2, , , , , ,2,1,4,1, 
2013,CC2013010600740,2,8,1,17,3, , , , , ,5,2,5,1, 
2013,CC2013010600740,3,8,1,7,1, , , , , ,2,2,7,1, 
2013,CC2013010600783,1,8,1,18,3,1,2,1,2,5,5,1,3,1,1
2013,CC2013010600828,1,8,1,7,3, , , , , ,5,2,3,1, 
2013,CC2013010600909,1,8,1,18,4, , , , , ,2,1,3,1, 
2013,CC2013010600989,1,8,1,4,3, , , , , ,3,2,3,1, 
2013,CC2013010600989,2,8,1,18,3, , , , , ,2, ,9,2, 
2013,CC2013010700148,1,8,1,16,3, , , , , ,1,1,3,1, 
2013,CC2013010700153,1,8,1,16,3,1,2,1,8,5,2,1,6,1,1
2013,CC2013010700199,1,17,2,19,4, , , , , ,1,1,6,1, 
2013,CC2013010700318,1,8,1,18,3, , , , , ,5,1,6,1, 
2013,CC2013010700318,2,8,1,9,2, , , , , ,2,2,3,1, 
2013,CC2013010700374,1,8,1,9,2, , , , , ,3,1,7,1, 
2013,CC2013010700374,2,8,1,5,2, , , , , ,2,1,5,1, 
2013,CC2013010700383,1,8,1,9,2, , , , , ,5,1,8,1, 
2013,CC2013010700383,2,8,1,3,3, , , , , ,2,1,7,1, 
2013,CC2013010700459,1,17,2,18,3, , , , , ,2,1,5,1, 
2013,CC2013010700459,2,8,1,1,2, , , , , ,5,2,8,1, 
2013,CC2013010700513,1,8,1,4,3, , , , , ,2,2,4,1, 
2013,CC2013010700513,2,8,1,4,3, , , , , ,3,2,6,1, 
2013,CC2013010700587,1,8,1,18,3, , , , , ,5,2,4,1, 
2013,CC2013010700587,2,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013010700736,1,8,1,18,3, , , , , ,2,1,3,1, 
2013,CC2013010700736,2,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013010700813,1,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013010700851,1,8,1,16,3,2,1,1,1,1,2,2,3,1,1
2013,CC2013010700851,2,8,1,7,2,3,1,11,1,1,2,1,8,1,1
2013,CC2013010700857,1,8,1,9,1, , , , , ,2,2,3,1, 
2013,CC2013010700857,2,8,1,18,3, , , , , ,2,2,5,1, 
2013,CC2013010700890,1,8,1,18,3, , , , , ,3,2,4,1, 
2013,CC2013010700890,2,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013010700920,1,17,1,11,3, , , , , ,2,1,6,1, 
2013,CC2013010700920,2,8,1,12,3, , , , , ,3,2,4,1, 
2013,CC2013010701071,1,8,1,19,3,1,2,1,1,1,2,1,4,1,1
2013,CC2013010701071,2,2,1,18,3,1,1,1,1,1,2,1,2,1,1
2013,CC2013010800010,1,8,1,18,3,1,2,1,8,5,4,1,4,1,1
2013,CC2013010800139,1,8,1,4,3, , , , , ,2,1,4,1, 
2013,CC2013010800139,2,8,1,4,3, , , , , ,3,2,4,1, 
2013,CC2013010800139,3,8,1,3,3, , , , , ,2,2,7,1, 
2013,CC2013010800139,4,8,1,4,3, , , , , ,2,2,3,1, 
2013,CC2013010800218,1,8,1,4,3, , , , , ,2,2,4,1, 
2013,CC2013010800218,2,8,1,4,3, , , , , ,2,2,4,1, 
2013,CC2013010800218,3,15,1,4,3, , , , , ,3,1,7,1, 
2013,CC2013010800248,1,8,1,18,4, , , , , ,2,1,3,1, 
2013,CC2013010800248,2,20,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013010800252,1,15,1,4,4, , , , , ,3,1,7,1, 
2013,CC2013010800252,2,15,1,4,4, , , , , ,2,1,3,1, 
2013,CC2013010800252,3,17,2,4,4, , , , , ,2,1,3,1, 
2013,CC2013010800298,1,8,1,2,3, , , , , ,3,2,6,1, 
2013,CC2013010800298,2,8,1,18,3, , , , , ,2,1,3,1, 
2013,CC2013010800380,1,8,1,4,3, , , , , ,3,2,4,1, 
2013,CC2013010800380,2,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013010800423,1,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013010800504,1,8,1,17,4, , , , , ,2,1,3,1, 
2013,CC2013010800504,2,8,1,16,4, , , , , ,2,1,4,1, 
2013,CC2013010800509,1,8,1,18,3, , , , , ,5,1,8,1, 
2013,CC2013010800523,1,15,1,3,3, , , , , ,3,1,3,1, 
2013,CC2013010800523,2,8,1,3,3, , , , , ,2,2,8,1, 
2013,CC2013010800564,1,8,1,18,3, , , , , ,2,1,4,1, 
2013,CC2013010800564,2,15,1,2,3, , , , , ,3, ,9,1, 
2013,CC2013010800585,1,8,1,18,3,4,1,1,1,1,2,2,6,1,1
2013,CC2013010800585,2,8,1,18,3,2,1,1,1,1,2,1,7,1,1
2013,CC2013010800720,1,8,1,18,3, , , , , ,2,2,5,1, 
2013,CC2013010800758,1,8,1,9,3, , , , , ,2,1,4,1, 
2013,CC2013010800758,2,8,1,18,2, , , , , ,3,1,7,1, 
2013,CC2013010800908,1,8,1,18,3, , , , , ,1, ,9,3, 
2013,CC2013010800912,1,8,1,10,3, , , , , ,3,2,5,1, 
2013,CC2013010800912,2,8,1,18,3, , , , , ,2, ,9,2, 
2013,CC2013010801011,1,8,1,5,3, , , , , ,3,1,4,1, 
2013,CC2013010801011,2,8,1,5,3, , , , , ,2,1,3,1, 
2013,CC2013010801046,1,8,1,18,3, , , , , ,3,1,8,1, 
2013,CC2013010801046,2,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013010801086,1,8,1,18,2, , , , , ,2,1,5,1, 
2013,CC2013010801086,2,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013010900023,1,8,1,18,3, , , , , ,5,1,3,1, 
2013,CC2013010900023,2,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013010900023,3,8,1,18,3, , , , , ,2,1,4,1, 
2013,CC2013010900114,1,8,1,17,3,3,1,1,8,1,2,1,6,1,1
2013,CC2013010900118,1,8,1,18,3, , , , , ,5,1,4,1, 
2013,CC2013010900118,2,14,1,2,3, , , , , ,2, ,9,1, 
2013,CC2013010900123,1,8,1,17,3, , , , , ,2,2,3,1, 
2013,CC2013010900144,1,15,1,18,3, , , , , ,3,1,6,1, 
2013,CC2013010900144,2,8,1,18,3, , , , , ,3,1,6,1, 
2013,CC2013010900144,3,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013010900175,1,8,1,18,3, , , , , ,5,2,3,1, 
2013,CC2013010900198,1,8,1,5,2, , , , , ,5,2,4,1, 
2013,CC2013010900198,2,1,1,18,3, , , , , ,2,1,3,1, 
2013,CC2013010900221,1,15,1,18,3,2,1,1,1,1,2,1,7,1,1
2013,CC2013010900249,1,8,1,4,3, , , , , ,3,2,6,1, 
2013,CC2013010900249,2,8,1,4,3, , , , , ,2,1,4,1, 
2013,CC2013010900381,1,4,1,18,3,2,1,1,1,1,2,1,3,1,1
2013,CC2013010900381,2,8,1,9,1,3,1,1,1,1,5,1,4,2,1
2013,CC2013010900428,1,5,1,18,3, , , , , ,1,1,6,1, 
2013,CC2013010900432,1,8,1,4,4, , , , , ,3,2,5,1, 
2013,CC2013010900432,2,15,1,18,4, , , , , ,2,1,5,1, 
2013,CC2013010900494,1,8,1,5,2, , , , , ,2,2,6,1, 
2013,CC2013010900541,1,15,1,3,3, , , , , ,3,1,5,1, 
2013,CC2013010900541,2,15,1,18,3, , , , , ,2, ,9,2, 
2013,CC2013010900684,1,8,1,3,3, , , , , ,3,1,5,1, 
2013,CC2013010900684,2,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013010900714,1,8,1,9,3, , , , , ,2,1,8,1, 
2013,CC2013010900714,2,8,1,18,3, , , , , ,4,2,4,1, 
2013,CC2013010900722,1,8,1,18,3,4,1,1,1,1,2,2,7,1,1
2013,CC2013010900741,1,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013010900741,2,8,1,9,3, , , , , ,2,1,5,1, 
2013,CC2013010900756,1,8,1,4,3, , , , , ,3,1,5,1, 
2013,CC2013010900756,2,8,1,18,3, , , , , ,2,2,3,1, 
2013,CC2013010900758,1,8,1,4,3, , , , , ,3,2,4,1, 
2013,CC2013010900758,2,8,1,18,3, , , , , ,2,2,3,1, 
2013,CC2013010900798,1,8,1,18,3, , , , , ,5,1,3,1, 
2013,CC2013010900798,2,8,1,5,2, , , , , ,4,1,4,1, 
2013,CC2013010900890,1,8,1,3,4, , , , , ,3,1,3,1, 
2013,CC2013010900890,2,8,1,18,4, , , , , ,2,2,4,1, 
2013,CC2013011000184,1,8,1,3,3, , , , , ,3,2,6,1, 
2013,CC2013011000184,2,8,1,4,3, , , , , ,2,2,3,1, 
2013,CC2013011000264,1,8,1,8,3, , , , , ,3,2,6,1, 
2013,CC2013011000264,2,8,1,8,3, , , , , ,2,1,6,1, 
2013,CC2013011000389,1,8,1,17,1, , , , , ,2,2,5,1, 
2013,CC2013011000527,1,8,1,5,3, , , , , ,3,2,3,1, 
2013,CC2013011000527,2,15,1,5,3, , , , , ,2,1,4,1, 
2013,CC2013011000542,1,8,1,18,3, , , , , ,2,1,8,1, 
2013,CC2013011000542,2,8,1,18,3, , , , , ,2,2,6,1, 
2013,CC2013011000607,1,8,1,10,3, , , , , ,3,1,5,1, 
2013,CC2013011000607,2,8,1,3,3, , , , , ,2,2,6,1, 
2013,CC2013011000668,1,8,1,4,4, , , , , ,2,2,4,1, 
2013,CC2013011000668,2,8,1,18,4, , , , , ,2,1,5,1, 
2013,CC2013011000768,1,8,1,4,3, , , , , ,3,2,4,1, 
2013,CC2013011000768,2,8,1,4,3, , , , , ,2,2,8,1, 
2013,CC2013011000807,1,8,1,18,2, , , , , ,5,1,7,1, 
2013,CC2013011000807,2,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013011000819,1,8,1,16,3, , , , , ,2,1,3,1, 
2013,CC2013011000849,1,8,1,18,3, , , , , ,5,2,3,1, 
2013,CC2013011000849,2,8,1,18,2, , , , , ,4,1,5,1, 
2013,CC2013011001035,1,8,1,8,3, , , , , ,3,2,6,1, 
2013,CC2013011001035,2,8,1,18,3, , , , , ,2,1,7,1, 
2013,CC2013011100151,1,8,1,18,3,1,6,15,1,1,2,1,6,1,1
2013,CC2013011100151,2,8,1,2,13,1,1,1,1,1,3,1,7,1,1
2013,CC2013011100162,1,8,1,18,4, , , , , ,5,2,3,1, 
2013,CC2013011100163,1,8,1,17,3, , , , , ,2,1,4,1, 
2013,CC2013011100210,1,8,1,18,3, , , , , ,2,2,4,1, 
2013,CC2013011100228,1,8,1,9,3, , , , , ,1,2,7,1, 
2013,CC2013011100228,2,5,1,18,3, , , , , ,1,1,3,1, 
2013,CC2013011100347,1,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013011100378,1,8,1,18,3, , , , , ,2,2,7,1, 
2013,CC2013011100378,2,8,1,9,2, , , , , ,2,2,3,1, 
2013,CC2013011100404,1,15,1,18,3, , , , , ,3,1,4,1, 
2013,CC2013011100404,2,8,1,18,3, , , , , ,2,1,4,1, 
2013,CC2013011100416,1,8,1,3,3, , , , , ,3,2,4,1, 
2013,CC2013011100416,2,8,1,4,3, , , , , ,2,1,5,1, 
2013,CC2013011100443,1,8,1,18,3, , , , , ,2,2,5,1, 
2013,CC2013011100443,2,8,1,5,2, , , , , ,2,2,3,1, 
2013,CC2013011100458,1,8,1,9,2, , , , , ,2,1,6,1, 
2013,CC2013011100458,2,8,1,18,3, , , , , ,5,1,5,1, 
2013,CC2013011100458,3,8,1,18,3, , , , , ,4,2,6,1, 
2013,CC2013011100460,1,8,1,7,2, , , , , ,2,1,4,1, 
2013,CC2013011100460,2,8,1,18,3, , , , , ,2,2,4,1, 
2013,CC2013011100498,1,8,1,5,13, , , , , ,2,2,8,1, 
2013,CC2013011100520,1,8,1,18,3, , , , , ,3,1,4,1, 
2013,CC2013011100520,2,8,1,5,3, , , , , ,2,1,8,1, 
2013,CC2013011100641,1,8,1,5,2, , , , , ,2,1,6,1, 
2013,CC2013011100809,1,8,1,18,4, , , , , ,2,1,6,1, 
2013,CC2013011100843,1,8,1,7,3,2,1,1,1,1,4,2,3,1,1
2013,CC2013011100843,2,17,2,18,3,2,1,1,1,1,2,1,8,1,1
2013,CC2013011100864,1,8,1,9,2,3,1,1,1,1,2,1,6,1,1
2013,CC2013011100864,2,8,1,18,3,2,1,1,1,1,2,2,4,1,1
2013,CC2013011100966,1,8,1,9,2, , , , , ,2,1,3,1, 
2013,CC2013011100966,2,8,1,18,3, , , , , ,2,1,4,1, 
2013,CC2013011101037,1,8,1,9,3, , , , , ,5,2,4,1, 
2013,CC2013011101037,2,8,1,18,3, , , , , ,2,1,4,1, 
2013,CC2013011101245,1,8,1,7,1, , , , , ,5,2,5,1, 
2013,CC2013011101245,2,8,1,15,3, , , , , ,2,1,3,1, 
2013,CC2013011200111,1,8,1,18,3, , , , , ,2,2,6,1, 
2013,CC2013011200111,2,18,1,2,3, , , , , ,2,2,6,1, 
2013,CC2013011200111,3,8,1,2,6, , , , , ,5, ,9,1, 
2013,CC2013011200310,1,8,1,10,3, , , , , ,3,2,6,1, 
2013,CC2013011200310,2,8,1,10,3, , , , , ,3,2,6,1, 
2013,CC2013011200310,3,8,1,18,3, , , , , ,2,1,8,1, 
2013,CC2013011200427,1,8,1,18,3, , , , , ,2,2,4,1, 
2013,CC2013011200427,2,8,1,3,3, , , , , ,3,2,6,1, 
2013,CC2013011200464,1,8,1,18,3, , , , , ,2,2,4,1, 
2013,CC2013011200618,1,8,1,4,3, , , , , ,3,2,4,1, 
2013,CC2013011200618,2,20,1,4,3, , , , , ,2,1,4,1, 
2013,CC2013011200655,1,8,1,5,2, , , , , ,2,2,5,1, 
2013,CC2013011200655,2,8,1,9,2, , , , , ,4,1,4,1, 
2013,CC2013011200699,1,8,1,18,3, , , , , ,2,1,3,1, 
2013,CC2013011200699,2, ,1,18,3, , , , , ,1, ,9,1, 
2013,CC2013011200731,1,4,1,18,3, , , , , ,2,1,8,1, 
2013,CC2013011200733,1,8,1,18,3,2,1,1,1,1,5,1,6,1,2
2013,CC2013011200734,1,8,1,18,3, , , , , ,2,2,6,1, 
2013,CC2013011200734,2,8,1,18,3, , , , , ,3,1,4,1, 
2013,CC2013011200752,1,8,1,18,3, , , , , ,1, ,9,1, 
2013,CC2013011200752,2,5,1,18,3, , , , , ,1,1,4,1, 
2013,CC2013011200886,1,8,1,4,3, , , , , ,2,1,3,1, 
2013,CC2013011200886,2,8,1,4,3, , , , , ,3,1,4,1, 
2013,CC2013011200887,1,8,1,18,3, , , , , ,2,1,7,1, 
2013,CC2013011200887,2,8,1,9,2, , , , , ,5,1,3,1, 
2013,CC2013011201006,1,8,1,4,3, , , , , ,2,1,3,1, 
2013,CC2013011201122,1,8,1,18,1, , , , , ,2,1,3,2, 
2013,CC2013011201150,1,8,1,18,3, , , , , ,2,1,8,1, 
2013,CC2013011300327,1,8,1,18,3,2,1,1,2,3,4,1,3,1,1
2013,CC2013011300486,1,8,1,18,4,2,6,1,2,5,2,2,7,1,1
2013,CC2013011300510,1,8,1,16,3,1,2,1,1,1,4,2,8,1,1
2013,CC2013011300510,2,8,1,18,3,1,1,1,2,1,2,2,8,1,1
2013,CC2013011300675,1,8,1,9,1, , , , , ,3,1,4,1, 
2013,CC2013011300675,2,8,1,9,1, , , , , ,3,2,7,1, 
2013,CC2013011300773,1,8,1,18,3,2,1,1,1,1,2,1,3,1,1
2013,CC2013011300818,1,8,1,4,4, , , , , ,3,1,7,1, 
2013,CC2013011300818,2,15,1,4,4, , , , , ,2,1,4,1, 
2013,CC2013011300853,1,8,1,18,3, , , , , ,2,2,6,2, 
2013,CC2013011300853,2,8,1,18,3, , , , , ,2,1,8,1, 
2013,CC2013011300970,1,8,1,9,3, , , , , ,4,1,5,1, 
2013,CC2013011300970,2,8,1,18,3, , , , , ,5,2,4,1, 
2013,CC2013011301022,1,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013011301022,2,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013011400100,1,8,1,4,3, , , , , ,3,1,3,1, 
2013,CC2013011400100,2,8,1,18,3, , , , , ,2, ,9,2, 
2013,CC2013011400100,3,8,1,19,3, , , , , ,1, ,9,1, 
2013,CC2013011400153,1,8,1,7,2, , , , , ,2,1,6,1, 
2013,CC2013011400153,2,1,1,18,3, , , , , ,3,1,5,1, 
2013,CC2013011400162,1,8,1,18,3,1,1,1,1,1,2,2,6,1,1
2013,CC2013011400190,1,8,1,9,1, , , , , ,2,1,3,1, 
2013,CC2013011400190,2,8,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013011400311,1,8,1,18,3, , , , , ,2,2,3,1, 
2013,CC2013011400340,1,8,1,9,1, , , , , ,3,1,5,1, 
2013,CC2013011400340,2,8,1,13,3, , , , , ,2,1,3,1, 
2013,CC2013011400384,1,8,1,9,3,2,1,1,1,1,2,1,6,1,1
2013,CC2013011400384,2,8,1,18,3,2,1,1,1,1,2,1,5,1,1
2013,CC2013011400495,1,8,1,18,3, , , , , ,2,1,7,1, 
2013,CC2013011400500,1,8,1,6,3,2,1,1,1,1,2,1,8,3,1
2013,CC2013011400602,1,8,1,3,3, , , , , ,2,1,4,1, 
2013,CC2013011400602,2,8,1,10,3, , , , , ,3,2,5,1, 
2013,CC2013011400627,1,8,1,5,3, , , , , ,2,1,7,1, 
2013,CC2013011400642,1,8,1,16,3, , , , , ,4,2,3,1, 
2013,CC2013011400704,1,8,1,15,3, , , , , ,2,2,5,1, 
2013,CC2013011400704,2,8,1,9,2, , , , , ,4,2,4,1, 
2013,CC2013011400720,1,8,1,18,3,1,1,1,1,1,2,2,4,1,1
2013,CC2013011400720,2,8,1,18,3,1,2,1,9,1,2,1,3,1,3
2013,CC2013011400739,1,8,1,9,3, , , , , ,2,2,4,1, 
2013,CC2013011400739,2,8,1,18,3, , , , , ,4,2,6,1, 
2013,CC2013011400820,1,8,1,3,3, , , , , ,3,2,3,1, 
2013,CC2013011400820,2,8,1,4,3, , , , , ,2,2,4,1, 
2013,CC2013011400841,1,8,1,18,3, , , , , ,2,2,8,1, 
2013,CC2013011400841,2,8,1,3,3, , , , , ,3,2,5,1, 
2013,CC2013011400859,1,8,1,10,3, , , , , ,3,2,4,1, 
2013,CC2013011400859,2,15,1,18,3, , , , , ,2,1,5,1, 
2013,CC2013011400859,3,8,1,18,3, , , , , ,3,1,3,1, 
2013,CC2013011400879,1,8,1,9,2, , , , , ,4,1,4,1, 
2013,CC2013011400879,2,8,1,18,3, , , , , ,2,2,5,1, 
2013,CC2013011400921,1,8,1,18,3, , , , , ,2,1,6,1, 
2013,CC2013011400928,1,8,1,10,3, , , , , ,3,2,5,1, 
