"ITEM_TYPE_NAME","CROSSING_TYPE_NAME","SECTION_NAME","EASTING","NORTHING","START_DATE"
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065U7003_02 - CHAPEL HILL1: MARKET PL A1 TO GOVERNORS RD RBT A3 -  LISBURN",326233,364190,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065U8104_05 - SHORE RD7: HIGH ST TO HOLYWOOD THROUGH PASS A2 -  NORTH DOWN",339862,379241,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0640_34 - AINSWORTH AV1: WOODVALE RD2 TO KIRK ST1 -  BELFAST NORTH",331860,375004,09/09/2004 00:00:00
"PEDESTRIAN CROSSING","?","7020U3102_11 - SLOEFIELD RD1: A2 BELFAST RD (04) TO DEAD END -  CARRICKFERGUS",339730,386614,12/12/2003 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035U0301_04 - STRANMILLIS EMBANKMENT1: STRANMILLIS RBT1 TO ORMEAU RD1 -  BELFAST SOUTH",333747,371470,31/01/2005 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0301_04 - STRANMILLIS EMBANKMENT1: STRANMILLIS RBT1 TO ORMEAU RD1 -  BELFAST SOUTH",333913,371852,31/01/2005 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0301_04 - STRANMILLIS EMBANKMENT1: STRANMILLIS RBT1 TO ORMEAU RD1 -  BELFAST SOUTH",333955,371889,31/01/2005 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0640_45 - BALLYGOMARTIN RD1: BALLYGOMARTIN RD1 TO SHOPPING CENTRE GATES (ACCESS RD) -  BELFAST NORTH",331365,375375,22/11/2005 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0307_01 - BOUCHER RD1: STOCKMANS LN TO GLENMACHAN PL RBT -  BELFAST SOUTH",331547,371534,29/01/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7020C0075_03 - NORTH RD2: CENTRE LINE RAILWAY BRIDGE TO B90 MIDDLE RD -  CARRICKFERGUS",341066,388908,09/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_14 - UPPER LISBURN RD1: BUS LAYBY AT GOLF CLUB TO BLACK'S RD1 -  BELFAST SOUTH",330670,370216,08/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0307_01 - BOUCHER RD1: STOCKMANS LN TO GLENMACHAN PL RBT -  BELFAST SOUTH",331232,371076,29/01/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0307_01 - BOUCHER RD1: STOCKMANS LN TO GLENMACHAN PL RBT -  BELFAST SOUTH",331233,371076,29/01/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0307_01 - BOUCHER RD1: STOCKMANS LN TO GLENMACHAN PL RBT -  BELFAST SOUTH",331233,371077,29/01/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7020A0002_07 - LARNE RD4: ENTRANCE TO POLICE STATION TO B149 BELTOY RD -  CARRICKFERGUS",342363,388126,16/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7020A0002_07 - LARNE RD4: ENTRANCE TO POLICE STATION TO B149 BELTOY RD -  CARRICKFERGUS",342395,388149,16/03/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0513_04 - O'NEILL RD1: KNOCKENAGH AV TO O'NEILL RD RBT -  NEWTOWNABBEY",334629,382582,11/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0501_07 - FALLS RD1: DONEGALL RD TO GLEN RD RBT -  BELFAST NORTH",331333,373131,11/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0002_04 - FINAGHY RD N1: APPLETON PK1 TO ANDERSONSTOWN RD1 -  BELFAST NORTH",329788,371043,13/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0023_03 - MALONE RD1: STRANMILLIS RD1 TO BALMORAL AV1 -  BELFAST SOUTH",332525,370277,14/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0002_04 - FINAGHY RD N1: APPLETON PK1 TO ANDERSONSTOWN RD1 -  BELFAST NORTH",329895,370849,13/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0513_01 - O'NEILL RD1: ANTRIM RD TO PRINCE CHARLES WAY R'ABOUT -  NEWTOWNABBEY",332372,381605,24/03/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0102_05 - ANDERSONSTOWN RD1: FALLS RD TO KENNEDY WAY RBT -  BELFAST NORTH",330686,371813,30/03/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035A0501_10 - GLEN RD3: MONAGH RBT TO GLEN BRIDGE (BOUNDARY) -  BELFAST NORTH",330084,372197,07/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_34 - CORPORATION ST1: PILOT ST TO GREAT GEORGE'S ST -  BELFAST NORTH",334253,374994,19/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_35 - CORPORATION ST1: GREAT GEORGE'S ST TO DUNBAR LK -  BELFAST NORTH",334168,374745,14/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0102_03 - STEWARTSTOWN RD3: SHAW'S RD TO SUFFOLK BRIDGE (BOUNDARY) -  BELFAST NORTH",328926,370853,15/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0102_03 - STEWARTSTOWN RD3: SHAW'S RD TO SUFFOLK BRIDGE (BOUNDARY) -  BELFAST NORTH",328775,370695,15/03/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035C0378_02 - EAST LINK RD1: COMBER RD TO UPPER NEWTOWNARDS RD -  CASTLEREAGH",341628,374049,10/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0102_03 - STEWARTSTOWN RD3: SHAW'S RD TO SUFFOLK BRIDGE (BOUNDARY) -  BELFAST NORTH",328551,370516,15/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_25 - DUNBAR LK1: GORDON ST TO NELSON ST -  BELFAST NORTH",334118,374673,13/04/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0090_02 - MANSE RD4: MANSE RD4 RBT TO BEVERLEY RD RBT -  NEWTOWNABBEY",332207,384310,31/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0501_09 - GLEN RD3: FALLS RD RBT TO MONAGH RBT -  BELFAST NORTH",330558,372476,16/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0703_06 - DONEGALL RD1: M1 SLIP RD RBT TO FALLS RD -  BELFAST NORTH",331340,373141,16/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0055_10 - STOCKMAN'S LN1: STOCKMAN'S LN RBT1 TO LISBURN RD3 -  BELFAST SOUTH",330899,371296,13/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0008_05 - BALLYCLARE RD3: BURNTHILL RD RBT1 TO BALLYHENRY RD RBT1 -  NEWTOWNABBEY",331406,383456,28/03/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0703_02 - DONEGALL RD1: SHAFTESBURY SQUARE TO SANDY ROW -  BELFAST SOUTH",333585,373212,27/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_09 - UPPER NEWTOWNARDS RD1: START DUAL C/WAY TO END DUAL C/WAY CITYBOUND -  CASTLEREAGH",341538,374053,24/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_55 - NELSON ST3: GREAT GEORGE'S ST1 TO DOCK ST1 -  BELFAST NORTH",334132,375038,13/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_12 - LISBURN RD3: TATE'S AV1 TO UPPER LISBURN RD1 -  BELFAST SOUTH",332196,371518,02/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0024_16 - ORMEAU RD1: ANNADALE EMBANKMENT TO ROSETTA RBT -  BELFAST SOUTH",334621,371955,09/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0023_01 - UNIVERSITY RD1: BRADBURY PL1 TO STRANMILLIS RD1 AT Q.U.B. -  BELFAST SOUTH",333487,372855,12/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0703_03 - DONEGALL RD1: SANDY ROW TO BROADWAY RBT -  BELFAST SOUTH",332797,373101,27/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0094_04 - MARKET SQ2: MAIN ST1, BALLYCLARE TO NORTH END1 -  NEWTOWNABBEY",328747,391233,11/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0023_01 - UNIVERSITY RD1: BRADBURY PL1 TO STRANMILLIS RD1 AT Q.U.B. -  BELFAST SOUTH",333461,372662,12/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0006_03 - ROYAL AV1: NORTH ST TO DONEGALL ST -  BELFAST NORTH",333797,374754,14/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0022_01 - COMBER RD2: UPPER NEWTOWNARDS RD TO OLD DUNDONALD RD -  CASTLEREAGH",341513,373854,24/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0024_16 - ORMEAU RD1: ANNADALE EMBANKMENT TO ROSETTA RBT -  BELFAST SOUTH",334797,371571,09/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0039_01 - NORTH ST1: ROYAL AV TO MILLFIELD -  BELFAST NORTH",333516,374700,13/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0039_01 - NORTH ST1: ROYAL AV TO MILLFIELD -  BELFAST NORTH",333714,374618,13/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0024_14 - BALLYNAHINCH RD1: CARRYDUFF RBT TO CHURCH RD -  CASTLEREAGH",336782,365121,08/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_12 - LISBURN RD3: TATE'S AV1 TO UPPER LISBURN RD1 -  BELFAST SOUTH",331352,370674,02/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_11 - LISBURN RD3: BRADBURY PL1 TO TATE'S AV1 -  BELFAST SOUTH",333298,372923,11/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0088_01 - FREDERICK ST1: YORK ST TO DONEGALL ST -  BELFAST NORTH",333671,375014,14/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0088_02 - FREDERICK ST1: DONEGALL ST TO YORK ST -  BELFAST NORTH",333682,375045,14/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0023_02 - MALONE RD1: UNIVERSITY RD1 TO STRANMILLIS RD1 (AT CLINIC) -  BELFAST SOUTH",332817,371058,24/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_11 - LISBURN RD3: BRADBURY PL1 TO TATE'S AV1 -  BELFAST SOUTH",333102,372670,11/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_61 - QUEEN ELIZABETH BR1: DONEGALL QUAY1 TO QUEEN'S QUAY1 -  BELFAST SOUTH",334514,374445,10/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_11 - LISBURN RD3: BRADBURY PL1 TO TATE'S AV1 -  BELFAST SOUTH",332879,372468,11/05/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0102_02 - ANDERSONSTOWN RD1: KENNEDY WAY1 RBT TO SLEMISH WAY2 -  BELFAST NORTH",330649,371738,02/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0178_05 - HILLSBOROUGH RD5: BALLYNAHINCH RD1 TO MOSS RD(BOUNDARY) -  CASTLEREAGH",336691,364876,16/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0007_01 - SAINTFIELD RD1: CARRYDUFF RBT TO COMBER RD -  CASTLEREAGH",337122,365142,02/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0178_03 - COMBER RD1: CLONTONACALLY RD1 TO SAINTFIELD RD -  CASTLEREAGH",337148,365114,09/05/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035C0704_05 - CREGAGH RD3: BELLS BRIDGE RBT1 TO UPPER KNOCKBREDA RD1 -  BELFAST SOUTH",336041,372078,18/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_06 - SHORE RD1: RUSHPARK RBT TO DOAGH RD -  NEWTOWNABBEY",335050,381214,21/04/2006 00:00:00
"PEDESTRIAN CROSSING","?","7035A0002_75 - BRIDGE END1: NEWTOWNARDS RD1 TO QUEENS BRIDGE1 -  BELFAST SOUTH",334847,374412,12/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0126_09 - NORTH QUEEN ST1: BROUGHAM ST TO LIMESTONE RD -  BELFAST NORTH",334019,375910,19/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0034_02 - JORDANSTOWN RD1: RAILWAY BRIDGE TO MONKSTOWN RD -  NEWTOWNABBEY",334330,384410,09/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_13 - YORK ST1: LIMESTONE RD1 TO BROUGHAM ST1 -  BELFAST NORTH",334214,375701,23/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_38 - GREAT GEORGE'S ST1: YORK ST TO NELSON ST -  BELFAST NORTH",334000,375108,26/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_04 - UPPER NEWTOWNARDS RD1: HOLYWOOD RD TO BEERSBRIDGE RD -  BELFAST SOUTH",336725,374157,01/06/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0126_07 - NORTH QUEEN ST1: FREDERICK ST1 TO BROUGHAM ST1 -  BELFAST NORTH",333753,375205,18/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0302_05 - PURDYSBURN RD1: BEECHILL RD1 RBT TO SAINTFIELD RD -  CASTLEREAGH",335628,368479,22/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_13 - YORK ST1: LIMESTONE RD1 TO BROUGHAM ST1 -  BELFAST NORTH",334210,375492,23/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_54 - NELSON ST3: START OF DUAL C/WAY TO GT. GEORGE'S ST1 -  BELFAST NORTH",334184,375162,26/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0023_08 - CASTLEREAGH RD1: ORBY ST1(BOUNDARY) TO UPPER KNOCKBREDA RD -  BELFAST SOUTH",337327,372225,02/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0039_03 - SHANKILL RD1: AGNES ST2 TO AINSWORTH AV1 -  BELFAST NORTH",332703,374798,19/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0023_08 - CASTLEREAGH RD1: ORBY ST1(BOUNDARY) TO UPPER KNOCKBREDA RD -  BELFAST SOUTH",337504,372102,02/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0023_08 - CASTLEREAGH RD1: ORBY ST1(BOUNDARY) TO UPPER KNOCKBREDA RD -  BELFAST SOUTH",337506,372100,02/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0039_03 - SHANKILL RD1: AGNES ST2 TO AINSWORTH AV1 -  BELFAST NORTH",332576,374806,19/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0039_03 - SHANKILL RD1: AGNES ST2 TO AINSWORTH AV1 -  BELFAST NORTH",332334,374823,19/06/2006 00:00:00
