X,Y,STREETNAME,USRN,X_Coord,Y_Coord,OBJECTID
-5.905597030186931,54.411966865431772,ASHBURN,5705,336026,353508,1064
-7.292948272901888,54.995106068398265,ASHBURN AVENUE,5704,245302,416631,1065
-6.939537631265267,55.045330817032081,ASHBURN COURT,5703,267836,422508,1066
-5.863383919676282,54.606638846511729,ASHBURN GREEN,5702,338108,375256,1067
-7.600058739290327,54.708883833579272,ASHBURN PARK,5701,225828,384612,1068
-7.182985082752883,55.023458385148636,ASHBURN PARK,21222,252303,419864,1069
-5.931009734998645,54.591056984031475,ASHBURNE MEWS,5700,333790,373391,1070
-5.931663088078321,54.591292781922157,ASHBURNE PLACE,5699,333747,373416,1071
-5.635745375220973,54.645463717261705,ASHBURY AVENUE,5698,352669,380048,1072
-5.635925208917152,54.649304063735748,ASHBURY COURT,5697,352643,380475,1073
-6.68300848356288,55.113082584815544,ASHBURY CRESCENT,5695,284091,430329,1074
-5.633929437200069,54.649516666918998,ASHBURY CRESCENT,5696,352771,380503,1075
-5.63266213156801,54.650525229640401,ASHBURY GARDENS,5694,352849,380618,1076
-5.632939714849325,54.649748913759325,ASHBURY GROVE,5693,352834,380531,1077
-5.633126301589706,54.650803872922488,ASHBURY PARK,5692,352818,380648,1078
-6.681302962839759,55.113477356649646,ASHBURY PARK,5691,284199,430375,1079
-6.679573150192302,55.114132353162084,ASHBURY RISE,5690,284308,430450,1080
-5.632313132115493,54.649332309566496,ASHBURY ROAD,5689,352876,380486,1081
-6.677096930968999,55.114608540597267,ASHBY GLEN,5688,284465,430506,1082
-7.297181087628668,54.97999466021151,ASHCROFT,5687,245048,414946,1083
-6.252947981296441,54.544032807595151,ASHCROFT CLOSE,17072,313112,367592,1084
-7.300569026889582,54.980068095197808,ASHCROFT CLOSE,5686,244831,414952,1085
-6.049728487901105,54.503261031378017,ASHCROFT PARK,5685,326388,363400,1086
-5.673876743459109,54.602047685017986,ASHCROFT PARK,5684,350368,375134,1087
-6.254260159858083,54.544788491802969,ASHCROFT WAY,17073,313025,367674,1088
-6.308866460954884,54.749373927810517,ASHDALE,25791,308943,390359,1089
-7.608548158575942,54.352086834875891,ASHDALE,18470,225502,344891,1090
-6.646215630885844,55.137059566156978,ASHDALE,5682,286387,433043,1091
-6.260516834491311,54.879652123521247,ASHDALE,5683,311696,404936,1092
-5.616293227106641,54.265475403778062,ASHDALE AVENUE,16859,355357,337803,1093
-5.950987556870271,54.676592274697619,ASHDALE COURT,5861,332221,382873,1094
-7.295614724459811,54.610243629269441,ASHDALE COURT,5680,245562,373786,1095
-5.654030762681121,54.6505278921166,ASHDALE CRESCENT,5679,351470,380572,1096
-5.617303584878488,54.266322106273527,ASHDALE GARDENS,16860,355288,337895,1097
-6.940417563491173,55.044592895527607,ASHDALE PARK,5678,267781,422425,1098
-5.890120661885419,54.596658331246118,ASHDALE STREET,29449,336414,374093,1099
-6.783742221724558,54.50234664657124,ASHDENE,5676,278843,362228,1100
-5.933830326793081,54.623037933361942,ASHDENE DRIVE,5675,333503,376945,1101
-5.736170069940813,54.542406847288355,ASHDENE GRANGE,19057,346557,368365,1102
-6.350092827778584,54.455426865572548,ASHDENE PARK,23711,307057,357578,1103
-5.833269848679372,54.531031521458523,ASHDENE ROAD,24307,340313,366901,1104
-6.217011776505739,54.888840773203363,ASHFIELD,17960,314462,406029,1105
-6.324587839301228,54.190798484522723,ASHFIELD AVENUE,5674,309411,328164,1106
-5.93323608257193,54.622237107309616,ASHFIELD COURT,5673,333544,376857,1107
-5.543801586952148,54.636758806146958,ASHFIELD COURT,5672,358637,379283,1108
-5.934625719340481,54.623231209532037,ASHFIELD CRESCENT,5670,333451,376965,1109
-6.717890951247449,55.179156950762987,ASHFIELD DRIVE,5667,281730,437643,1110
-5.933167805760154,54.622972711023756,ASHFIELD DRIVE,5669,333546,376939,1111
-8.077040997500699,54.483927647434534,ASHFIELD DRIVE,38405,195055,359499,1112
-5.544867419427088,54.637580165382353,ASHFIELD DRIVE,5668,358565,379372,1113
-7.32114721762592,54.498860912051057,ASHFIELD GARDENS,21320,244032,361371,1114
-5.932549906913836,54.622333207471421,ASHFIELD GARDENS,5666,333588,376869,1115
-6.460877554156708,54.420241892182432,ASHFIELD MANOR,25318,299958,353499,1116
-7.202585746109022,54.38591334784396,ASHFIELD ROAD,3423,251856,348879,1117
-7.174574939454241,54.384997343820181,ASHFIELD ROAD,5883,253677,348798,1118
-7.11483913547078,55.03153328277984,ASHFIELD ROAD,22002,256650,420816,1119
-6.457286370523316,54.433403151986639,ASHFORD,39929,300159,354969,1120
-5.630049392063381,54.658138792791156,ASHFORD AVENUE,5881,352989,381471,1121
-5.6312594795793,54.658917261859209,ASHFORD DRIVE,5880,352908,381555,1122
-6.335266470441003,54.477648838744038,ASHFORD GRANGE,23712,307960,360074,1123
-5.865155711253029,54.606795911931528,ASHFORD GREEN,5879,337993,375270,1124
-6.058885097899324,54.521459141758925,ASHFORD HALL,5878,325739,365409,1125
-5.966424116321526,54.68787687936755,ASHFORD LODGE,5877,331189,384100,1126
-5.629766143776238,54.658744265704399,ASHFORD PARK,5876,353005,381539,1127
-7.019835880591963,54.89359847644193,ASHFORD PARK,21271,262940,405542,1128
-6.195311488860777,54.710684979425672,ASHGREEN,5875,316365,386235,1129
-7.628566790075296,54.339016216179225,ASHGROVE,5873,224208,343429,1130
-6.177607571670051,54.70789536902906,ASHGROVE,5874,317514,385954,1131
-6.526478102651268,54.296051075914598,ASHGROVE,23858,295989,339585,1132
-6.328259450514492,54.187138740967242,ASHGROVE AVENUE,5871,309181,327751,1133
-6.334345328208796,54.474500545704565,ASHGROVE AVENUE,23722,308028,359725,1134
-6.27226456445068,54.344177078821694,ASHGROVE AVENUE,5872,312408,345317,1135
-6.334662641251386,54.476562375316753,ASHGROVE CLOSE,23721,308002,359954,1136
-6.334799946715016,54.475081821734214,ASHGROVE CRESCENT,23713,307997,359789,1137
-6.497316952025387,55.070875960921171,ASHGROVE CRESCENT,5870,296041,425870,1138
-6.190776331839205,54.506011843659877,ASHGROVE DRIVE,24088,317244,363462,1139
-6.33590784679354,54.476292027173109,ASHGROVE DRIVE,23716,307922,359922,1140
-6.333836661315625,54.476766616388034,ASHGROVE GARDENS,23714,308055,359978,1141
-6.450000606748828,54.436975499644014,ASHGROVE MANOR,25316,300623,355377,1142
-7.288007985385356,54.98204325383378,ASHGROVE PARK,16735,245633,415180,1143
-6.191259837466569,54.50555187585551,ASHGROVE PARK,24087,317214,363410,1144
-7.317945620872742,54.607577746481802,ASHGROVE PARK,5864,244122,373475,1145
-7.468169606107534,54.817025841886441,ASHGROVE PARK,5863,234238,396707,1146
-6.600147931656791,54.754461678136899,ASHGROVE PARK,5866,290177,390512,1147
-6.333414634519412,54.193418781170202,ASHGROVE PARK,5865,308828,328442,1148
-6.333685871732955,54.475542641854815,ASHGROVE PARK,23715,308068,359842,1149
-6.053899959645645,54.502223128727586,ASHGROVE PARK,5867,326121,363277,1150
-5.95155691471681,54.621865727931471,ASHGROVE PARK,5868,332362,376781,1151
-6.33266473722465,54.19263569771082,ASHGROVE ROAD,5862,308879,328356,1152
-6.44890976179843,54.436476336059847,ASHGROVE ROAD,25315,300695,355323,1153
-7.450531335419825,54.518590201632151,ASHLANDS,20124,235632,363494,1154
-6.749105338103642,54.655185553803214,ASHLEA,5859,280784,379280,1155
-6.49484760277922,55.072848766473818,ASHLEA AVENUE,5858,296194,426093,1156
-6.518585348909604,54.295990293327478,ASHLEA BEND,23860,296503,339589,1157
-6.009586064412539,54.542338182496636,ASHLEA BEND,21134,328865,367822,1158
-6.518303443062341,54.297424351618396,ASHLEA CLOSE,23861,296518,339749,1159
-6.054158618169788,54.50360198879698,ASHLEA COURT,5857,326100,363430,1160
-6.494022391552204,55.073143998288593,ASHLEA DRIVE,5856,296246,426127,1161
-6.517713777221608,54.2958807513998,ASHLEA GARDENS,23859,296560,339578,1162
-6.486105511672494,54.870483148757302,ASHLEA PARK,25581,297240,403579,1163
-6.495216910801692,55.073437257521995,ASHLEA PLACE,5855,296169,426158,1164
-6.054953500797617,54.503444070550515,ASHLEA PLACE,5854,326049,363411,1165
-5.90163329434229,54.218558011948879,ASHLEIGH,38706,336924,331991,1166
-5.897106603278741,54.129305507208869,ASHLEIGH COURT,16794,337515,322067,1167
-6.315610765177707,54.456631069507623,ASHLEIGH CRESCENT,23717,309290,357765,1168
-6.1750020643065,54.238482637565994,ASHLEIGH GROVE,39605,319037,333713,1169
-5.902231328280274,54.219161478021739,ASHLEIGH HEIGHTS,37343,336883,332057,1170
-5.945946182588982,54.580493539786744,ASHLEIGH MANOR,5852,332859,372187,1171
-6.174012399727511,54.239357165786586,ASHLEIGH MEADOWS,25963,319099,333812,1172
-6.309659550492199,54.859970402447949,ASHLEIGH PARK,5803,308595,402668,1173
-6.535554532347553,54.70691957739875,ASHLEIGH PARK,17527,294446,385305,1174
-5.818911494771581,54.720037814774457,ASHLEIGH PARK,5802,340589,387965,1175
-5.950373956189885,54.584728707848925,ASHLEY AVENUE,5800,332559,372650,1176
-6.639405686891976,54.340179695214225,ASHLEY AVENUE,5801,288542,344349,1177
-6.457837082059066,54.433922296931257,ASHLEY CLOSE,25314,300122,355026,1178
-6.640007949307913,54.338704076438958,ASHLEY CLOSE,5799,288506,344184,1179
-6.262509202605698,54.112539274246458,ASHLEY COURT,27378,313677,319552,1180
-5.541977267438012,54.607949251322843,ASHLEY CRESCENT,24013,358867,376081,1181
-5.541284293368243,54.608402432834957,ASHLEY DRIVE,24015,358910,376133,1182
-5.638543812446603,54.662393199155247,ASHLEY DRIVE,5798,352425,381926,1183
-5.948832017286396,54.584936183120433,ASHLEY DRIVE,5797,332658,372676,1184
-7.303654287895295,54.59350931774442,ASHLEY GARDENS,5792,245061,371918,1185
-5.635664966367795,54.664987748796023,ASHLEY GARDENS,5794,352601,382221,1186
-6.640171680852651,54.341661757841216,ASHLEY GARDENS,5796,288489,344513,1187
-5.932624365170267,54.634904479774391,ASHLEY GARDENS,5793,333542,378268,1188
-6.262178172790922,54.348506627968376,ASHLEY GARDENS,5795,313052,345815,1189
-6.013091975660285,54.549691625696212,ASHLEY GROVE,39245,328615,368634,1190
-6.458763352149797,54.433880215431202,ASHLEY HEIGHTS,25313,300062,355020,1191
-6.262556298507983,54.112144608906512,ASHLEY HEIGHTS,27374,313675,319508,1192
-6.642199987075212,54.342636940154975,ASHLEY HEIGHTS,5791,288355,344619,1193
-6.009137681060663,54.551225907817397,ASHLEY LODGE,21133,328866,368812,1194
-5.947050930212042,54.583746902473095,ASHLEY MEWS,5790,332777,372547,1195
-6.470842944673534,55.07212736894877,ASHLEY PARK,20396,297729,426046,1196
-7.600741112100311,54.413301754881871,ASHLEY PARK,28518,225971,351708,1197
-5.540296696438114,54.608607004073924,ASHLEY PARK,24014,358973,376158,1198
-6.009794381399592,54.550437057241524,ASHLEY PARK,21132,328826,368723,1199
-5.95859370815527,54.70112361077765,ASHLEY PARK,5787,331651,385589,1200
-5.884524322762162,54.516251124793001,ASHLEY PARK,18212,337045,365155,1201
-6.639379512802843,54.339110267773698,ASHLEY PARK,5789,288546,344230,1202
-5.637066120832131,54.66435017231511,ASHLEY PARK,5788,352513,382147,1203
-5.965098221542011,54.709714721997692,ASHLEY ROAD,5786,331204,386533,1204
-6.265182405145061,54.348019764682157,ASHLEY STREET,5785,312858,345756,1205
-6.646251789072215,54.551222438874127,ASHLOUGH DRIVE,5784,287645,367831,1206
-7.212970050318363,54.623838234585342,ASHMENAGH ROAD,5783,250885,375356,1207
-6.409755899441357,54.184064698567958,ASHMORE HILL,18043,303869,327286,1208
-5.953414879574218,54.600899278123876,ASHMORE PLACE,5782,332310,374444,1209
-5.953572504527337,54.601459013350812,ASHMORE STREET,5781,332298,374506,1210
-5.542726895995895,54.381518541603853,ASHMOUNT DRIVE,25449,359699,350881,1211
-6.026960522887433,54.511822537044274,ASHMOUNT GARDENS,5780,327836,364394,1212
-5.864246147274594,54.606725949866096,ASHMOUNT GROVE,5779,338052,375264,1213
-6.025153404203498,54.51119103046981,ASHMOUNT PARK,5777,327955,364327,1214
-5.863975207606083,54.607170424622254,ASHMOUNT PARK,5778,338068,375314,1215
-7.303477493228347,54.977165393950585,ASHTHORPE,36468,244648,414627,1216
-5.99178654513213,54.563347245307881,ASHTON AVENUE,5775,329950,370193,1217
-6.660630887803662,55.116324037367292,ASHTON DRIVE,5774,285512,430717,1218
-6.354570667011441,54.159576073575707,ASHTON HEIGHTS,18694,307535,324643,1219
-6.659429345455676,55.116167088044101,ASHTON PARK,5772,285589,430701,1220
-5.990065541967603,54.563129971523949,ASHTON PARK,5773,330062,370172,1221
-6.48251559560746,54.222182323420988,ASHTREE GROVE,27479,299028,331424,1222
-6.462483792274111,54.355098052455624,ASHTREE HILL,26847,300012,346246,1223
-6.368657492400681,54.254791497258637,ASHTREE HILL,5769,306370,335219,1224
-6.457311957764548,54.353549588940908,ASHTREE LANE,26850,300352,346081,1225
-6.072754051742391,54.465076080848164,ASHVALE DRIVE,5768,325013,359109,1226
-6.306802253119025,54.317667592982282,ASHVALE DRIVE,23253,310233,342312,1227
-6.072612390711813,54.465792616975634,ASHVALE HEIGHTS,5767,325020,359189,1228
-6.123891918800908,54.567984352950539,ASHVALE HEIGHTS,5766,321392,370473,1229
-5.724549859119808,54.834409359221574,ASHVALE PARK,22209,346255,400887,1230
-5.55191118038652,54.577338323816143,ASHVALE PARK,18170,358344,372652,1231
-6.07439412192858,54.464967461304148,ASHVALE PARK,5765,324907,359094,1232
-6.74843507194463,54.41354759661921,ASHVEAGH,17779,281306,352384,1233
-6.196878284723503,54.71244229776007,ASHVILLE PARK,5764,316259,386428,1234
-6.348479752992072,54.459106446913488,ASHWOOD,23720,307152,357990,1235
-6.759728673302046,54.6319820367845,ASHWOOD HEIGHTS,39429,280144,376685,1236
-6.759536340756551,54.632195676169189,ASHWOOD HEIGHTS,39249,280156,376709,1237
-7.674212001466599,54.335258334854977,ASHWOODS ROAD,32216,221241,342996,1238
-5.549236415061605,54.645037032822586,ASPEN,5763,358254,380192,1239
-5.920091405651309,54.68468216220203,ASPEN PARK,5762,334187,383832,1240
-6.017988760094803,54.555486405245524,ASPEN PARK,21131,328280,369270,1241
-6.01899798958065,54.555395122894929,ASPEN WALK,21130,328215,369258,1242
-6.177945259203232,54.706247308215062,ASPENBURN,5761,317497,385770,1243
-6.640388938993065,54.118651985750162,ASSAN ROAD,19497,288953,319691,1244
-5.899062043483089,54.324353576704326,ASSISI GARDENS,5760,336741,343770,1245
-5.862847138735634,54.596503095082376,ASTON GARDENS,5758,338177,374129,1246
-5.682453731452555,54.646924085828772,ASTON GARDENS,5759,349649,380110,1247
-5.864564927398201,54.594727409661637,ASTORIA GARDENS,5757,338072,373928,1248
-7.324602558216685,55.00165475974805,ASYLUM ROAD,5756,243269,417340,1249
-6.699797384992016,54.414821463899948,ATHBOY LANE,17877,284461,352583,1250
-6.699407343014049,54.415464120205193,ATHBOY MEADOWS,17879,284485,352655,1251
-7.0406173357053,54.583363848005163,ATHENREE ROAD,26509,262079,370989,1252
-6.682189243645609,55.125111148844688,ATHOL AVENUE,5755,284118,431669,1253
-5.93675445109491,54.596168738972835,ATHOL STREET,5754,333402,373949,1254
-6.452344334033778,54.421417591730005,ATKINSON AVENUE,25323,300509,353642,1255
-6.653905881996501,55.206701031425411,ATLANTIC AVENUE,5750,285747,440786,1256
-5.93616207042979,54.616437807445131,ATLANTIC AVENUE,5751,333374,376206,1257
-6.2503043238407,55.20555746470491,ATLANTIC AVENUE,5752,311443,441229,1258
-5.993534187919039,54.990211614011464,ATLANTIC AVENUE,18110,328477,417700,1259
-6.225991149504556,54.723770052028094,ATLANTIC AVENUE,5753,314351,387641,1260
-6.718177847531736,55.188798745549363,ATLANTIC BAY,5749,281692,438716,1261
-6.718152681700196,55.188115772110876,ATLANTIC CIRCLE,5748,281695,438640,1262
-6.666913212181097,55.149792318568551,ATLANTIC COURT,37085,285040,434435,1263
-6.718248994687126,55.188538986243827,ATLANTIC COVE,37086,281688,438687,1264
-6.664216131932971,55.154928082176212,ATLANTIC CRESCENT,5747,285201,435010,1265
-6.664369367195607,55.166769509799629,ATLANTIC ROAD,5746,285166,436328,1266
-6.038893635579221,54.111994978019887,ATTICAL BOG ROAD,22500,328301,319874,1267
-6.044354109494641,54.119119493935422,ATTICAL ROAD,22504,327922,320657,1268
-7.322399876316588,54.992345382998735,AUBERY STREET,5744,243420,416305,1269
-6.618172068158265,54.752000269969216,AUBURN DRIVE,5743,289022,390215,1270
-5.681791778168961,54.646848512573747,AUBURN PARK,5742,349692,380103,1271
-6.005344923269551,54.549761751388615,AUBURN PLACE,21129,329116,368656,1272
-6.004234320227727,54.551297824543688,AUBURN STREET,21128,329183,368829,1273
-6.044551439514294,54.522755558733976,AUDLEY AVENUE,5741,326663,365579,1274
-5.67363777228144,54.592671169367385,AUDLEYS CLOSE,5740,350418,374091,1275
-5.673762247941659,54.592116459078234,AUDLEYS DRIVE,5739,350412,374029,1276
-5.673322808298685,54.592224820009953,AUDLEYS GARDENS,5738,350440,374042,1277
-5.672978474212133,54.591750948110779,AUDLEYS PARK,5737,350464,373990,1278
-5.674031563309256,54.593092076843959,AUDLEYS WAY,5736,350391,374137,1279
-5.594429612724817,54.374805531979547,AUDLEYSTOWN ROAD,5735,356366,350018,1280
-5.961708010331856,54.897348276931915,AUGHABOY ROAD,29455,330815,407423,1281
-6.666687983172075,54.562930973484285,AUGHAGRANNA ROAD,26625,286298,369109,1282
-6.374714680315591,54.286481679443817,AUGHAN GROVE,25685,305894,338737,1283
-6.375813202415871,54.287053537704402,AUGHAN PARK,25686,305821,338799,1284
-6.514812447719631,54.140815266402363,AUGHANDUFF ROAD,24525,297112,322323,1285
-6.786806216553274,54.396276620128404,AUGHANTARRAGH ROAD,5734,278848,350418,1286
-7.612024445983232,54.361809269729974,AUGHAWARD ROAD,32223,225270,345972,1287
-7.219148649601725,54.524324030261845,AUGHER POINT ROAD,28588,250609,364274,1288
-7.121651798204293,54.41408148452274,AUGHER ROAD,3609,257075,352077,1289
-7.144249431712484,54.422131458609812,AUGHER ROAD,5237,255597,352955,1290
-7.163548732106506,54.41477430373876,AUGHER ROAD,5732,254354,352121,1291
-6.893169759000675,54.500119159635233,AUGHINTOBER ROAD,5731,271758,361863,1292
-7.279969784090662,55.004398920474713,AUGHLISH COURT,5851,246122,417674,1293
-6.384603584430971,54.339049152284048,AUGHLISH ROAD,26848,305116,344573,1294
-6.031083306011205,54.653230771524989,AUGHNABRACK ROAD,5850,327128,380125,1295
-6.303401457367785,54.247924453456456,AUGHNACAVAN ROAD,5849,310641,334555,1296
-6.178498038522136,54.328969792314659,AUGHNACLOY ROAD,22272,318549,343778,1297
-6.264916646932346,54.170195353893092,AUGHNAGON ROAD,29457,313362,325965,1298
-6.649928987378931,54.190689750583843,AUGHNAGURGAN ROAD,19604,288176,327697,1299
-6.00522541967366,54.096570300399158,AUGHNAHOORY ROAD,22503,330551,318219,1300
-6.444605091315662,54.853131889498989,AUGHNAHOY ROAD,25582,299947,401706,1301
-6.009830998015878,54.083716380641469,AUGHNALOOPY ROAD,22501,330290,316780,1302
-7.125076212696569,54.687411993201394,AUGHNAMIRIGAN ROAD,5847,256474,382500,1303
-6.068641869245831,54.364054630329285,AUGHNASKEAGH ROAD,20039,325588,347873,1304
-6.141064126763095,54.262861543058492,AUGHNAVALLOG COTTAGES,25964,321178,336484,1305
-6.020509526582098,54.540468942332978,AUGHRIM COURT,21127,328164,367594,1306
-6.498900127983084,54.766339924703843,AUGHRIM LANE,27006,296667,391969,1307
-5.937737929768188,54.590489000223769,AUGHRIM PARK,5846,333357,373315,1308
-6.034598605125791,54.097727796171533,AUGHRIM ROAD,22502,328626,318294,1309
-6.554407970435108,54.752604314855425,AUGHRIM ROAD,5845,293126,390365,1310
-7.863251298264119,54.298375453706171,AUGHRIM ROAD,32232,208952,338850,1311
-5.701072791849968,54.577291317285194,AUSTER PARK,5844,348701,372321,1312
-6.40959695363749,54.35359489208485,AUSTIN DRIVE,26849,303454,346155,1313
-6.407901996455586,54.449059998843822,AUSTIN PLACE,25322,303324,356783,1314
-5.922260981205879,54.579343266801409,AVA AVENUE,5843,334394,372104,1315
-5.925673033805604,54.575511292057435,AVA CRESCENT,5842,334186,371671,1316
-5.923735655745574,54.576807842602165,AVA DRIVE,5841,334307,371819,1317
-5.664731231632851,54.409631959393742,AVA DRIVE,22869,351670,353740,1318
-5.693552266702236,54.64410796603957,AVA FARM,5840,348943,379773,1319
-5.923748539405694,54.578074958990491,AVA GARDENS,5839,334302,371960,1320
-5.92350341364276,54.578636810733663,AVA PARADE,5838,334316,372023,1321
-5.924410127506942,54.576927239015745,AVA PARK,5837,334263,371831,1322
-5.922776694442416,54.578327825751771,AVA STREET,5835,334364,371990,1323
-5.682871723284713,54.652646838649019,AVA STREET,5836,349601,380746,1324
-6.0379727595834,54.507913646239771,AVA STREET,5834,327135,363939,1325
-6.317429687135743,54.45890256228013,AVENUE ROAD,23719,309166,358015,1326
-7.378720729442477,54.715999734432977,AVERY PARK,24731,240088,385508,1327
-7.303880110851498,54.989995080232617,AVISH GARDENS,5833,244608,416055,1328
-7.213389552089034,55.009430074015881,AVISH ROAD,21223,250376,418280,1329
-5.994864780511549,54.590398073646142,AVOCA CLOSE,5832,329665,373198,1330
-6.246438503069623,54.10960156419592,AVOCA LAWN,27375,314736,319251,1331
-5.944606681650587,54.611693695179049,AVOCA STREET,5830,332844,375662,1332
-6.208386502528088,54.712927457430901,AVON COURT,5829,315516,386463,1333
-6.652196399670607,55.115934552329819,AVONBROOK GARDENS,5827,286051,430684,1334
-6.217171115103675,54.730567562257981,AVONDALE,5826,314900,388412,1335
-7.294616829466653,54.990839969286647,AVONDALE AVENUE,5825,245200,416155,1336
-6.005580011594024,54.747054522112364,AVONDALE DRIVE,5824,328477,390614,1337
-6.394266963361082,54.450397878341896,AVONDALE MANOR,5823,304205,356952,1338
-5.88642052200627,54.594302542183939,AVONDALE STREET,5822,336661,373838,1339
-5.89543137730353,54.592402038215212,AVONIEL DRIVE,5821,336085,373609,1340
-5.895773969820059,54.592659580435978,AVONIEL PARADE,5820,336062,373637,1341
-5.896573400274817,54.593059841854995,AVONIEL ROAD,5819,336009,373680,1342
-6.399296503164891,54.451497848910634,AVONLEA CRESCENT,5818,303876,357067,1343
-5.916077210869093,54.661638611768879,AVONLEA GARDENS,5817,334522,381275,1344
-6.396576187981646,54.452063727579869,AVONLEA GROVE,5816,304051,357134,1345
-6.397608364871365,54.45169109289737,AVONLEA MANOR,5815,303985,357091,1346
