Year,WTW Code,WTW Name,Sample Id,Date,Parameter,PCV,Result,Units
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1951998,13-Jan-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1952638,20-Jan-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1953243,27-Jan-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1954359,01-Feb-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1960300,03-Feb-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1961798,10-Feb-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1973633,03-Mar-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1974301,10-Mar-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1976880,17-Mar-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1980324,24-Mar-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1991251,14-Apr-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1994477,21-Apr-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1997991,28-Apr-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2001651,05-May-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2005577,12-May-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2012411,22-May-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2012689,26-May-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2015971,02-Jun-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2020905,09-Jun-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2023442,16-Jun-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2027038,23-Jun-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2033698,30-Jun-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2039604,14-Jul-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2041556,21-Jul-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2045533,28-Jul-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2049107,04-Aug-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2052012,11-Aug-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2057412,25-Aug-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2060670,01-Sep-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2064242,08-Sep-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2067886,15-Sep-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2071461,22-Sep-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2074602,29-Sep-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2081524,13-Oct-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2085036,20-Oct-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2088928,27-Oct-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2092350,03-Nov-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2096169,10-Nov-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2103476,24-Nov-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2106927,01-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2110323,08-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2113718,15-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2119778,22-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-2120134,29-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Cyanide,50,<0.5000,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Cyanide,50,0.8,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Cyanide,50,<0.5000,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Cyanide,50,<0.5000,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Cyanide,50,<0.5000,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Cyanide,50,<0.5000,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Cyanide,50,<0.5000,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Cyanide,50,<1.0000,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Dicamba,0.1,<0.0120,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Dicamba,0.1,<0.0012,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Dicamba,0.1,<0.0120,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Dicamba,0.1,<0.0120,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Dicamba,0.1,<0.0120,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Dicamba,0.1,<0.0120,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Dicamba,0.1,<0.0120,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Dicamba,0.1,<0.0120,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Dichlorprop,0.1,<0.0300,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Diuron,0.1,<0.0033,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Diuron,0.1,<0.0033,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Diuron,0.1,<0.0033,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Diuron,0.1,<0.0033,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Diuron,0.1,<0.0033,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Diuron,0.1,<0.0033,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Diuron,0.1,<0.0033,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Diuron,0.1,<0.0033,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Fluroxypyr,0.1,0.015,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Fluroxypyr,0.1,0.014,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Fluroxypyr,0.1,0.0093,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Fluroxypyr,0.1,0.0079,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Fluroxypyr,0.1,0.0093,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Fluroxypyr,0.1,0.0092,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Heptachlor epoxide,0.03,<0.0051,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Hexachlorobenzene,0.1,<0.0056,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Hexachlorobenzene,0.1,<0.0056,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Hexachlorobenzene,0.1,<0.0056,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Hexachlorobenzene,0.1,<0.0056,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Hexachlorobenzene,0.1,<0.0056,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Hexachlorobenzene,0.1,<0.0056,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Hexachlorobenzene,0.1,<0.0056,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Hexachlorobenzene,0.1,<0.0056,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,Linuron,0.1,<0.0055,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,Linuron,0.1,<0.0055,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,Linuron,0.1,<0.0055,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,Linuron,0.1,<0.0055,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2038720,07-Jul-14,Linuron,0.1,<0.0055,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2054637,18-Aug-14,Linuron,0.1,<0.0055,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2078146,06-Oct-14,Linuron,0.1,<0.0055,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2099760,17-Nov-14,Linuron,0.1,<0.0055,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1951239,06-Jan-14,MCPA,0.1,0.032,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1962600,17-Feb-14,MCPA,0.1,0.026,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-1987415,07-Apr-14,MCPA,0.1,0.031,ug/l
2014,W1301P,Moyola PPP,W1301POUT-14-2009462,19-May-14,MCPA,0.1,0.047,ug/l
