a_year,a_ref,a_dcu,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2013,CC2013010300659,NEWM,3,2,1,THU,3,1,13,35,305846,315357,13,60, , , , , , , , , , 
2013,CC2013010300700,FERM,3,1,1,TUE,1,1,10,30,230743,327589,13,60, , , , , , , , , , 
2013,CC2013010300723,BELN,3,2,2,THU,3,1,16,55,331850,376889,13,30, , , , , , , , , , 
2013,CC2013010300747,CFER,2,2,1,THU,3,1,17,10,342046,390504,13,40,10,7,1,1,4,1,1,1,1,1
2013,CC2013010300958,BELS,3,2,1,THU,3,1,19,0,333615,374165,2,30, , , , , , , , , , 
2013,CC2013010400222,BELS,3,2,1,FRI,4,1,8,15,334189,374481,13,30, , , , , , , , , , 
2013,CC2013010400409,CREA,3,2,2,WED,2,1,17,30,335925,367795,13,50, , , , , , , , , , 
2013,CC2013010400465,CRAI,3,2,1,FRI,4,1,12,20,307803,354175,13,60, , , , , , , , , , 
2013,CC2013010400657,LISB,3,2,2,FRI,4,1,14,55,333647,362884,13,60, , , , , , , , , , 
2013,CC2013010400761,BELN,3,2,2,FRI,4,1,16,3,333321,379210,13,30, , , , , , , , , , 
2013,CC2013010400825,CREA,3,2,1,FRI,4,1,16,50,336029,364641,13,30, , , , , , , , , , 
2013,CC2013010400873,BELE,2,2,1,FRI,4,1,17,41,338156,373956,13,30,12,7,1,12,4,1,1,1,1,1
2013,CC2013010400877,DOWN,3,2,1,FRI,4,1,17,44,340279,345918,13,60, , , , , , , , , , 
2013,CC2013010400993,BELN,2,1,1,FRI,4,1,19,12,332453,376074,13,30,12,7,1,1,4,1,1,1,1,1
2013,CC2013010401017,CRAI,3,2,1,FRI,4,1,19,30,307205,354176,13,30, , , , , , , , , , 
2013,CC2013010401075,CFER,3,2,1,FRI,4,1,20,28,339195,386273,11,50, , , , , , , , , , 
2013,CC2013010401139,ANTR,3,1,1,FRI,4,1,21,21,321336,387223,13,60, , , , , , , , , , 
2013,CC2013010401159,BMON,3,1,1,FRI,4,1,21,39,299282,431399,13,60, , , , , , , , , , 
2013,CC2013010401187,LISB,3,2,2,FRI,4,1,22,0,331666,366098,13,60, , , , , , , , , , 
2013,CC2013010500339,BMEN,3,2,2,SAT,5,1,9,30,325498,395885,13,60, , , , , , , , , , 
2013,CC2013010500584,MOYL,3,1,1,SAT,5,1,14,43,315670,440459,13,60, , , , , , , , , , 
2013,CC2013010500593,BELS,3,2,2,SAT,5,1,14,51,334141,373407,13,30, , , , , , , , , , 
2013,CC2013010500719,NABB,3,2,2,SAT,5,1,16,50,332081,383149,13,30, , , , , , , , , , 
2013,CC2013010500810,BELE,3,2,1,SAT,5,1,18,16,338337,377411,13,30, , , , , , , , , , 
2013,CC2013010500835,ARDS,3,2,2,FRI,4,1,17,10,360238,364892,13,60, , , , , , , , , , 
2013,CC2013010500842,OMAG,3,2,4,SAT,5,1,18,54,246346,380046,13,60, , , , , , , , , , 
2013,CC2013010500860,NDOW,3,2,2,SAT,5,1,19,15,344927,380888,11,50, , , , , , , , , , 
2013,CC2013010500869,ANTR,3,2,6,SAT,5,1,19,28,324790,378657,13,60, , , , , , , , , , 
2013,CC2013010501018,BMEN,3,2,3,SAT,5,1,21,41,310712,403766,13,30, , , , , , , , , , 
2013,CC2013010501113,BELE,3,2,1,SAT,5,1,22,40,335842,372849,13,30, , , , , , , , , , 
2013,CC2013010501129,LISB,3,2,1,SAT,5,1,22,30,323724,358354,13,60, , , , , , , , , , 
2013,CC2013010600048,DOWN,3,1,1,SUN,6,1,0,40,346976,347413,13,60, , , , , , , , , , 
2013,CC2013010600102,BELW,3,1,1,SUN,6,1,1,38,329686,371229,13,30, , , , , , , , , , 
2013,CC2013010600116,COLE,3,1,2,SUN,6,1,1,50,284991,432064,13,30, , , , , , , , , , 
2013,CC2013010600430,COLE,3,2,6,SUN,6,1,11,0,286890,419990,13,60, , , , , , , , , , 
2013,CC2013010600448,DAST,3,2,3,SUN,6,1,11,29,285332,358277,13,60, , , , , , , , , , 
2013,CC2013010600507,CFER,3,2,1,SUN,6,1,12,50,341273,388197,13,30, , , , , , , , , , 
2013,CC2013010600740,LISB,3,3,2,SUN,6,1,17,20,327953,368584,13,30, , , , , , , , , , 
2013,CC2013010600783,ARDS,2,1,4,SUN,6,1,18,0,352158,371271,13,60,1,1,1,1,6,1,2,1,1,1
2013,CC2013010600828,OMAG,3,1,2,SUN,6,1,16,55,241706,374034,13,60, , , , , , , , , , 
2013,CC2013010600909,NEWM,3,1,1,SUN,6,1,20,30,308641,324963,13,30, , , , , , , , , , 
2013,CC2013010600989,FOYL,3,2,1,SUN,6,1,22,0,242183,419314,13,30, , , , , , , , , , 
2013,CC2013010700148,FERM,3,1,1,MON,7,1,7,56,246855,327748,13,60, , , , , , , , , , 
2013,CC2013010700153,NDOW,2,1,2,MON,7,1,8,0,341910,379721,13,60,1,1,1,1,6,2,2,1,1,1
2013,CC2013010700199,NEWM,3,1,2,MON,7,1,8,45,314362,318570,13,30, , , , , , , , , , 
2013,CC2013010700318,BELW,3,2,1,MON,7,1,11,13,330693,371870,13,30, , , , , , , , , , 
2013,CC2013010700374,CRAI,3,2,1,MON,7,1,12,0,300241,353388,14,30, , , , , , , , , , 
2013,CC2013010700383,BELN,3,2,2,MON,7,1,12,10,332210,375102,13,30, , , , , , , , , , 
2013,CC2013010700459,LISB,3,2,1,MON,7,1,13,22,323701,360534,13,30, , , , , , , , , , 
2013,CC2013010700513,ARMA,3,2,1,MON,7,1,2,41,287137,345185,13,30, , , , , , , , , , 
2013,CC2013010700587,BELE,3,2,1,MON,7,1,15,7,334751,374486,13,30, , , , , , , , , , 
2013,CC2013010700736,ARMA,3,2,2,MON,7,1,16,50,286162,347760,13,60, , , , , , , , , , 
2013,CC2013010700813,ARDS,3,1,1,MON,7,1,17,55,359860,362741,13,30, , , , , , , , , , 
2013,CC2013010700851,ARMA,2,2,2,MON,7,1,18,0,290886,342430,13,60,1,1,1,1,6,2,2,1,1,1
2013,CC2013010700857,BELE,3,2,3,MON,7,1,18,26,334979,374113,13,30, , , , , , , , , , 
2013,CC2013010700890,CREA,3,2,1,MON,7,1,17,30,333723,368487,13,50, , , , , , , , , , 
2013,CC2013010700920,BELN,3,2,1,MON,7,1,19,30,333330,374904,11,50, , , , , , , , , , 
2013,CC2013010701071,MOYL,2,2,1,MON,7,1,22,5,298337,434323,13,60,1,1,1,1,6,2,2,1,1,1
2013,CC2013010800010,LISB,2,1,2,TUE,8,1,0,11,323405,363179,13,40,1,1,1,1,4,1,2,1,1,1
2013,CC2013010800139,ANTR,3,4,5,TUE,8,1,8,14,325423,385869,12,70, , , , , , , , , , 
2013,CC2013010800218,ANTR,3,3,3,TUE,8,1,9,47,325423,385869,12,70, , , , , , , , , , 
2013,CC2013010800248,BELS,3,2,1,TUE,8,1,10,10,333626,373183,13,30, , , , , , , , , , 
2013,CC2013010800252,ARDS,3,3,2,TUE,8,1,10,16,341855,362043,13,60, , , , , , , , , , 
2013,CC2013010800298,CFER,3,2,3,TUE,8,1,10,45,347241,391432,13,60, , , , , , , , , , 
2013,CC2013010800380,BELN,3,2,1,TUE,8,1,10,10,331303,375385,13,30, , , , , , , , , , 
2013,CC2013010800423,BELN,3,1,1,TUE,8,1,12,51,332428,376086,13,30, , , , , , , , , , 
2013,CC2013010800504,ARDS,3,2,1,TUE,8,1,14,16,358008,379024,13,30, , , , , , , , , , 
2013,CC2013010800509,NDOW,3,1,1,TUE,8,1,14,15,353833,383411,13,30, , , , , , , , , , 
2013,CC2013010800523,CREA,3,2,1,TUE,8,1,14,28,335491,370439,11,30, , , , , , , , , , 
2013,CC2013010800564,NDOW,3,2,3,TUE,8,1,15,0,351692,380580,11,40, , , , , , , , , , 
2013,CC2013010800585,LISB,2,2,3,TUE,8,1,15,14,325305,366338,13,50,12,7,1,1,1,1,1,1,1,1
2013,CC2013010800720,BELE,3,1,1,TUE,8,1,16,45,335719,373682,13,30, , , , , , , , , , 
2013,CC2013010800758,CFER,3,2,1,TUE,8,1,17,28,342210,388517,13,30, , , , , , , , , , 
2013,CC2013010800908,BELN,3,1,1,TUE,8,1,19,33,333032,375176,13,30, , , , , , , , , , 
2013,CC2013010800912,BELW,3,2,1,TUE,8,1,19,35,333434,374338,13,30, , , , , , , , , , 
2013,CC2013010801011,LISB,3,2,1,TUE,8,1,16,50,329634,369658,11,50, , , , , , , , , , 
2013,CC2013010801046,BELN,3,2,1,TUE,8,1,21,40,334434,377755,12,70, , , , , , , , , , 
2013,CC2013010801086,LISB,3,2,2,TUE,8,1,22,15,327041,364202,13,30, , , , , , , , , , 
2013,CC2013010900023,FOYL,3,3,1,WED,9,1,0,38,245242,419280,13,50, , , , , , , , , , 
2013,CC2013010900114,DOWN,2,1,1,WED,9,1,6,30,339120,348243,13,60,12,7,1,1,7,9,4,1,1,1
2013,CC2013010900118,FERM,3,2,2,WED,9,1,6,45,198302,347269,13,60, , , , , , , , , , 
2013,CC2013010900123,NEWM,3,1,1,WED,9,1,7,0,317400,327760,13,60, , , , , , , , , , 
2013,CC2013010900144,BELS,3,3,1,WED,9,1,8,0,334633,373925,13,30, , , , , , , , , , 
2013,CC2013010900175,CRAI,3,1,1,WED,9,1,8,55,312359,355430,13,60, , , , , , , , , , 
2013,CC2013010900198,BELS,3,2,1,WED,9,1,9,30,335014,372073,13,30, , , , , , , , , , 
2013,CC2013010900221,DOWN,1,1,2,WED,9,1,9,57,345744,351734,13,30,12,7,1,1,1,1,1,1,1,1
2013,CC2013010900249,BELS,3,2,1,WED,9,1,8,45,333304,372932,13,30, , , , , , , , , , 
2013,CC2013010900381,LISB,2,2,1,WED,9,1,12,40,327555,367877,13,50,6,3,1,11,1,1,2,1,1,1
2013,CC2013010900428,LIMA,3,1,1,WED,9,1,13,35,267821,424100,13,60, , , , , , , , , , 
2013,CC2013010900432,CRAI,3,2,1,WED,9,1,13,40,306030,357801,13,60, , , , , , , , , , 
2013,CC2013010900494,OMAG,3,1,1,WED,9,1,14,28,245028,372931,13,30, , , , , , , , , , 
2013,CC2013010900541,BELW,3,2,1,WED,9,1,14,52,329473,371288,13,30, , , , , , , , , , 
2013,CC2013010900684,FOYL,3,2,2,WED,9,1,16,0,243158,416228,13,30, , , , , , , , , , 
2013,CC2013010900714,NDOW,3,2,1,WED,9,1,16,53,350185,378584,11,40, , , , , , , , , , 
2013,CC2013010900722,LISB,2,1,1,WED,9,1,17,4,324707,363758,13,30,12,7,1,1,4,1,1,1,1,1
2013,CC2013010900741,DAST,3,2,1,WED,9,1,17,22,285748,363865,13,60, , , , , , , , , , 
2013,CC2013010900756,NABB,3,2,3,WED,9,1,17,34,328982,391033,13,30, , , , , , , , , , 
2013,CC2013010900758,DOWN,3,2,1,WED,9,1,8,35,341434,359388,13,60, , , , , , , , , , 
2013,CC2013010900798,BELN,3,2,1,WED,9,1,18,10,333316,375929,13,30, , , , , , , , , , 
2013,CC2013010900890,ARDS,3,2,2,WED,9,1,19,10,348924,373138,13,30, , , , , , , , , , 
2013,CC2013011000184,CREA,3,2,1,THU,10,1,8,45,338019,372286,13,30, , , , , , , , , , 
2013,CC2013011000264,CRAI,3,2,2,THU,10,1,10,0,304657,356659,1,40, , , , , , , , , , 
2013,CC2013011000389,DAST,3,1,1,THU,10,1,12,6,262195,353529,13,60, , , , , , , , , , 
2013,CC2013011000527,LISB,3,2,2,THU,10,1,13,45,328293,370278,13,30, , , , , , , , , , 
2013,CC2013011000542,BELS,3,2,1,THU,10,1,12,15,334176,375134,13,30, , , , , , , , , , 
2013,CC2013011000607,DOWN,3,2,2,THU,10,1,15,0,340838,340384,13,30, , , , , , , , , , 
2013,CC2013011000668,DAST,3,2,1,THU,10,1,15,47,283920,359885,13,60, , , , , , , , , , 
2013,CC2013011000768,BELS,3,2,1,THU,10,1,16,10,333898,371629,13,30, , , , , , , , , , 
2013,CC2013011000807,BELE,3,2,1,THU,10,1,17,30,337201,374660,13,30, , , , , , , , , , 
2013,CC2013011000819,FERM,3,1,1,THU,10,1,17,52,219413,340738,13,60, , , , , , , , , , 
2013,CC2013011000849,BELS,3,2,1,THU,10,1,18,15,332624,372478,13,30, , , , , , , , , , 
2013,CC2013011001035,NDOW,3,2,3,THU,10,1,20,45,350081,379369,13,30, , , , , , , , , , 
2013,CC2013011100151,LARN,2,2,1,FRI,11,1,7,15,340546,400796,13,30,1,1,1,1,6,9,2,1,1,1
2013,CC2013011100162,LARN,3,1,1,FRI,11,1,7,55,343338,396940,13,60, , , , , , , , , , 
2013,CC2013011100163,LISB,3,1,1,FRI,11,1,8,0,325281,373687,13,60, , , , , , , , , , 
2013,CC2013011100210,ANTR,3,1,1,FRI,11,1,9,20,316297,376425,13,60, , , , , , , , , , 
2013,CC2013011100228,CRAI,3,2,1,THU,10,1,22,20,307807,354198,13,60, , , , , , , , , , 
2013,CC2013011100347,LIMA,3,1,1,FRI,11,1,11,15,267939,427053,13,60, , , , , , , , , , 
2013,CC2013011100378,ARMA,3,2,1,FRI,11,1,12,0,300934,335707,13,60, , , , , , , , , , 
2013,CC2013011100404,BELS,3,2,1,FRI,11,1,12,26,334080,375225,14,30, , , , , , , , , , 
2013,CC2013011100416,ARDS,3,2,2,FRI,11,1,7,35,343088,363771,1,30, , , , , , , , , , 
2013,CC2013011100443,BELE,3,2,4,FRI,11,1,13,10,335127,374507,13,30, , , , , , , , , , 
2013,CC2013011100458,FOYL,3,3,1,FRI,11,1,13,26,244280,419523,13,30, , , , , , , , , , 
2013,CC2013011100460,BELW,3,2,1,FRI,11,1,13,30,330921,373250,13,30, , , , , , , , , , 
2013,CC2013011100498,ANTR,3,1,1,FRI,11,1,14,0,314897,386606,2,30, , , , , , , , , , 
2013,CC2013011100520,CREA,3,2,1,FRI,11,1,14,22,336115,371760,13,30, , , , , , , , , , 
2013,CC2013011100641,ANTR,3,1,1,FRI,11,1,15,30,315245,387065,13,30, , , , , , , , , , 
2013,CC2013011100809,LARN,3,1,1,FRI,11,1,17,30,340102,402725,13,30, , , , , , , , , , 
2013,CC2013011100843,CRAI,2,2,2,FRI,11,1,17,54,306711,360493,13,30,10,7,1,1,4,1,2,1,1,1
2013,CC2013011100864,NABB,2,2,1,FRI,11,1,18,3,335573,382499,13,40,12,7,1,1,4,1,1,1,1,1
2013,CC2013011100966,NABB,3,2,6,FRI,11,1,19,7,335875,382827,13,40, , , , , , , , , , 
2013,CC2013011101037,BELE,3,2,3,FRI,11,1,20,18,338691,373642,13,30, , , , , , , , , , 
2013,CC2013011101245,NDOW,3,2,1,FRI,11,1,23,18,352090,382060,13,30, , , , , , , , , , 
2013,CC2013011200111,BELN,3,3,2,SAT,12,1,2,5,332547,375940,13,30, , , , , , , , , , 
2013,CC2013011200310,BMON,3,3,1,SAT,12,1,10,0,294521,424698,13,30, , , , , , , , , , 
2013,CC2013011200427,BELE,3,2,1,SAT,12,1,12,10,336295,372953,13,30, , , , , , , , , , 
2013,CC2013011200464,MOYL,3,1,1,SAT,12,1,11,45,298739,440305,13,60, , , , , , , , , , 
2013,CC2013011200618,BELW,3,2,2,SAT,12,1,14,40,333418,374329,13,30, , , , , , , , , , 
2013,CC2013011200655,FOYL,3,2,2,SAT,12,1,16,0,243560,419261,13,30, , , , , , , , , , 
2013,CC2013011200699,ARDS,3,2,1,SAT,12,1,16,30,347644,363936,13,60, , , , , , , , , , 
2013,CC2013011200731,COOK,3,1,1,SAT,12,1,17,7,280786,378915,13,30, , , , , , , , , , 
2013,CC2013011200733,CFER,2,1,1,SAT,12,1,16,30,341270,387599,11,30,12,7,1,2,7,1,10,1,1,2
2013,CC2013011200734,FOYL,3,2,3,SAT,12,1,17,0,245033,415827,13,40, , , , , , , , , , 
2013,CC2013011200752,COLE,3,2,1,SAT,12,1,17,10,285265,432253,2,30, , , , , , , , , , 
2013,CC2013011200886,NDOW,3,2,2,SAT,12,1,18,0,350082,379371,13,30, , , , , , , , , , 
2013,CC2013011200887,NEWM,3,2,2,SAT,12,1,19,45,326747,315323,13,60, , , , , , , , , , 
2013,CC2013011201006,BELW,3,1,1,SAT,12,1,21,35,331289,373054,13,30, , , , , , , , , , 
2013,CC2013011201122,NDOW,3,1,1,SAT,12,1,22,58,350127,378694,11,40, , , , , , , , , , 
2013,CC2013011201150,ARDS,3,1,1,SAT,12,1,23,29,361054,370195,13,60, , , , , , , , , , 
2013,CC2013011300327,BELS,2,1,1,SUN,13,1,6,0,332022,371319,13,30,12,7,1,1,4,1,1,1,1,1
2013,CC2013011300486,NEWM,2,1,1,SUN,13,1,12,25,317160,323863,13,60,12,7,1,1,1,1,2,1,1,1
2013,CC2013011300510,FERM,1,2,2,SUN,13,1,12,56,234173,335164,13,60,1,1,1,1,1,1,2,1,1,1
2013,CC2013011300675,NEWM,3,2,2,SUN,13,1,16,35,338709,328312,13,60, , , , , , , , , , 
2013,CC2013011300773,CRAI,2,1,1,SUN,13,1,18,22,300051,353668,13,30,12,7,1,1,4,2,2,1,1,1
2013,CC2013011300818,BANB,3,2,1,SUN,13,1,18,15,315783,341911,13,30, , , , , , , , , , 
2013,CC2013011300853,BANB,3,2,1,SUN,13,1,19,30,313206,346428,13,30, , , , , , , , , , 
2013,CC2013011300970,CREA,3,2,1,SUN,13,1,21,45,333904,368399,13,30, , , , , , , , , , 
2013,CC2013011301022,BANB,3,2,1,SUN,13,1,22,25,319940,333693,13,30, , , , , , , , , , 
2013,CC2013011400100,FOYL,3,3,2,MON,14,1,2,40,242227,417776,13,30, , , , , , , , , , 
2013,CC2013011400153,BELE,3,2,1,MON,14,1,7,30,337712,378210,13,30, , , , , , , , , , 
2013,CC2013011400162,BELW,2,1,1,MON,14,1,8,5,329913,372145,13,30,1,1,2,12,1,1,2,1,1,1
2013,CC2013011400190,FOYL,3,2,2,MON,14,1,8,59,244942,416108,13,30, , , , , , , , , , 
2013,CC2013011400311,DOWN,3,1,1,MON,14,1,10,50,345079,341702,13,60, , , , , , , , , , 
2013,CC2013011400340,NABB,3,2,1,MON,14,1,11,10,331393,392914,13,60, , , , , , , , , , 
2013,CC2013011400384,OMAG,2,2,1,MON,14,1,11,48,243907,373311,13,50,10,7,1,1,1,1,2,1,1,1
2013,CC2013011400495,OMAG,3,1,1,MON,14,1,13,21,245063,372538,13,30, , , , , , , , , , 
2013,CC2013011400500,STRB,2,1,1,MON,14,1,13,20,234555,397947,13,30,12,7,1,1,1,1,2,1,1,1
2013,CC2013011400602,BELW,3,2,4,MON,14,1,14,36,333069,374397,13,30, , , , , , , , , , 
2013,CC2013011400627,NEWM,3,1,1,SUN,13,1,2,30,308394,326580,13,30, , , , , , , , , , 
2013,CC2013011400642,LISB,3,1,1,MON,14,1,15,0,323825,356962,13,60, , , , , , , , , , 
2013,CC2013011400704,NABB,3,2,1,MON,14,1,14,40,331691,382329,13,30, , , , , , , , , , 
2013,CC2013011400720,FERM,1,2,3,MON,14,1,15,56,200933,360127,13,60,1,1,1,1,1,2,2,1,1,1
2013,CC2013011400739,ARMA,3,2,2,MON,14,1,16,0,288011,345123,13,30, , , , , , , , , , 
2013,CC2013011400820,NABB,3,2,1,MON,7,1,9,4,332189,384459,13,30, , , , , , , , , , 
2013,CC2013011400841,BELW,3,2,1,MON,14,1,17,38,329688,371226,13,30, , , , , , , , , , 
2013,CC2013011400859,NABB,3,3,4,MON,14,1,17,50,330669,392359,13,60, , , , , , , , , , 
2013,CC2013011400879,BELE,3,2,1,MON,14,1,18,0,334941,374775,13,30, , , , , , , , , , 
2013,CC2013011400921,ARDS,3,1,1,MON,14,1,17,50,348704,372902,13,30, , , , , , , , , , 
2013,CC2013011400928,FERM,3,2,1,MON,14,1,19,0,226713,345433,13,50, , , , , , , , , , 
2013,CC2013011400949,CRAI,3,3,1,MON,14,1,18,50,306570,357826,13,40, , , , , , , , , , 
2013,CC2013011400989,BMEN,2,2,2,MON,14,1,19,30,306481,413237,11,60,8,7,1,1,6,2,2,1,1,1
2013,CC2013011401113,BELW,3,1,2,MON,14,1,19,0,329447,370020,13,30, , , , , , , , , , 
2013,CC2013011500055,CRAI,3,1,1,TUE,15,1,2,0,303926,357056,1,40, , , , , , , , , , 
2013,CC2013011500093,ANTR,2,1,1,TUE,15,1,5,8,328419,378725,13,60,1,1,1,1,6,1,4,1,1,1
2013,CC2013011500094,ANTR,3,2,2,TUE,15,1,5,25,325437,381931,13,60, , , , , , , , , , 
2013,CC2013011500158,BELE,2,1,1,TUE,15,1,7,50,338152,373971,13,30,12,7,1,1,4,1,4,1,1,1
2013,CC2013011500175,CFER,3,1,1,FRI,11,1,19,45,341168,387370,13,30, , , , , , , , , , 
2013,CC2013011500197,BANB,3,2,2,TUE,15,1,8,48,319208,333371,13,30, , , , , , , , , , 
2013,CC2013011500199,BELE,2,1,1,TUE,15,1,8,30,336222,372779,13,30,1,1,1,1,1,10,1,1,1,2
2013,CC2013011500212,NEWM,3,1,4,TUE,15,1,9,5,303704,328882,13,60, , , , , , , , , , 
2013,CC2013011500214,FOYL,3,1,1,TUE,15,1,9,0,241991,421270,13,60, , , , , , , , , , 
2013,CC2013011500290,COOK,3,1,1,TUE,15,1,10,7,276908,375649,13,60, , , , , , , , , , 
2013,CC2013011500294,BMEN,3,2,1,TUE,15,1,10,9,305242,413183,13,60, , , , , , , , , , 
2013,CC2013011500329,CREA,3,2,3,TUE,15,1,10,33,333903,368403,11,30, , , , , , , , , , 
2013,CC2013011500534,LISB,3,2,1,TUE,15,1,8,0,327528,367830,13,50, , , , , , , , , , 
2013,CC2013011500575,MOYL,3,2,2,TUE,15,1,14,9,310719,440230,13,30, , , , , , , , , , 
2013,CC2013011500657,NABB,3,2,1,TUE,15,1,15,18,335492,382364,13,40, , , , , , , , , , 
2013,CC2013011500680,DAST,3,2,1,TUE,15,1,15,37,281198,361911,13,30, , , , , , , , , , 
2013,CC2013011500724,LIMA,2,2,4,TUE,15,1,16,7,257778,421292,13,60,1,1,1,1,1,1,2,1,1,1
2013,CC2013011500731,LIMA,3,2,3,TUE,15,1,16,10,269089,416249,13,60, , , , , , , , , , 
2013,CC2013011500837,NABB,3,1,1,TUE,15,1,17,40,335697,384263,13,30, , , , , , , , , , 
2013,CC2013011500873,LIMA,3,2,2,TUE,15,1,18,10,255286,421296,13,60, , , , , , , , , , 
2013,CC2013011500881,BELW,3,2,4,TUE,15,1,18,18,332762,374309,13,30, , , , , , , , , , 
2013,CC2013011500965,BELW,3,2,2,TUE,15,1,19,34,331325,373124,13,30, , , , , , , , , , 
2013,CC2013011600133,BELE,3,2,1,WED,16,1,8,15,338695,373626,14,30, , , , , , , , , , 
2013,CC2013011600150,MFEL,3,2,3,WED,16,1,8,40,291326,392046,13,60, , , , , , , , , , 
2013,CC2013011600217,BELS,3,3,2,WED,16,1,9,44,334357,374763,12,50, , , , , , , , , , 
2013,CC2013011600345,ANTR,3,1,1,MON,14,1,8,50,314696,387225,13,30, , , , , , , , , , 
2013,CC2013011600391,BELN,3,2,3,WED,16,1,12,48,333986,375647,13,30, , , , , , , , , , 
2013,CC2013011600403,CRAI,3,2,1,WED,16,1,12,50,302231,356673,1,60, , , , , , , , , , 
2013,CC2013011600435,COLE,3,2,1,WED,16,1,13,20,285014,433902,13,30, , , , , , , , , , 
2013,CC2013011600447,BELE,3,1,1,WED,16,1,11,30,336371,374218,13,30, , , , , , , , , , 
2013,CC2013011600665,ARDS,3,2,1,WED,16,1,16,35,354148,370679,13,60, , , , , , , , , , 
2013,CC2013011600666,LISB,2,2,3,WED,16,1,16,37,316002,362990,13,60,12,7,1,1,6,5,2,1,1,1
2013,CC2013011600858,FOYL,3,2,1,WED,16,1,19,25,242170,419882,13,30, , , , , , , , , , 
2013,CC2013011600894,BELN,3,2,1,WED,16,1,19,50,330360,376066,13,30, , , , , , , , , , 
2013,CC2013011600905,NDOW,3,2,1,WED,16,1,17,0,350054,381117,13,30, , , , , , , , , , 
2013,CC2013011600955,DOWN,3,4,1,WED,16,1,21,22,342818,349092,13,60, , , , , , , , , , 
