id,happy1,happy2,work1,work2,work3,work4,work6,work7,work5,work8_1,work8_2,work8_3,work8_4,work8_5,work8_6,work8_7,work8open,work8_8,work8_9,work8_10,work9,work10,work11,work12,work13,work14,work15,conf1,conf2,conf3,conf4,conf5,conf6,conf7open,conf8,conf9,conf10,conf11,inc1,inc2,inc3,inc4,inc5,inc6,inc7,inc8,inc9,inc10,inc11,inc12,inc13,inc14,inc15,inc16,inc17,inc18,inc19,inc20,liv1,liv1open,liv2,liv3,liv4_1,liv4_2,liv4_3,liv4_4,liv4_5,liv4_6,liv4_7,liv4_8,liv5,liv6,liv7,liv7open,liv8,liv8open,liv8a,liv9,liv9a,liv9b,liv10,liv11,liv12,liv13open,liv14,liv14open,liv14a,liv15,liv15open,liv15a,liv16_1,liv16_2,liv16_3,liv16_4,liv16_5,liv16_6,liv16_7,liv16_8,liv16open,liv16_9,liv16_10,liv17,liv18open,liv19,liv20,liv21,liv22,liv23,liv23open,liv24_1,liv24_2,liv24_3,liv24_4,liv24_5,liv24_6,liv24_7,liv24_8,liv24open,liv24_9,liv24_10,liv26,liv26a,liv27,neigh1,neigh2,neigh3,neigh4,neigh5,neigh6,neigh7,neigh8,neigh9,neigh10,neigh11,neigh12,neigh13,neigh14,trans1,trans1a,trans2_1,trans2_2,trans2_3,trans2_4,trans2_5,trans2_6,trans2_7,trans2_8,trans2open,trans2_9,trans210,trans3,trans4,trans5open,trans6,trans7,health1,health2,health3,health4,health5,health6,health7,health8,health9,health10,health11,health12,health13,health14,health15,health16,health17,health18open,health19,fs1,fs2_1,fs2_2,fs2_3,fs2_4,fs2_5,fs2_6,fs2_7,fs3,fs4,fs5_1,fs5_2,fs5_3,fs5_4,fs5_5,fs5_6,fs5_7,fs6,fs7,fs8,fs9,fs10,fs11,beh1,beh2,beh3,beh4,beh4open,beh5,beh6,beh7,beh7open,beh8,beh9,beh10,beh11,beh11open,beh12,beh13,beh14,beh15,beh16,beh17,beh18,beh19a,beh19b,beh20,bmi,beh21,beh22,beh23,cog1,cog2,cog3,anxdep1,anxdep2,anxdep3,anxdep4,anxdep5,anxdep6,anxdep7,anxdep8,anxdep9,anxdep10,socsup1,socsup2,socsup3,socsup4,socsup5,socsup6,socsup7,socsup8,socsup9,socsup10,socsup11,socsup12,cg1,cg2,cg2open,cg3,cg4,cg5,cg6,cg7,cg7open,cg8,cg9,cg10,cg11_1,cg11_2,cg11_3,cg11_4,cg11_5,cg11_6,cg11_7,cg11_8,cg11_9,cg11_10,cg11_11,cg11_12,cg11_13,cg11_14,cg11_15,cg11_16,cg11_17,cg11open,cg11_19,cg11_20,cg11_21,cg12Open,cg13,vol1,vol2_1,vol2_2,vol2_3,vol2_4,vol2_5,vol2_6,vol2_7,vol2_8,vol2open,vol2_9,vol2_10,vol3,vol4,vol5,vol6a,vol6b,vol6c,vol6d,vol6e,vol6f,vol6g,vol6h,vol6i,vol6j,vol6k,vol6l,vol7open,vol8a,vol8b,vol8c,vol8d,vol8e,vol8f,vol8g,vol8h,vol8i,vol8j,vol8k,vol8l,vol9,vol10open,vol11,serv1,serv2,serv3,serv4,serv5,serv6,serv7,serv8,serv9,serv10,serv11,serv11a,serv12,serv13,serv14open,serv15,relig1,relig1open,relig2,relig3,net1,net2,net3,net4,sex,age,age65,marstat,boomer,hisp,race_1,race_2,race_3,race_4,race_5,race_6,race_7,educ,income,vet,PCS8,MCS8,PHQ8,PHQ2,confidence,tractce10,geoid10,namelsad10,zipcodeOpen,phoneType,stratum,finalweight
200518,10,10,1,40, , ,58,2, , , , , , , , , , , , , , , , , , , ,1,1,2,1,2,2,Insurance and personal cash,1,3,2,2,3,2,1,3,2,3,2,3,2, ,777,2, ,777,2,1,2,2,2,2,2, ,2,0,1,0,0,0,0,0,0,0, ,4,1, ,1, , ,2,2,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,1,4,2, , , ,1,1,1,1,1,1,0,0, ,0,0,2,3,2,2,1,1,1,1,1,2,1,3,1,1,4,4,1,1,5,1,1,0,1,0,0,0,0, ,0,0,4,1, , , ,1,1,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2, ,2,2, , , , , , , , ,2, , , , , , , , ,3,3,2,2,1,1,2,2, , ,1, , , ,1,2, , , ,2,1,3,1,4,2,1,5,3,118,20.9004787100025,1,2,2,2,2,5,1,1,1,1,1,1,1,1,2,2,10,4,1,1,1,1,2,1,1,1,1,5,1,1, ,1,4,1,2, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,Their health or deterioration of their health., ,2, , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,2,2,2,2,2,Through friends.,1,3,1,3,1,1,1,3,2,1,1,1,1, ,1,1,2, , , , , , , , , ,2, ,2, , ,3, ,4,2,1,6,2,2,2,57, ,1,1,2,1,0,0,0,0,0,0,6,5,2,55.4805442,57.9063395,0,0,2,470501,42003470501,Census Tract 4705.01,15220,2,2,1.39655780792236
200536,10,10,2, , , , , , ,1,0,0,0,0,0,0, ,0,0,0,62,3,2, , , , ,1,1,1,1,1,1,"Family Help, your savings or financial assets",1,2,3,3,2,3,2,3,1,3,3,2,1,62, , , , ,1,1,2,2,2,2,1, , , , , , , , , , , , ,4,1, ,3, ,3,1,1,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,2,1,1,2,1,1,1,2,1,1,1,1,4,1,1,2, ,0,0,1,1,1,0,0,1,8 PALS Organization with Highmark/Blueshield,0,0,1, , ,1, ,3,2,1,1,3,3,1,1,3,1,2,1,2,1,2,1,1,"Two knee replacements, three hip replacement and two pacemakers replaced,can't see that well and wear hearing legs has nuropothy",1,2, , , , , , , , ,1,0,0,0,0,1,0,0,1, ,3,1,1,1,1,2,1,1, , , , , ,1,2, , , ,2,1,3,2, , ,1,5,0,140,27.3388888888889,1,1,1,1,2,4,1,1,1,2,1,1,1,1,2,2,6,14,1,1,1,1,1,1,1,2,1,5,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,Use to work for a bank and they would send letters. I cannot do tht anymore,2,2,1,4,2,1,1,1,4,2,2,2,1, ,1,1,1,2,2,2,2,1,2,2,2,2, ,2,2, , ,3, ,2,1,2, , , ,2,84, ,4,0,2,1,0,0,0,0,0,0,3,9,2,52.3847528,52.4947965,1,0,2,413300,42003413300,Census Tract 4133,15237,2,2,2.20142364501953
200541,8,8,2, , , , , , ,1,0,0,0,0,0,0, ,0,0,0,30,3,2, , , , ,1,1,1,1,1,1,"BC/BS. These are patio homes, & you have to be 55+ to get in, and they are all retired people.  They do a pretty good job of providing help",1,1,3,3,1,1,3,1,1,3,3,3,1,62, , , , ,2,2,2,2,2,2,1, , , , , , , , , , , , ,2,2, ,2, , ,2,1,2,1,1, , , , , , , , ,0,1,0,1,0,1,0,1,8 waiting for something like this to be built since husband passed and didn't want to be far away,0,0,2, ,2, , , , , , , , , , , , , , , , , , ,3,1,1,2,1,1,2,2,1,1,1,2,4,3,2,1,5,1,0,0,0,0,0,1,0, ,0,0,1, , ,1, ,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,"i had a brain bleed. i take medication twice a day, and go to AGH if there are any problems",1,2, , , , , , , , ,2, , , , , , , , ,8,4,2,1,1,1,2,1,2,2 neurologist at AGH,1, , , ,1,2, , , ,2,1,3,2, , ,1,5,1,140,26.4498790647675,2,2,2,2,2,5,1,1,2,1,1,1,1,1,2,2,0,8,1,1,1,1,1,1,1,1,2,5,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,8, ,2,1,2, , , , , , , , , ,2, ,2, , ,3, ,2,2,2, , , ,2,74, ,4,0,2,1,0,0,0,0,0,0,3,3,2,58.640403,59.316228,1,0,2,413400,42003413400,Census Tract 4134,15237,2,2,1.51527810096741
200558,7,8,1,30,2,1,83,2,1, , , , , , , , , , , , , , , , , , ,8,1,2,2,3,1,"insurance that i have would take care of part of it, savings would take care of a part of it, but the type of illness makes it difficult",1,3,3,3,1,3,3,2,1,2,2,3,1,65, , , , ,2,2,2,2,2,2,2, ,2,0,0,1,0,0,0,0,0,0, ,5,1, ,1, , ,2,2,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,2,2,1,2,1,1,2,2,1,2,1,1,4,4,2,1,5,1,0,0,0,0,0,0,0, ,0,0,1, , ,2,2,1,1,1,1,2,1,1,1,3,1,1,2,2,2,2,2,2, ,1,2, , , , , , , , ,2, , , , , , , , ,3,2,1,1,1,1,2,1,1, , , , , ,1,2, , , ,2,1,3,1,30,1,1,5,9,170,25.1018693551775,1,1,2,1,2,4,1,1,2,1,1,1,1,1,2,2,10,25,1,1,1,1,1,2,1,1,1,5,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,0,0,1,0,0,0,0,0, ,0,0,0,2, ,2,2,2,2,1,2,2,1,2,2,2,2,Through the mail.,1,2,2,2,2,1,1,4,1,1,2,1,1, ,1,2,2, , , , , , , , , ,2, ,2, , ,2, ,2,2,2, , , ,1,81, ,4,0,2,1,0,0,0,0,0,0,3,1,1,58.0005246,57.7203201,1,0,2,437000,42003437000,Census Tract 4370,15143,2,2,4.99835538864136
200564,8,8,1,50, , ,65,1, , , , , , , , , , , , , , , , , , , ,3,2,2,2,3,3,Insurance and/or medicare,3,5,1,3,1,2,3,3,3,3,2,3,2, ,65,2, ,65,2,2,2,2,2,2,2, ,2,0,1,0,0,0,0,0,0,0, ,4,1, ,1, , ,3,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,3,3,1,3,2,1,1,2,2,2,1,2,4,3,2,1,5,1,0,0,0,0,0,0,0, ,0,0,1, , ,2,2,4,3,2,3,3,1,2,1,4,1,1,2,2,1,2,1,2, ,2,2, , , , , , , , ,2, , , , , , , , ,2,2,2,2,1,1,2,1,1, , , , , ,1,2, , , ,2,2,3,2, , ,1,5,2,265,48.4638397502601,2,2,2,2,2,5,1,1,2,2,2,2,1,1,2,2,5,3,2,2,2,2,2,2,2,1,1,4,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,2, , , , , , , , , ,2, ,2, , ,6,6 Christian,2,1,1,6,1,1,2,59, ,1,1,2,1,0,0,0,0,0,0,4,3,2,42.6097252,53.3096871,4,0,2,429500,42003429500,Census Tract 4295,15237,2,2,1.39655780792236
200587,8,8,1,50, , ,888,2, , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,i have no clue,1,3,3,3,1,3,3,3,3,3,1,3,2, ,67,2, ,888,2,8,2,2,2,2,2, ,3,0,1,1,0,0,0,0,0,0, ,2,1, ,1, , ,3,2,2,1,1, , , , , , , , ,1,1,0,0,0,0,0,0, ,0,0,2, ,2, , , , , , , , , , , , , , , , , , ,3,3,2,3,1,2,1,2,3,3,2,2,3,8,3,1,5,1,0,0,0,0,0,0,0, ,0,0,1, , ,4,2,2,1,1,3,4,1,2,1,3,2,2,2,2,2,2,2,1,cholesteral,1,2, , , , , , , , ,2, , , , , , , , ,3,8,2,2,2,1,2,1,2,2 internal medicine doctor,1, , , ,1,2, , , ,2,4,3,1,10,3,1,5,6,155,25.0149219467401,2,2,2,1,2,5,1,1,4,2,1,1,1,1,2,2,1,6,1,1,3,2,3,2,1,1,1,3,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,2, , , , , , , , , ,2, ,2, , ,1, ,5,4,1,6,2,2,1,62, ,1,1,2,1,0,0,0,0,0,0,8,4,2,52.2886488,47.5454542,4,0,2,413201,42003413201,Census Tract 4132.01,15237,2,2,2.89452719688416
200610,10,10,1,40, , ,75,2, , , , , , , , , , , , , , , , , , , ,2,1,1,2,8,2,i guess from our savings,1,2,3,2,1,1,3,2,1,3,2,3,1,66, ,1,66, ,2,1,2,2,2,2,1, , , , , , , , , , , , ,5,1, ,1, , ,2,2,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,1,5,1,0,0,0,0,0,0,0, ,0,0,2,2, , , ,2,1,1,2,2,1,1,1,3,2,2,2,2,1,8,2,2, ,2,2, , , , , , , , ,2, , , , , , , , ,3,4,2,2,2,1,1,1,1, , , , , ,1,2, , , ,2,2,3,1,15,2,1,5,3,150,26.5684051398337,1,2,1,2,2,5,1,1,1,1,1,1,1,1,2,2,8,6,1,1,1,1,1,1,1,1,1,5,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,0,0,0,0,0,0,0,1,8 ross township republican party commity -i used to volunteer for PHLF,0,0,8,1,3,2,2,2,1,1,2,1,2,2,1,2,1,through other friends and through my job -we get things in the mail all the time -but primarily through friends and my job,2,2,1,4,4,2,1,2,2,1,3,2,1, ,1,1,2, , , , , , , , , ,2, ,2, , ,3, ,4,2,1,4,2,2,2,73, ,1,0,2,1,0,0,0,0,0,0,7,6,2,54.1560808,57.6663645,0,0,2,429500,42003429500,Census Tract 4295,15237,2,2,.320371389389038
200616,9,9,2, , , , , , ,1,0,0,0,0,0,0, ,0,0,0,65,1,2, , , , ,1,1,8,1,1,1,I would not have to do that because I could go to one of our homes where they take care of us (our community owns 3 nursing homes).,1,3,3,2,1,2,3,3,3,3,3,3,1,65, , , , ,2,2,2,2,2,2,1, , , , , , , , , , , , ,2,5,5 It is owned by her religious community.,3, ,3,2,1,2,1,1, , , , , , , , ,1,1,0,1,0,0,0,1,8 My community owns the building.,0,0,2, ,2, , , , , , , , , , , , , , , , , , ,3,2,1,2,1,1,1,2,2,1,2,1,4,4,2,1,5,1,0,0,0,0,0,1,0, ,0,0,1, , ,1, ,3,2,1,4,3,3,2,1,3,2,2,2,2,1,2,2,2, ,1,2, , , , , , , , ,2, , , , , , , , ,2,4,1,1,2,1,2,1,1, , , , , ,1,2, , , ,2,1,3,1,1,1,1,5,4,190,32.60986328125,1,1,1,2,2,5,1,1,3,4,1,1,1,1,2,2,20,5,1,1,1,1,1,8,1,1,1,4,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,0,0,1,0,0,0,1,0, ,0,0,12,1,8,2,1,2,1,2,2,1,1,2,1,2,2,"At the college, they call me to ask me to tutor. I hear about problems by talking to people, then I volunteer to help them.",2,3,1,3,2,1,1,1,1,4,2,1,2,Tutoring people from other countries with English.  Helping those people fill out forms and learn what they need to get by in our country.,1,1,2, , , , , , , , , ,2, ,2, , ,3, ,1,1,1,4,1,1,2,70, ,5,0,2,1,0,0,0,0,0,0,8,1,2,47.4574508,47.8414095,5,0,2,413400,42003413400,Census Tract 4134,15237,2,2,.345122069120407
200644,10,8,1,10,1,2,777,1,2, , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,Hopefully I would have enough money or my insurance.,1,3,3,2,2,1,3,1,1,3,2,3,2, ,63,2, ,63,2,1,2,2,2,2,2, ,2,0,1,0,0,0,0,0,0,0, ,5,1, ,1, , ,1,2,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,8, , , , , , , , , , , , , , , , , , ,3,2,1,1,1,1,1,2,1,1,1,1,3,3,2,1,5,1,0,0,0,0,0,0,0, ,0,0,1, , ,4,2,2,4,1,5,3,1,1,1,3,2,2,2,2,2,2,2,2, ,1,2, , , , , , , , ,2, , , , , , , , ,4,4,1,1,1,1,1,1,2,2 Geriatrics,1, , , ,1,2, , , ,2,3,1,1,5,5,1,5,8,135,20.524437716263,2,2,2,2,2,5,1,1,4,1,1,1,1,1,2,2,5,3,1,2,1,1,1,1,1,1,1,4,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,0,0,0,0,0,0,0, ,0,0,20,1,5,1,2,2,1,2,2,2,2,2,1,2,2,"Through work, or my husband",1,1,1,2,1,1,2,3,1,1,1,1,1, ,1,2,2, , , , , , , , , ,2, ,2, , ,3, ,3,2,1,6,1,1,2,55, ,1,1,2,1,0,0,0,0,0,0,4,5,2,38.3996474,60.0805742,3,0,2,413201,42003413201,Census Tract 4132.01,15237,2,2,1.39655780792236
200645,10,10,2, , , , , , ,1,0,0,0,0,0,0, ,0,0,0,63,1,2, , , , ,3,2,1,1,3,4,Insurance tells me I have enough for long-term care in assets.  Reserves.,1,3,3,3,1,2,2,2,2,3,8,2,1,65, , , , ,2,2,2,2,2,2,1, , , , , , , , , , , , ,5,1, ,1, , ,3,2,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,1,3,1,2,1,1,1,1,1,1,2,1,4,4,2,1,5,1,0,0,0,0,0,0,0, ,0,0,2,2, , , ,2,1,1,2,2,1,1,1,3,1,2,2,2,2,2,2,2, ,1,2, , , , , , , , ,2, , , , , , , , ,4,3,1,1,1,1,2,1,1, , , , , ,1,2, , , ,2,1,3,2, , ,1,5,9.5,239,34.7843279333368,1,1,1,2,2,5,1,1,1,1,1,1,1,1,2,2,14,888,2,1,1,1,1,2,2,1,1,8,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,0,0,1,0,0,1,0,0, ,0,0,80,2, ,2,2,2,2,1,2,2,1,1,1,1,2,Just go do it.  Word of mouth.  They call me on a minute's notice and I'm there.,1,1,1,1,1,2,1,1,2,1,1,1,1, ,1,1,2, , , , , , , , , ,2, ,2, , ,3, ,1,1,1,6,2,2,1,73, ,4,0,2,1,0,0,0,0,0,0,8,2,2,54.1560808,57.6663645,0,0,2,413300,42003413300,Census Tract 4133,15237,2,2,.735351383686066
200658,8,10,2, , , , , , ,1,0,0,0,0,0,0, ,0,0,0,60,3,2, , , , ,1,1,1,1,2,1,"""From the funds that I've saved. Medicare might pay for part it and health insurance.""",2,3,3,3,2,3,1,2,1,3,2,3,2, ,66,1,62, ,2,1,2,2,2,2,2, ,2,0,1,0,0,0,0,0,0,0, ,5,1, ,1, , ,2,2,1,1, , , , , , , , , , , , , , , , , , , , ,2, ,1,4,2, , , ,1,0,1,1,0,1,1,0, ,0,0,2,1,1,2,1,1,1,1,1,1,1,1,2,2,4,4,2,1,5,1,1,0,0,0,0,0,0, ,0,0,2,3,"""You can get a bus to oakland, but you have to wait all day long like till late afternoon to get home.  Several runs going in, but not many bus's going home.  That was the last time I checked.""", , ,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,2,2, ,2,2, , , , , , , , ,2, , , , , , , , ,1,3,1,1,1,1,2,1,2,2 internist,1, , , ,2,2, , , ,2,1,3,1,1,2,1,5,5,158,26.2897041420118,1,2,2,2,2,5,1,1,2,2,1,2,1,1,2,2,8,4,1,1,1,1,3,2,2,2,2,4,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,0,0,1,0, ,0,0,4,2, ,2,2,1,1,1,2,1,1,1,2,2,2,"""I find out through the organizations I belong to, and through newspapers, word of mouth, and township sends a newsletter and e-letter.""",1,2,1,2,2,1,1,2,2,2,1,1,1, ,2,1,2, , , , , , , , , ,1,1,2, , ,2,6 Presbyterian.,3,1,1,4,1,2,2,65, ,1,0,2,1,0,0,0,0,0,0,8,4,2,57.3478578,50.1675695,3,0,2,413300,42003413300,Census Tract 4133,15237,2,2,1.1514927148819
200673,9,9,1,50, , ,777,1, , , , , , , , , , , , , , , , , , , ,4,4,4,3,4,4,Probably to rob a bank,1,3,3,3,1,3,3,3,3,3,1,3,2, ,65,2, ,65,2,2,2,2,2,2,2, ,2,0,1,0,0,0,0,0,0,0, ,5,1, ,1, , ,2,2,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,8,2,1,2,2,1,1,2,1,1,1,1,4,8,2,1,5,1,0,0,0,0,0,0,0, ,0,0,1, , ,2,2,1,1,1,1,2,1,2,1,3,2,2,2,2,2,2,2,2, ,2,2, , , , , , , , ,2, , , , , , , , ,4,4,2,2,1,1,2,2, , ,1, , , ,1,2, , , ,2,2,3,2, , ,1,5,2,9999, ,2,2,2,2,2,5,2,2,1,1,1,1,1,1,2,2,25,5,1,1,1,1,2,1,2,1,1,5,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , ,1,4,2,1,2,2,2,2,2,2,1,2,2,2,"Usually fliers, computer, word of mouth",2,2,2,4,2,2,1,4,4,1,1,1,2,Working with kids,1,1,2, , , , , , , , , ,2, ,2, , ,1, ,5,2,1,3,1,1,2,56, ,2,1,2,1,0,0,0,0,0,0,3,9,2,60.1033566,52.5479841,2,2,2,429201,42003429201,Census Tract 4292.01,15237,2,2,2.67715716362
200676,8,8,2, , , , , , ,1,0,0,0,0,0,0, ,0,0,0,60,1,2, , , , ,2,1,2,2,4,4,Savings from retirement,1,3,2,1,1,1,1,2,1,3,3,3,1,62, , , , ,2,2,2,2,2,2,1, , , , , , , , , , , , ,5,1, ,1, , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,2,3,1,2,2,1,1,2,3,1,2,2,3,8,3,1,4,1,0,0,0,0,0,0,0, ,0,0,1, , ,4,2,3,3,2,4,3,1,3,1,3,2,2,2,2,1,2,2,2, ,2,2, , , , , , , , ,2, , , , , , , , ,3,2,2,2,1,1,2,1,1, , , , , ,1,2, , , ,2,2,3,2, , ,2,5,4,9999, ,1,2,1,3,2,3,2,2,3,2,1,2,1,1,2,2,3,1,1,1,1,1,2,2,2,3,3,5,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , ,1,888,2,2,2,2,2,2,1,2,2,2,2,1,"My sister worked on the same election board, so worked with her. Word of mouth, like a church, or talking to people.",2,4,3,3,2,2,2,2,1,4,1,3,1, ,8,1,2, , , , , , , , , ,2, ,2, , ,3, ,2,2,1,3,2,2,2,68, ,5,0,2,1,0,0,0,0,0,0,3,2,2,43.9871782,48.0008013,6,2,2,413300,42003413300,Census Tract 4133,15237,2,2,1.51527810096741
200677,9,10,1,70, , ,63,1, , , , , , , , , , , , , , , , , , , ,1,1,2,2,2,2,Extended insurance in addition to the money i have saved,1,3,2,3,2,1,1,3,2,3,2,3,2, ,888,2, ,888,2,1,2,2,2,2,2, ,4,0,1,1,0,0,0,0,0,0, ,4,1, ,1, , ,2,2,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,3,2,1,1,1,1,1,2,2,2,1,1,4,4,2,1,5,1,0,0,0,0,0,0,0, ,0,0,2,2, , , ,2,1,1,3,2,1,1,1,3,2,2,2,2,1,2,2,2, ,2,2, , , , , , , , ,2, , , , , , , , ,4,4,2,2,2,1,2,1,1, , , , , ,1,2, , , ,2,1,3,2, , ,1,5,9,240,35.4379332073094,1,2,8,2,2,5,1,1,1,1,1,1,1,1,2,2,20,10,1,1,1,1,1,1,1,1,1,5,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,0,1,1,1,0,1,1,"8 Boy Scouts, Coaching, Dept of Education",0,0,20,1,888,1,1,1,2,1,1,1,1,2,1,1,2,"They find me. Through personal connections, networking",1,3,2,2,1,2,1,2,4,1,3,1,1, ,8,2,2, , , , , , , , , ,2, ,2, , ,6,6 CHristian,2,1,1,6,2,2,1,59, ,1,1,2,1,0,0,0,0,0,0,7,5,2,52.2270392,57.8087621,0,0,0, , , ,15237,2,2,3.85936975479126
200680,8,10,2, , , , , , ,0,0,0,0,1,0,0, ,0,0,0, , , , , ,1,31,2,2,1,2,3,2,"""I don't know if we have private insurance that covers that now, so it would have to be savings.""",1,3,3,2,2,1,1,2,2,3,2,3,2, ,65,2, ,65,2,1,2,1,1,2,2, ,2,0,1,0,0,0,0,0,0,0, ,5,1, ,1, , ,1,2,2,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,3,1,1,2,1,1,1,2,1,2,1,1,4,3,1,1,5,1,0,0,0,0,0,0,0, ,0,0,1, , ,4,2,1,1,1,2,1,1,2,2,3,1,2,2,2,2,2,2,2, ,2,2, , , , , , , , ,2, , , , , , , , ,4,3,1,1,1,1,2,1,1, , , , , ,1,2, , , ,2,1,3,1,10,1,2,5,6,190,30.6634527089073,2,2,2,1,2,3,1,1,1,2,1,1,1,1,2,2,5,6,1,1,1,1,2,1,2,1,1,4,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,0,0,1,0,0,1,1,0, ,0,0,20,1,6,2,1,1,1,1,2,1,1,2,2,2,1,"""By talking to people who have mentioned it and then I look into it. Seeing things on community bulletin boards.""",2,2,2,3,2,1,1,2,1,2,1,1,1, ,1,1,2, , , , , , , , , ,2, ,2, , ,2, ,2,1,1,5,1,1,2,61, ,1,1,2,1,0,0,0,0,0,0,7,4,2,57.9877362,51.7634774,1,0,2,412002,42003412002,Census Tract 4120.02,15237,2,2,.721763134002686
200709,10,10,2, , , , , , ,1,0,0,0,1,0,0, ,0,0,0,62,3,2, , , , ,2,2,1,2,2,2,Family Help,2,3,3,3,1,1,1,2,2,2,2,2,1,62, , , , ,2,1,2,2,2,2,2, ,2,0,0,1,0,0,0,0,0,0, ,5,1, ,1, , ,3,2,8,1, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,2,4,2,3,2,2,1,1,2,2,2,2,3,3,2,1,5,1,0,0,0,0,0,0,0, ,0,0,2,3,"We use to have little buses that would take us to monroeville, those were cut because of cost but now its less convienent. The public transit is not very convienent.", , ,3,1,1,2,4,1,1,1,4,1,2,2,2,1,2,1,2, ,2,2, , , , , , , , ,2, , , , , , , , ,1,2,1,1,1,1,2,1,1, , , , , ,1,2, , , ,2,1,3,2, , ,1,5,2,190,34.7476586888658,1,1,1,3,2,2,1,1,1,2,1,1,1,1,2,2,15,10,1,2,1,1,3,2,2,2,2,4,2, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,0,0,1,0,0,0,1,1,8 Fraternal Group,0,0,40,1,3,2,1,1,2,1,2,2,1,2,2,2,2,"I'm aware through my church, newspaper, and word of mouth.",1,1,1,2,1,1,1,1,1,1,2,2,1, ,1,1,2, , , , , , , , , ,2, ,2, , ,2, ,2,1,1,5,2,1,2,74, ,4,0,2,1,0,0,0,0,0,0,4,3,2,50.8344104,52.3433926,1,0,2,522000,42003522000,Census Tract 5220,15140,2,2,.736812293529511
