HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
BZ54B,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",6,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,.,35
BZ55Z,"Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ56B,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ56C,"Intermediate, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ60B,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,10
BZ61A,"Complex, Cornea or Sclera Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ61B,"Complex, Cornea or Sclera Procedures, with CC Score 0-1",4,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,35
BZ62B,"Very Major, Cornea or Sclera Procedures, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ63A,"Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ64A,"Intermediate, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
BZ72A,"Major Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
BZ72B,"Major Ocular Motility Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
BZ73A,"Intermediate Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ74B,"Minor Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
BZ80B,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
BZ81A,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,59,.,.,.,.,59
BZ82Z,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
BZ83A,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,10
BZ83B,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,134,.,.,.,.,134
BZ84A,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ84B,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,43
BZ85Z,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
BZ86A,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
BZ86B,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,31
BZ86C,"Intermediate Vitreous Retinal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
BZ87A,"Minor Vitreous Retinal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ90Z,"Very Complex, Glaucoma or Iris Procedures",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
BZ91B,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ92A,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ92B,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,.,3,.,.,.,.,4
BZ93B,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ94A,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
BZ94B,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
CA01Z,Complex Neck Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
CA02A,Very Major Neck Procedures with CC Score 2+,3,.,.,.,4,.,.,.,.,.,.,.,6,.,.,.,8,21
CA02B,Very Major Neck Procedures with CC Score 0-1,4,1,.,.,7,.,.,.,.,.,.,.,21,.,.,.,3,36
CA03A,Major Neck Procedures with CC Score 2+,7,1,5,.,1,.,.,.,.,.,.,.,9,.,.,.,15,38
CA03B,Major Neck Procedures with CC Score 0-1,17,14,3,.,22,.,.,.,.,.,.,.,44,.,.,.,8,108
CA04A,"Intermediate Neck Procedures, 19 years and over",8,5,.,.,4,.,.,.,.,.,.,.,15,.,.,.,1,33
CA04B,"Intermediate Neck Procedures, 18 years and under",3,2,.,.,4,.,.,.,.,.,.,.,8,.,.,.,.,17
CA05A,"Minor Neck Procedures, 19 years and over",18,2,.,.,7,.,.,1,.,.,.,.,13,.,4,.,2,47
CA05B,"Minor Neck Procedures, 18 years and under",4,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,7
CA10A,"Septorhinoplasty, 19 years and over",19,17,.,.,48,.,.,.,.,.,.,.,35,.,.,.,10,129
CA10B,"Septorhinoplasty, 18 years and under",3,2,.,.,6,.,.,.,.,.,.,.,2,.,.,.,2,15
CA11A,"Septoplasty, 19 years and over",66,33,.,.,84,.,.,.,.,.,.,.,94,.,.,.,1,278
CA11B,"Septoplasty, 18 years and under",2,1,.,.,8,1,.,.,.,.,.,.,1,.,.,.,.,13
CA12Z,Major Treatment of Epistaxis,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA13A,"Minor Treatment of Epistaxis, 19 years and over",3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,4
CA13B,"Minor Treatment of Epistaxis, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA14Z,Nasal Polypectomy,12,18,.,.,25,.,.,.,.,.,.,.,46,.,.,.,.,101
CA15Z,"Excision or Biopsy, of Lesion of Internal Nose",5,.,.,.,3,1,.,.,.,.,.,.,2,.,.,.,.,11
CA16Z,"Excision or Biopsy, of Lesion of External Nose",7,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,6,14
CA20Z,Complex Nose Procedures,1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
CA21Z,Very Major Nose Procedures,1,1,.,.,8,.,.,.,.,.,.,.,9,.,.,.,2,21
CA22Z,Major Nose Procedures,21,25,.,.,41,1,.,.,.,.,.,.,28,.,.,.,16,132
CA23Z,Intermediate Nose Procedures,5,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,2,10
CA24A,"Minor Nose Procedures, 19 years and over",6,6,.,.,10,.,.,.,.,.,.,.,15,.,.,.,.,37
CA24B,"Minor Nose Procedures, 18 years and under",1,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,1,5
CA25A,"Minimal Nose Procedures, 19 years and over",1,.,.,.,.,1,.,.,.,.,.,.,9,.,.,.,.,11
CA25B,"Minimal Nose Procedures, 18 years and under",1,1,.,.,1,.,.,.,.,.,.,.,3,.,.,.,.,6
CA26Z,Complex Sinus Procedures,1,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,.,35
CA27Z,Major Sinus Procedures,24,2,.,.,4,.,.,.,.,.,.,.,16,.,.,.,.,46
CA28Z,Intermediate Sinus Procedures,9,33,.,.,34,.,.,.,.,.,.,.,40,.,.,.,1,117
CA29Z,Minor Sinus Procedures,6,14,.,.,8,.,.,.,.,.,.,.,18,.,.,.,.,46
CA30A,"Radical or Revisional, Mastoid Procedures, 19 years and over",6,12,.,.,16,.,.,.,.,.,.,.,33,.,.,.,.,67
CA30B,"Radical or Revisional, Mastoid Procedures, 18 years and under",2,1,.,.,1,.,.,.,.,.,.,.,6,.,.,.,.,10
CA31Z,"Simple or Cortical, Mastoid Procedures",1,5,.,.,.,.,.,.,.,.,.,.,6,.,.,.,1,13
CA32A,"Tympanoplasty, 19 years and over",12,15,.,.,23,.,.,.,.,.,.,.,38,.,.,.,.,88
CA32B,"Tympanoplasty, 18 years and under",7,11,.,.,20,.,.,.,.,.,.,.,11,.,.,.,2,51
CA33Z,Pinnaplasty,15,2,.,.,14,.,.,.,.,.,.,.,3,.,.,.,1,35
CA34A,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",5,.,.,.,1,.,.,.,.,.,.,.,3,.,.,.,2,11
CA34B,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA35A,"Insertion of Grommets, 19 years and over",5,1,.,.,3,.,.,.,.,.,.,.,5,.,.,.,.,14
CA35B,"Insertion of Grommets, between 2 and 18 years",4,.,.,.,1,1,.,.,.,.,.,.,4,.,.,.,.,10
CA36A,"Clearance of External Auditory Canal, 19 years and over",1,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,3
CA36B,"Clearance of External Auditory Canal, 18 years and under",2,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,4
CA39Z,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,20
CA41Z,Bilateral Cochlear Implants,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
CA42Z,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,.,28
CA50Z,Complex Ear Procedures,.,.,.,.,2,.,.,.,.,.,.,.,13,.,.,.,.,15
CA51A,"Very Major Ear Procedures, 19 years and over",.,6,.,.,7,.,.,.,.,.,.,.,13,.,.,.,1,27
CA51B,"Very Major Ear Procedures, 18 years and under",.,2,.,.,2,.,.,.,.,.,.,.,16,.,.,.,.,20
CA52A,"Major Ear Procedures, 19 years and over",3,5,.,.,6,.,.,.,.,.,.,.,16,.,.,.,3,33
CA52B,"Major Ear Procedures, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA53A,"Intermediate Ear Procedures, 19 years and over",1,3,.,.,4,.,.,.,.,.,.,.,4,.,.,.,1,13
CA53B,"Intermediate Ear Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA54A,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
CA54B,"Minor Ear Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,6
CA55A,"Minimal Ear Procedures, 19 years and over",1,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,3
