HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
AA52E,"Very Major Intracranial Procedures, 18 years and under, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,"38,797",.,.,.,.,"38,797"
AA52F,"Very Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"46,609",.,.,.,.,"46,609"
AA52G,"Very Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"78,552",.,.,.,.,"78,552"
AA53B,"Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,"9,033",.,.,.,.,"9,033"
AA53C,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"302,661",.,.,.,"2,375","305,036"
AA53D,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3","7,253","2,554",.,.,.,.,.,.,.,.,.,.,"1,252,955",.,.,.,"2,375","1,265,138"
AA53F,"Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"33,865",.,.,.,.,"33,865"
AA53G,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"90,466",.,.,.,.,"90,466"
AA54A,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"61,348",.,.,.,.,"61,348"
AA54B,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",.,.,"4,854",.,.,.,.,.,.,.,.,.,"36,918",.,.,.,.,"41,772"
AA54C,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"31,374",.,.,.,"1,890","33,265"
AA55A,"Minor Intracranial Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,205","2,205"
AA55C,"Minor Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"12,386",.,.,.,.,"12,386"
AA56A,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"8,958",.,.,.,.,"8,958"
AA56B,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"24,297",.,.,.,.,"24,297"
AA57A,"Minimal Intracranial Procedures, 19 years and over",.,.,"81,218",.,.,.,.,.,.,.,.,.,"83,372",.,.,.,.,"164,590"
AA60A,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,"43,684",.,.,.,.,.,.,.,.,.,"127,090",.,.,.,.,"170,774"
AA61A,"Insertion of Intrathecal Drug Delivery Device for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"184,450",.,.,.,.,"184,450"
AA80Z,Complex Long Term EEG Monitoring,.,"1,116",.,.,"5,411",.,.,.,.,.,.,.,"382,645",.,.,.,.,"389,172"
AA81Z,Standard Long Term EEG Monitoring,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
AB12Z,Insertion of Neurostimulator for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"48,875",.,.,.,.,"48,875"
AB14Z,Insertion of Neurostimulator Electrodes for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"44,227",.,.,.,.,"44,227"
AB16Z,"Denervation or Injection Around Spinal Facet, for Pain Management",.,.,.,.,.,.,.,"9,937",.,.,.,.,"3,456",.,.,.,.,"13,393"
AB17Z,"Nerve Block or Destruction of Nerve, for Pain Management","4,854",.,.,.,.,.,.,"2,548",.,.,.,.,"22,775",.,.,.,.,"30,177"
AB18Z,Continuous Infusion of Therapeutic Substance for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"4,269",.,.,.,.,"4,269"
AB19Z,Injection of Therapeutic Substance into Joint for Pain Management,.,.,.,.,.,.,.,"5,463",.,.,.,.,789,.,.,.,957,"7,209"
AB20Z,Epidural Under Image Control for Pain Management,.,.,.,.,.,.,.,"3,362",.,.,.,.,"6,602",.,.,.,.,"9,964"
AB21Z,"Epidural or Therapeutic Spinal Puncture, for Pain Management",.,.,.,.,.,.,.,"5,161",.,.,.,.,.,.,.,.,.,"5,161"
AB22Z,Trigger Point Injection for Pain Management,.,.,.,.,"1,404",.,.,.,.,.,.,0,.,.,885,.,.,"2,289"
BZ24D,Non-Surgical Ophthalmology with Interventions,"1,784","4,351",.,.,.,.,.,.,.,.,.,.,"8,395",.,.,.,.,"14,529"
BZ24F,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4","2,640",.,593,.,.,.,.,.,.,.,.,.,"3,476",.,.,.,.,"6,708"
BZ24G,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1","8,761",.,.,.,.,.,.,.,.,.,.,.,"19,289",.,.,.,.,"28,050"
BZ30A,"Complex, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"5,097",.,.,.,.,"5,097"
BZ30B,"Complex, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"54,992",.,.,.,.,"54,992"
BZ31A,"Very Major, Cataract or Lens Procedures, with CC Score 2+","1,097",.,.,.,.,.,.,.,.,.,.,.,"1,545",.,.,.,.,"2,642"
BZ31B,"Very Major, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"49,325",.,.,.,.,"49,325"
BZ32A,"Intermediate, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,397",.,.,.,.,"1,397"
BZ32B,"Intermediate, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"18,472",.,.,.,.,"18,472"
BZ33Z,"Minor, Cataract or Lens Procedures","1,537",.,.,.,.,.,.,.,.,.,.,.,755,.,.,.,.,"2,292"
BZ34C,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1","13,166",.,.,.,.,.,.,.,.,.,"5,160",.,"42,798",.,.,.,.,"61,124"
BZ41B,"Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"13,405",.,.,.,"2,151","15,556"
BZ42A,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 2+","1,754",.,.,.,.,.,.,.,.,.,.,.,"2,472",.,.,.,"4,576","8,802"
BZ42B,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","2,750",.,.,.,.,.,.,.,.,.,.,.,"28,965",.,.,.,"9,028","40,743"
BZ43Z,"Complex or Very Major, Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,037",.,.,.,.,"4,037"
BZ44B,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","3,999",.,.,.,.,.,.,.,.,.,"1,018",.,"7,417",.,.,.,.,"12,434"
BZ45A,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,435,.,.,.,"1,915","2,350"
BZ45B,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","13,046",.,.,.,.,.,.,.,.,.,.,.,"6,434",.,.,.,"10,009","29,489"
BZ45C,"Intermediate Oculoplastics Procedures, between 4 and 18 years","1,316",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","2,746"
BZ45D,"Intermediate Oculoplastics Procedures, 3 years and under","5,128",.,.,.,.,.,.,.,.,.,.,.,"1,842",.,.,.,.,"6,970"
BZ46A,"Minor Oculoplastics Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,890","1,890"
BZ50Z,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over","11,102",.,.,.,.,.,.,.,.,.,.,.,"2,993",.,.,.,"5,052","19,147"
BZ51A,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","5,989",.,.,.,.,.,.,.,.,.,.,.,"5,691",.,.,.,"14,261","25,942"
BZ51B,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","21,327",.,.,.,.,.,.,.,.,.,.,.,"25,925",.,.,.,"13,610","60,862"
BZ52Z,"Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,279","5,279"
BZ53A,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,"1,293",.,.,.,.,.,"3,930","5,223"
BZ53B,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","3,375",.,.,.,.,.,.,.,.,.,.,.,"9,262",.,.,.,.,"12,637"
BZ54A,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","1,428",.,.,.,.,.,.,.,.,.,.,.,"3,518",.,.,.,.,"4,946"
BZ54B,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","8,118",.,.,.,.,.,.,.,.,.,.,.,"61,490",.,.,.,.,"69,609"
BZ55Z,"Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,520",.,.,.,.,"2,520"
BZ56B,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,823,.,.,.,.,823
BZ56C,"Intermediate, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,737",.,.,.,.,"1,737"
BZ60B,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1","1,754",.,.,.,.,.,.,.,.,.,.,.,"27,482",.,.,.,.,"29,236"
BZ61A,"Complex, Cornea or Sclera Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,792",.,.,.,.,"1,792"
BZ61B,"Complex, Cornea or Sclera Procedures, with CC Score 0-1","5,646",.,.,.,.,.,.,.,.,.,.,.,"82,961",.,.,.,.,"88,606"
BZ62B,"Very Major, Cornea or Sclera Procedures, with CC Score 0","1,097",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,097"
BZ63A,"Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"1,164",.,.,.,.,"1,164"
BZ64A,"Intermediate, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"3,710",.,.,.,.,"3,710"
BZ72A,"Major Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"21,411",.,.,.,.,"21,411"
BZ72B,"Major Ocular Motility Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"10,249",.,.,.,.,"10,249"
BZ73A,"Intermediate Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"3,440",.,.,.,.,"3,440"
BZ74B,"Minor Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,980,.,.,.,.,.,.,980
BZ80B,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"23,474",.,.,.,.,"23,474"
BZ81A,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"10,761",.,.,.,.,"10,761"
BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"120,853",.,.,.,.,"120,853"
BZ82Z,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"15,678",.,.,.,.,"15,678"
BZ83A,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+","2,831",.,.,.,.,.,.,.,.,.,.,.,"20,020",.,.,.,.,"22,851"
BZ83B,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"239,226",.,.,.,.,"239,226"
BZ84A,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,093",.,.,.,.,"2,093"
BZ84B,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"71,365",.,.,.,.,"71,365"
BZ85Z,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"14,617",.,.,.,.,"14,617"
BZ86A,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,901,.,.,.,.,901
BZ86B,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"49,518",.,.,.,.,"49,518"
BZ86C,"Intermediate Vitreous Retinal Procedures, 18 years and under",659,.,.,.,.,.,.,.,.,.,.,.,"1,231",.,.,.,.,"1,890"
BZ87A,"Minor Vitreous Retinal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,105",.,.,.,.,"2,105"
BZ90Z,"Very Complex, Glaucoma or Iris Procedures",.,.,.,.,.,.,.,.,.,.,.,.,"10,429",.,.,.,.,"10,429"
BZ91B,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"6,161",.,.,.,.,"6,161"
BZ92A,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,002",.,.,.,.,"3,002"
BZ92B,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"1,007",.,"5,196",.,.,.,.,"6,203"
BZ93B,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"7,166",.,.,.,.,"7,166"
BZ94A,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+","1,318",.,.,.,.,.,.,.,.,.,.,.,"1,075",.,.,.,.,"2,393"
BZ94B,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",878,.,.,.,.,.,.,.,.,.,.,.,"5,434",.,.,.,.,"6,312"
CA01Z,Complex Neck Procedures,"10,728",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,109","20,837"
CA02A,Very Major Neck Procedures with CC Score 2+,"25,172",.,.,.,"33,247",.,.,.,.,.,.,.,"40,442",.,.,.,"39,704","138,565"
CA02B,Very Major Neck Procedures with CC Score 0-1,"29,260","1,827",.,.,"43,371",.,.,.,.,.,.,.,"174,071",.,.,.,"14,104","262,633"
CA03A,Major Neck Procedures with CC Score 2+,"43,450","2,236","15,390",.,"7,042",.,.,.,.,.,.,.,"55,049",.,.,.,"48,207","171,374"
CA03B,Major Neck Procedures with CC Score 0-1,"144,701","32,962","8,174",.,"80,855",.,.,.,.,.,.,.,"279,860",.,.,.,"25,723","572,276"
CA04A,"Intermediate Neck Procedures, 19 years and over","23,225","8,478",.,.,"5,897",.,.,.,.,.,.,.,"44,855",.,.,.,"1,194","83,649"
CA04B,"Intermediate Neck Procedures, 18 years and under","11,248","2,574",.,.,"8,825",.,.,.,.,.,.,.,"22,390",.,.,.,.,"45,037"
CA05A,"Minor Neck Procedures, 19 years and over","43,657","2,409",.,.,"10,456",.,.,"1,893",.,.,.,.,"28,264",.,"13,280",.,"2,442","102,400"
CA05B,"Minor Neck Procedures, 18 years and under","8,263",.,.,.,"1,242",.,.,.,.,.,.,.,"4,670",.,.,.,.,"14,175"
CA10A,"Septorhinoplasty, 19 years and over","72,626","32,591",.,.,"100,433",.,.,.,.,.,.,.,"92,029",.,.,.,"20,319","317,999"
CA10B,"Septorhinoplasty, 18 years and under","10,364","9,233",.,.,"13,790",.,.,.,.,.,.,.,"4,438",.,.,.,"3,817","41,642"
CA11A,"Septoplasty, 19 years and over","208,062","47,975",.,.,"140,147",.,.,.,.,.,.,.,"201,079",.,.,.,"1,577","598,840"
CA11B,"Septoplasty, 18 years and under","6,305","1,167",.,.,"14,819","1,715",.,.,.,.,.,.,"1,502",.,.,.,.,"25,508"
CA12Z,Major Treatment of Epistaxis,"2,387",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,387"
CA13A,"Minor Treatment of Epistaxis, 19 years and over","4,382",.,.,.,.,.,.,.,.,.,.,.,"2,666",.,.,.,.,"7,047"
CA13B,"Minor Treatment of Epistaxis, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"8,839",.,.,.,.,"8,839"
CA14Z,Nasal Polypectomy,"21,721","23,438",.,.,"52,971",.,.,.,.,.,.,.,"97,544",.,.,.,.,"195,673"
CA15Z,"Excision or Biopsy, of Lesion of Internal Nose","9,160",.,.,.,"6,575","1,357",.,.,.,.,.,.,"2,629",.,.,.,.,"19,721"
CA16Z,"Excision or Biopsy, of Lesion of External Nose","14,456",.,.,.,.,.,.,.,.,.,.,.,"1,217",.,.,.,"6,689","22,363"
CA20Z,Complex Nose Procedures,"4,251",.,.,.,.,.,.,.,.,.,.,.,"8,771",.,.,.,.,"13,022"
CA21Z,Very Major Nose Procedures,"3,152","2,061",.,.,"25,329",.,.,.,.,.,.,.,"33,017",.,.,.,"3,867","67,426"
CA22Z,Major Nose Procedures,"65,258","41,055",.,.,"94,612","2,883",.,.,.,.,.,.,"68,081",.,.,.,"32,763","304,653"
CA23Z,Intermediate Nose Procedures,"10,628",.,.,.,.,.,.,.,.,.,.,.,"6,177",.,.,.,"3,829","20,635"
CA24A,"Minor Nose Procedures, 19 years and over","12,108","8,122",.,.,"14,219",.,.,.,.,.,.,.,"29,354",.,.,.,.,"63,803"
CA24B,"Minor Nose Procedures, 18 years and under","1,810",.,.,.,873,.,.,.,.,.,.,.,"3,341",.,.,.,"1,443","7,467"
CA25A,"Minimal Nose Procedures, 19 years and over","1,810",.,.,.,.,"1,065",.,.,.,.,.,.,"9,714",.,.,.,.,"12,589"
CA25B,"Minimal Nose Procedures, 18 years and under","1,399","1,460",.,.,834,.,.,.,.,.,.,.,"3,332",.,.,.,.,"7,025"
CA26Z,Complex Sinus Procedures,"3,043",.,.,.,.,.,.,.,.,.,.,.,"113,942",.,.,.,.,"116,986"
CA27Z,Major Sinus Procedures,"45,910","3,384",.,.,"7,972",.,.,.,.,.,.,.,"51,369",.,.,.,.,"108,634"
CA28Z,Intermediate Sinus Procedures,"22,458","55,671",.,.,"92,049",.,.,.,.,.,.,.,"132,433",.,.,.,"2,052","304,663"
