WARD93_ID,WARDS,DATASET,OSNI_SCALE,LGD,AREA_SQKMS,AREA_SQM,PERIM_M,PERIM_KM,OBJECTID
203,BRADSHAW'S BRAE,WARDS 1993,1:50000,Ards,10.338394,10338393.6408,18517.185157,18.517185,22
204,CENTRAL,WARDS 1993,1:50000,Ards,2.735117,2735116.76818,8220.730739,8.220731,23
205,COMBER NORTH,WARDS 1993,1:50000,Ards,3.620522,3620522.10594,8680.177405,8.680177,24
207,COMBER WEST,WARDS 1993,1:50000,Ards,6.55318,6553180.0225,12825.127108,12.825127,25
208,DONAGHADEE NORTH,WARDS 1993,1:50000,Ards,16.919654,16919654.1248,32877.014624,32.877015,26
209,DONAGHADEE SOUTH,WARDS 1993,1:50000,Ards,1.892028,1892027.71432,8210.531258,8.210531,27
210,GLEN,WARDS 1993,1:50000,Ards,4.602142,4602142.12793,11026.828659,11.026829,28
211,KILLINCHY,WARDS 1993,1:50000,Ards,70.239991,70239991.2518,44964.952457,44.964952,29
212,KIRCUBBIN,WARDS 1993,1:50000,Ards,64.486976,64486975.547,41003.200303,41.0032,30
213,LOUGHRIES,WARDS 1993,1:50000,Ards,20.501927,20501927.2685,27809.097297,27.809097,31
214,MILLISLE,WARDS 1993,1:50000,Ards,15.173113,15173112.5146,20592.176277,20.592176,32
215,MOVILLA,WARDS 1993,1:50000,Ards,1.441116,1441116.11151,5758.072374,5.758072,33
216,PORTAFERRY,WARDS 1993,1:50000,Ards,36.504173,36504173.1007,37581.870851,37.581871,34
217,PORTAVOGIE,WARDS 1993,1:50000,Ards,23.10362,23103620.335,24509.089895,24.50909,35
218,SCRABO,WARDS 1993,1:50000,Ards,7.715864,7715863.70903,15573.73041,15.57373,36
220,WHITESPOTS,WARDS 1993,1:50000,Ards,2.66626,2666259.5313,8451.370292,8.45137,37
222,BALLYRAINEY,WARDS 1993,1:50000,Ards,10.171007,10171007.2606,19989.296385,19.989296,38
223,CARROWDORE,WARDS 1993,1:50000,Ards,63.373224,63373224.1045,46340.742999,46.340743,39
224,COMBER EAST,WARDS 1993,1:50000,Ards,13.396675,13396674.6687,19958.282762,19.958283,40
225,GREGSTOWN,WARDS 1993,1:50000,Ards,3.929222,3929222.24021,9724.078542,9.724079,41
226,LISBANE,WARDS 1993,1:50000,Ards,42.610881,42610880.6671,39442.949659,39.44295,42
301,ABBEY PARK,WARDS 1993,1:50000,Armagh,3.475432,3475432.17683,11454.360195,11.45436,43
302,BALLYMARTRIM,WARDS 1993,1:50000,Armagh,61.366613,61366612.9887,47051.389865,47.05139,44
303,CALLAN BRIDGE,WARDS 1993,1:50000,Armagh,1.361865,1361864.76633,7252.389252,7.252389,45
304,CARRIGATUKE,WARDS 1993,1:50000,Armagh,62.725185,62725185.1993,41966.74236,41.966742,46
305,CHARLEMONT,WARDS 1993,1:50000,Armagh,34.471053,34471053.4991,28745.862956,28.745863,47
306,DEMESNE,WARDS 1993,1:50000,Armagh,3.363134,3363134.46986,9354.392981,9.354393,48
307,DERRYNOOSE,WARDS 1993,1:50000,Armagh,69.956627,69956627.1136,49272.318686,49.272319,49
308,DOWNS,WARDS 1993,1:50000,Armagh,1.54498,1544980.00106,7188.755055,7.188755,50
309,HAMILTONSBAWN,WARDS 1993,1:50000,Armagh,54.795297,54795297.4312,49786.735134,49.786735,51
310,HOCKLEY,WARDS 1993,1:50000,Armagh,41.998923,41998922.5933,44008.83244,44.008832,52
311,KEADY,WARDS 1993,1:50000,Armagh,1.024844,1024843.89952,4918.205818,4.918206,53
315,LOUGHGALL,WARDS 1993,1:50000,Armagh,32.80704,32807040.453,30160.853498,30.160853,54
321,TANDRAGEE,WARDS 1993,1:50000,Armagh,14.9634,14963400.1445,21964.09099,21.964091,55
401,AHOGHILL,WARDS 1993,1:50000,Ballymena,11.219764,11219764.3747,18977.802776,18.977803,56
402,ARDEEVIN,WARDS 1993,1:50000,Ballymena,3.467623,3467623.27672,10897.973359,10.897973,57
403,BALLEE,WARDS 1993,1:50000,Ballymena,1.478116,1478116.1355,4859.928428,4.859928,58
404,BALLYKEEL,WARDS 1993,1:50000,Ballymena,1.09082,1090820.3511,5500.621909,5.500622,59
405,BALLYLOUGHAN,WARDS 1993,1:50000,Ballymena,0.949977,949976.7462,4447.061263,4.447061,60
406,BROUGHSHANE,WARDS 1993,1:50000,Ballymena,11.999071,11999070.612,21502.797365,21.502797,61
407,CASTLE DEMESNE,WARDS 1993,1:50000,Ballymena,1.147006,1147005.90181,5141.180984,5.141181,62
408,CRAIGYWARREN,WARDS 1993,1:50000,Ballymena,60.471279,60471279.4626,43735.176409,43.735176,63
409,CULLYBACKEY,WARDS 1993,1:50000,Ballymena,4.841028,4841028.22122,12183.873666,12.183874,64
410,DUNCLUG,WARDS 1993,1:50000,Ballymena,0.688848,688847.871423,3700.068927,3.700069,65
411,DUNMINNING,WARDS 1993,1:50000,Ballymena,52.658886,52658885.7617,52980.730444,52.98073,66
412,FAIR GREEN,WARDS 1993,1:50000,Ballymena,0.659127,659127.321485,4145.419353,4.145419,67
413,GALGORM,WARDS 1993,1:50000,Ballymena,10.026029,10026029.1625,18744.552564,18.744553,68
414,GLENRAVEL,WARDS 1993,1:50000,Ballymena,89.834137,89834137.2997,49611.550185,49.61155,69
415,GLENWHIRRY,WARDS 1993,1:50000,Ballymena,115.759096,115759096.244,71132.753474,71.132753,70
416,GRANGE,WARDS 1993,1:50000,Ballymena,60.353434,60353433.8629,45020.837312,45.020837,71
417,HARRYVILLE,WARDS 1993,1:50000,Ballymena,2.872876,2872876.47082,10288.482992,10.288483,72
418,KELLS,WARDS 1993,1:50000,Ballymena,21.795638,21795638.296,31133.364348,31.133364,73
419,MOAT,WARDS 1993,1:50000,Ballymena,0.447104,447104.252094,4282.637655,4.282638,74
420,PARK,WARDS 1993,1:50000,Ballymena,0.965207,965206.706823,5694.207991,5.694208,75
421,PORTGLENONE,WARDS 1993,1:50000,Ballymena,39.458703,39458703.3112,34571.768988,34.571769,76
422,SLEMISH,WARDS 1993,1:50000,Ballymena,135.945182,135945182.368,69264.831985,69.264832,77
423,SUMMERFIELD,WARDS 1993,1:50000,Ballymena,1.594175,1594175.06117,7074.375859,7.074376,78
425,ACADEMY,WARDS 1993,1:50000,Ballymena,2.229068,2229067.9662,7571.861132,7.571861,79
501,BALLYHOE AND CORKEY,WARDS 1993,1:50000,Ballymoney,81.55167,81551670.0361,44931.847518,44.931848,80
502,BENVARDIN,WARDS 1993,1:50000,Ballymoney,35.937844,35937843.668,35856.082278,35.856082,81
503,CARNANY,WARDS 1993,1:50000,Ballymoney,0.859411,859411.4008,5370.987492,5.370987,82
504,CLOGH MILLS,WARDS 1993,1:50000,Ballymoney,24.269871,24269870.5016,27698.706529,27.698707,83
505,DERVOCK,WARDS 1993,1:50000,Ballymoney,38.858161,38858161.2728,41319.971218,41.319971,84
506,DUNLOY,WARDS 1993,1:50000,Ballymoney,22.343628,22343628.2958,26302.332649,26.302333,85
507,FAIRHILL,WARDS 1993,1:50000,Ballymoney,2.239518,2239518.4438,8010.882671,8.010883,86
508,GLEBE,WARDS 1993,1:50000,Ballymoney,0.954362,954361.527793,6093.674062,6.093674,87
509,KILLOQUIN LOWER,WARDS 1993,1:50000,Ballymoney,40.144473,40144473.3291,36183.810219,36.18381,88
510,KILLOQUIN UPPER,WARDS 1993,1:50000,Ballymoney,24.292692,24292691.7555,25990.44619,25.990446,89
511,KNOCKAHOLET,WARDS 1993,1:50000,Ballymoney,49.858118,49858118.0968,40770.834432,40.770834,90
512,NEWHILL,WARDS 1993,1:50000,Ballymoney,0.636905,636905.392688,4034.010697,4.034011,91
513,ROUTE,WARDS 1993,1:50000,Ballymoney,2.654879,2654879.27175,7453.664108,7.453664,92
514,SEACON,WARDS 1993,1:50000,Ballymoney,18.991364,18991363.5142,25178.797598,25.178798,93
515,STRANOCUM,WARDS 1993,1:50000,Ballymoney,40.05673,40056729.8429,33049.373693,33.049374,94
516,THE VOW,WARDS 1993,1:50000,Ballymoney,34.904088,34904088.1371,38952.759435,38.952759,95
605,DROMORE NORTH,WARDS 1993,1:50000,Banbridge,3.48052,3480520.06891,10572.055382,10.572055,96
606,DROMORE SOUTH,WARDS 1993,1:50000,Banbridge,12.060277,12060277.2786,17833.405751,17.833406,97
610,GILFORD,WARDS 1993,1:50000,Banbridge,15.46268,15462680.0314,20510.5149,20.510515,98
612,LAWRENCETOWN,WARDS 1993,1:50000,Banbridge,27.645426,27645425.9986,34320.527762,34.320528,99
614,QUILLY,WARDS 1993,1:50000,Banbridge,48.532071,48532070.9397,42546.758243,42.546758,100
618,GRANSHA,WARDS 1993,1:50000,Banbridge,51.491746,51491745.9549,38850.32692,38.850327,101
701,ANDERSONSTOWN,WARDS 1993,1:50000,Belfast,1.025447,1025447.43697,5601.43095,5.601431,102
702,ARDOYNE,WARDS 1993,1:50000,Belfast,0.592324,592323.553821,3416.371616,3.416372,103
703,BALLYHACKAMORE,WARDS 1993,1:50000,Belfast,1.137555,1137555.35963,4984.14679,4.984147,104
704,BALLYMACARRETT,WARDS 1993,1:50000,Belfast,0.752366,752366.175934,4521.197842,4.521198,105
705,BALLYNAFEIGH,WARDS 1993,1:50000,Belfast,0.651115,651115.46668,3895.913532,3.895914,106
706,BALLYSILLAN,WARDS 1993,1:50000,Belfast,1.123449,1123448.82724,5405.067684,5.405068,107
707,BEECHMOUNT,WARDS 1993,1:50000,Belfast,0.832627,832626.866852,5413.826575,5.413827,108
708,BELLEVUE,WARDS 1993,1:50000,Belfast,2.870842,2870841.7045,9280.264109,9.280264,109
709,BELMONT,WARDS 1993,1:50000,Belfast,1.793266,1793266.16225,7304.307534,7.304308,110
710,BLACKSTAFF,WARDS 1993,1:50000,Belfast,1.933849,1933849.46561,7138.819313,7.138819,111
711,BLOOMFIELD,WARDS 1993,1:50000,Belfast,0.766053,766052.941913,3563.659506,3.56366,112
712,BOTANIC,WARDS 1993,1:50000,Belfast,1.316501,1316500.73349,5446.46467,5.446465,113
713,CASTLEVIEW,WARDS 1993,1:50000,Belfast,1.460043,1460043.28042,5583.668851,5.583669,114
714,CAVEHILL,WARDS 1993,1:50000,Belfast,3.39083,3390830.3793,9880.051746,9.880052,115
715,CHERRYVALLEY,WARDS 1993,1:50000,Belfast,1.990355,1990354.55704,9420.143851,9.420144,116
910,GILNAHIRK,WARDS 1993,1:50000,Castlereagh,0.812024,812023.548101,4537.756494,4.537756,117
716,CHICHESTER PARK,WARDS 1993,1:50000,Belfast,0.972844,972844.293169,5616.283291,5.616283,118
717,CLIFTONVILLE,WARDS 1993,1:50000,Belfast,1.192974,1192973.50283,5606.074956,5.606075,119
718,CLONARD,WARDS 1993,1:50000,Belfast,0.655912,655912.20282,5409.931274,5.409931,120
719,CRUMLIN,WARDS 1993,1:50000,Belfast,0.859123,859123.344853,3968.333408,3.968333,121
720,DUNCAIRN,WARDS 1993,1:50000,Belfast,9.239323,9239322.70973,16258.286407,16.258286,122
721,FALLS,WARDS 1993,1:50000,Belfast,1.154739,1154738.80177,6334.767728,6.334768,123
722,FALLS PARK,WARDS 1993,1:50000,Belfast,2.367619,2367619.20339,7695.551231,7.695551,124
723,FINAGHY,WARDS 1993,1:50000,Belfast,2.60839,2608389.97686,7252.469855,7.25247,125
724,FORTWILLIAM,WARDS 1993,1:50000,Belfast,1.033095,1033094.71052,5229.76699,5.229767,126
725,GLEN ROAD,WARDS 1993,1:50000,Belfast,1.595044,1595043.56487,6403.981636,6.403982,127
726,GLENCAIRN,WARDS 1993,1:50000,Belfast,3.963741,3963741.48149,11009.435306,11.009435,128
727,GLENCOLIN,WARDS 1993,1:50000,Belfast,9.501086,9501085.66651,14834.504867,14.834505,129
728,HIGHFIELD,WARDS 1993,1:50000,Belfast,2.640093,2640093.00436,8491.442439,8.491442,130
729,ISLAND,WARDS 1993,1:50000,Belfast,3.755991,3755991.00858,11330.425245,11.330425,131
730,KNOCK,WARDS 1993,1:50000,Belfast,1.189891,1189891.33709,5869.228125,5.869228,132
731,LADYBROOK,WARDS 1993,1:50000,Belfast,1.365631,1365630.6568,6897.341,6.897341,133
732,LEGONIEL,WARDS 1993,1:50000,Belfast,8.837107,8837107.10974,15287.805668,15.287806,134
733,MALONE,WARDS 1993,1:50000,Belfast,2.197208,2197207.78989,6386.105855,6.386106,135
734,NEW LODGE,WARDS 1993,1:50000,Belfast,0.722277,722277.202152,3891.889849,3.89189,136
735,ORANGEFIELD,WARDS 1993,1:50000,Belfast,1.410125,1410125.36348,5782.074653,5.782075,137
736,RAVENHILL,WARDS 1993,1:50000,Belfast,1.896909,1896908.57521,6499.228299,6.499228,138
737,ROSETTA,WARDS 1993,1:50000,Belfast,1.693447,1693447.10464,7059.871535,7.059872,139
738,SHAFTESBURY,WARDS 1993,1:50000,Belfast,2.22094,2220939.87695,6765.756991,6.765757,140
739,SHANKILL,WARDS 1993,1:50000,Belfast,0.911514,911514.06832,6124.126027,6.124126,141
741,STORMONT,WARDS 1993,1:50000,Belfast,7.055418,7055418.07455,13881.52837,13.881528,142
742,STRANMILLIS,WARDS 1993,1:50000,Belfast,2.451083,2451083.20933,8056.221034,8.056221,143
743,SYDENHAM,WARDS 1993,1:50000,Belfast,6.191102,6191101.93698,10871.534079,10.871534,144
744,THE MOUNT,WARDS 1993,1:50000,Belfast,0.737954,737953.655113,4289.983841,4.289984,145
745,UPPER MALONE,WARDS 1993,1:50000,Belfast,4.337675,4337674.8623,14447.843799,14.447844,146
746,UPPER SPRINGFIELD,WARDS 1993,1:50000,Belfast,2.572345,2572344.60251,9329.664733,9.329665,147
747,WATER WORKS,WARDS 1993,1:50000,Belfast,1.267352,1267351.99407,6588.169338,6.588169,148
748,WHITEROCK,WARDS 1993,1:50000,Belfast,0.767068,767068.341184,4094.473546,4.094474,149
749,WINDSOR,WARDS 1993,1:50000,Belfast,0.940525,940525.341391,4668.489816,4.66849,150
750,WOODSTOCK,WARDS 1993,1:50000,Belfast,0.563208,563207.757026,3663.895995,3.663896,151
751,WOODVALE,WARDS 1993,1:50000,Belfast,0.600527,600527.383408,3598.440046,3.59844,152
753,MUSGRAVE,WARDS 1993,1:50000,Belfast,1.795577,1795576.93723,6847.02727,6.847027,153
801,BLACKHEAD,WARDS 1993,1:50000,Carrickfergus,2.397918,2397917.72236,9105.236323,9.105236,154
802,BONEYBEFORE,WARDS 1993,1:50000,Carrickfergus,0.593321,593321.061107,3801.602361,3.801602,155
803,CLIPPERSTOWN,WARDS 1993,1:50000,Carrickfergus,0.489802,489802.178417,3156.518583,3.156519,156
804,EDEN,WARDS 1993,1:50000,Carrickfergus,21.541094,21541094.1153,26554.012747,26.554013,157
805,GORTALEE,WARDS 1993,1:50000,Carrickfergus,0.329497,329497.08646,3383.553928,3.383554,158
806,GREENISLAND,WARDS 1993,1:50000,Carrickfergus,4.600888,4600887.69409,13637.427193,13.637427,159
807,KILLYCROT,WARDS 1993,1:50000,Carrickfergus,1.110126,1110125.90841,8029.784956,8.029785,160
808,KNOCKAGH,WARDS 1993,1:50000,Carrickfergus,3.224738,3224738.24448,8683.992486,8.683992,161
809,LOVE LANE,WARDS 1993,1:50000,Carrickfergus,0.807318,807317.668857,4670.244078,4.670244,162
810,MILEBUSH,WARDS 1993,1:50000,Carrickfergus,0.403919,403919.380701,3162.014063,3.162014,163
811,NORTHLAND,WARDS 1993,1:50000,Carrickfergus,0.181266,181266.19333,1902.347853,1.902348,164
812,SUNNYLANDS,WARDS 1993,1:50000,Carrickfergus,0.327205,327204.504423,2874.794396,2.874794,165
813,VICTORIA,WARDS 1993,1:50000,Carrickfergus,1.126397,1126396.57841,6190.646139,6.190646,166
814,WHITEHEAD,WARDS 1993,1:50000,Carrickfergus,6.517033,6517032.7158,11540.290806,11.540291,167
815,WOODBURN,WARDS 1993,1:50000,Carrickfergus,36.219648,36219647.7693,31375.786519,31.375787,168
817,BLUEFIELD,WARDS 1993,1:50000,Carrickfergus,0.923096,923095.766923,5283.824808,5.283825,169
818,BURLEIGH HILL,WARDS 1993,1:50000,Carrickfergus,1.145807,1145807.03417,5473.137176,5.473137,170
901,BALLYHANWOOD,WARDS 1993,1:50000,Castlereagh,10.556526,10556526.3189,15913.209474,15.913209,171
902,BEECHILL,WARDS 1993,1:50000,Castlereagh,3.920157,3920156.58574,10641.900381,10.6419,172
903,CARROWREAGH,WARDS 1993,1:50000,Castlereagh,7.558426,7558425.8975,15518.391718,15.518392,173
905,CREGAGH,WARDS 1993,1:50000,Castlereagh,0.310271,310271.358683,2583.184107,2.583184,174
906,DOWNSHIRE,WARDS 1993,1:50000,Castlereagh,0.430315,430315.437757,3339.127479,3.339127,175
907,DUNDONALD,WARDS 1993,1:50000,Castlereagh,2.157915,2157914.56448,8726.637045,8.726637,176
908,ENLER,WARDS 1993,1:50000,Castlereagh,0.510318,510318.470948,3708.150476,3.70815,177
911,GRAHAM'S BRIDGE,WARDS 1993,1:50000,Castlereagh,0.885529,885528.971277,5752.847881,5.752848,178
912,HILLFOOT,WARDS 1993,1:50000,Castlereagh,1.524705,1524704.64959,6547.403985,6.547404,179
913,KNOCKBRACKEN,WARDS 1993,1:50000,Castlereagh,1.046205,1046205.20156,4792.301417,4.792301,180
914,LISNASHARRAGH,WARDS 1993,1:50000,Castlereagh,0.963404,963403.81519,5077.557531,5.077558,181
915,LOWER BRANIEL,WARDS 1993,1:50000,Castlereagh,0.868268,868268.471264,5317.570582,5.317571,182
916,MINNOWBURN,WARDS 1993,1:50000,Castlereagh,1.440504,1440503.71227,7727.271532,7.727272,183
917,MONEYREAGH,WARDS 1993,1:50000,Castlereagh,36.247007,36247006.9358,35761.203181,35.761203,184
918,NEWTOWNBREDA,WARDS 1993,1:50000,Castlereagh,1.691735,1691735.03918,8054.668686,8.054669,185
919,TULLYCARNET,WARDS 1993,1:50000,Castlereagh,0.49923,499229.875872,3450.627779,3.450628,186
920,UPPER BRANIEL,WARDS 1993,1:50000,Castlereagh,2.831351,2831351.0121,7432.708009,7.432708,187
921,WYNCHURCH,WARDS 1993,1:50000,Castlereagh,0.478756,478755.957576,3458.610115,3.45861,188
923,CAIRNSHILL,WARDS 1993,1:50000,Castlereagh,0.956431,956430.683006,5815.960101,5.81596,189
924,CARRYDUFF EAST,WARDS 1993,1:50000,Castlereagh,4.068695,4068695.41961,14194.871286,14.194871,190
925,CARRYDUFF WEST,WARDS 1993,1:50000,Castlereagh,4.223878,4223877.74324,12783.031334,12.783031,191
926,GALWALLY,WARDS 1993,1:50000,Castlereagh,1.022533,1022533.29575,4462.141425,4.462141,192
1001,AGIVEY,WARDS 1993,1:50000,Coleraine,67.163935,67163935.3261,56328.050309,56.32805,193
1002,ATLANTIC,WARDS 1993,1:50000,Coleraine,4.560711,4560710.61856,13481.531755,13.481532,194
1003,BALLYSALLY,WARDS 1993,1:50000,Coleraine,0.920313,920312.564986,4539.551416,4.539551,195
1004,CASTLEROCK,WARDS 1993,1:50000,Coleraine,29.133881,29133880.5533,29400.846321,29.400846,196
1006,CHURCHLAND,WARDS 1993,1:50000,Coleraine,1.249565,1249565.15658,5132.448814,5.132449,197
1007,CROSS GLEBE,WARDS 1993,1:50000,Coleraine,1.265423,1265423.43858,5105.434133,5.105434,198
1008,DUNLUCE,WARDS 1993,1:50000,Coleraine,47.757318,47757318.4886,39739.288488,39.739288,199
1009,GARVAGH,WARDS 1993,1:50000,Coleraine,53.372225,53372225.1395,40256.678441,40.256678,200
1010,HOPEFIELD,WARDS 1993,1:50000,Coleraine,2.11571,2115709.59257,7341.972847,7.341973,201
1011,KILREA,WARDS 1993,1:50000,Coleraine,26.473207,26473206.7515,27289.788137,27.289788,202
1013,MACOSQUIN,WARDS 1993,1:50000,Coleraine,73.105825,73105824.9923,55488.848613,55.488849,203
1014,MOUNT SANDEL,WARDS 1993,1:50000,Coleraine,1.915948,1915947.80785,7117.225776,7.117226,204
1015,PORTSTEWART,WARDS 1993,1:50000,Coleraine,0.855894,855893.652021,6085.243205,6.085243,205
1016,RINGSEND,WARDS 1993,1:50000,Coleraine,107.241139,107241138.767,66687.951548,66.687952,206
1017,ROYAL PORTRUSH,WARDS 1993,1:50000,Coleraine,4.199203,4199203.43366,16383.61737,16.383617,207
1018,STRAND,WARDS 1993,1:50000,Coleraine,3.317446,3317446.47278,14183.938561,14.183939,208
1019,THE CUTS,WARDS 1993,1:50000,Coleraine,4.645662,4645662.16678,12153.177802,12.153178,209
1020,UNIVERSITY,WARDS 1993,1:50000,Coleraine,2.368034,2368033.53555,7835.054307,7.835054,210
1021,WATERSIDE,WARDS 1993,1:50000,Coleraine,2.375673,2375672.84517,6539.43156,6.539432,211
1022,CENTRAL,WARDS 1993,1:50000,Coleraine,1.050842,1050842.27819,5914.347712,5.914348,212
1023,KNOCKLYNN,WARDS 1993,1:50000,Coleraine,2.958543,2958543.02376,9130.19313,9.130193,213
1024,DUNDOOAN,WARDS 1993,1:50000,Coleraine,47.48877,47488770.1227,52121.089832,52.12109,214
1101,ARDBOE,WARDS 1993,1:50000,Cookstown,61.812109,61812108.9391,36880.866831,36.880867,215
1102,COAGH,WARDS 1993,1:50000,Cookstown,28.863144,28863144.3631,35331.622417,35.331622,216
1103,DUNNAMORE,WARDS 1993,1:50000,Cookstown,98.219957,98219957.1002,51232.760056,51.23276,217
1104,GORTALOWRY,WARDS 1993,1:50000,Cookstown,1.852198,1852198.23514,6519.903553,6.519904,218
1105,KILLYCOLPY,WARDS 1993,1:50000,Cookstown,94.371364,94371364.0536,44925.779692,44.92578,219
1106,KILLYMOON,WARDS 1993,1:50000,Cookstown,1.870547,1870547.02101,6807.974036,6.807974,220
1107,LISSAN,WARDS 1993,1:50000,Cookstown,73.024008,73024007.6655,48824.820454,48.82482,221
1108,MONEYMORE,WARDS 1993,1:50000,Cookstown,21.97588,21975880.3723,28068.618476,28.068618,222
1109,NEWBUILDINGS,WARDS 1993,1:50000,Cookstown,2.17117,2171170.13657,7636.302185,7.636302,223
1110,OAKLANDS,WARDS 1993,1:50000,Cookstown,52.840013,52840012.981,41504.871795,41.504872,224
1111,OLDTOWN,WARDS 1993,1:50000,Cookstown,0.813903,813902.71867,4805.384286,4.805384,225
1112,POMEROY,WARDS 1993,1:50000,Cookstown,38.952104,38952103.7929,32675.508343,32.675508,226
1113,SANDHOLES,WARDS 1993,1:50000,Cookstown,40.144449,40144448.75,35284.800897,35.284801,227
1114,STEWARTSTOWN,WARDS 1993,1:50000,Cookstown,42.702458,42702457.8481,36592.754976,36.592755,228
1115,THE LOOP,WARDS 1993,1:50000,Cookstown,60.988359,60988359.3099,37214.776842,37.214777,229
1116,TULLAGH,WARDS 1993,1:50000,Cookstown,1.104446,1104446.42763,5848.434124,5.848434,230
1201,AGHAGALLON,WARDS 1993,1:50000,Craigavon,99.185448,99185448.1894,48445.616775,48.445617,231
1202,ANNAGH,WARDS 1993,1:50000,Craigavon,9.451855,9451855.01234,17257.147787,17.257148,232
1203,BALLYBAY,WARDS 1993,1:50000,Craigavon,6.583584,6583584.13341,14020.587351,14.020587,233
1204,BALLYORAN,WARDS 1993,1:50000,Craigavon,9.761693,9761693.30463,14514.632463,14.514632,234
1205,BLEARY,WARDS 1993,1:50000,Craigavon,17.469489,17469489.4703,27492.425816,27.492426,235
1206,BROWNSTOWN,WARDS 1993,1:50000,Craigavon,7.425305,7425305.23564,13533.171838,13.533172,236
1207,CHURCH,WARDS 1993,1:50000,Craigavon,0.562495,562495.144975,3288.302087,3.288302,237
1208,CORCRAIN,WARDS 1993,1:50000,Craigavon,1.103214,1103214.16261,4926.139917,4.92614,238
1209,COURT,WARDS 1993,1:50000,Craigavon,1.291223,1291222.64563,5402.941201,5.402941,239
1210,DRUMNAMOE,WARDS 1993,1:50000,Craigavon,0.413102,413102.01613,2442.441331,2.442441,240
1211,DRUMGASK,WARDS 1993,1:50000,Craigavon,2.868006,2868005.94538,9378.102749,9.378103,241
1212,DRUMGOR,WARDS 1993,1:50000,Craigavon,3.053895,3053895.2333,11075.880385,11.07588,242
1213,EDENDERRY,WARDS 1993,1:50000,Craigavon,1.737638,1737637.7896,5858.727804,5.858728,243
1214,KERNAN,WARDS 1993,1:50000,Craigavon,16.971762,16971761.5208,24534.143594,24.534144,244
1215,KILLYCOMAIN,WARDS 1993,1:50000,Craigavon,0.911968,911968.345914,4792.590616,4.792591,245
1217,KNOCKNASHANE,WARDS 1993,1:50000,Craigavon,1.992482,1992482.3146,6528.191588,6.528192,246
1218,MAGHERALIN,WARDS 1993,1:50000,Craigavon,17.887813,17887812.8167,25891.941546,25.891942,247
1219,MOURNEVIEW,WARDS 1993,1:50000,Craigavon,0.713713,713712.820925,3860.554315,3.860554,248
1220,PARKLAKE,WARDS 1993,1:50000,Craigavon,2.79888,2798879.6678,7393.255348,7.393255,249
1221,TAGHNEVAN,WARDS 1993,1:50000,Craigavon,1.107158,1107157.56836,5813.537472,5.813537,250
1222,TAVANAGH,WARDS 1993,1:50000,Craigavon,0.522893,522893.284922,3586.379167,3.586379,251
1223,THE BIRCHES,WARDS 1993,1:50000,Craigavon,56.170651,56170651.3108,45743.118226,45.743118,252
1225,WARINGSTOWN,WARDS 1993,1:50000,Craigavon,11.690769,11690768.7404,18098.801026,18.098801,253
1226,WOODVILLE,WARDS 1993,1:50000,Craigavon,1.385988,1385988.04739,6155.985607,6.155986,254
